Site▲▼,98/99▲▼,99/00▲▼,00/01▲▼,01/02▲▼,02/03▲▼,03/04▲▼,04/05▲▼,05/06▲▼,06/07▲▼,07/08▲▼,08/09▲▼,09/10▲▼,10/11▲▼,11/12▲▼,12/13▲▼,13/14▲▼,14/15▲▼,15/16▲▼,16/17▲▼,17/18▲▼,Mon,Moving5yr avg▲▼,13/14-17/185yr avg▲▼,WebPageNo,RoughTimeAccessed
River Severn - Gloucester to Maisemore,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,6,0.0,0.0,0,0,0,0,nan,0,0,25,2019-11-22 02:53:59
River Severn - Llandinam to Gravels Nature Reserve,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,(0),(0),0,nan,0,0,25,2019-11-22 02:53:59
River Shiel,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,(0),(0),0,0.0,0.0,0,0,0,0,nan,0,0,25,2019-11-22 02:53:59
River Tay - Almond Mouth to Perth Bridge,(1),1,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,nan,nan,nan,0,0,25,2019-11-22 02:53:59
River Teith - Callander,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,1,0,1,0,nan,0,0,25,2019-11-22 02:53:59
River Thames - Lechlade,0,0,0,0,0,1.0,0.0,0,1.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,nan,0,0,25,2019-11-22 02:53:59
River Thames - Putney Bridge to Battersea Bridge,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,0,0.0,0,0,0.0,nan,nan,0,0,26,2019-11-22 02:54:06
River Thames - Walton Bridge to River Wey,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,0,0.0,0,1,0.0,0.0,nan,0,0,26,2019-11-22 02:54:06
River Tweed - Galafoot to Lowood Bridge,0,(0),1.0,nan,0.0,0,0.0,0.0,nan,0,nan,0.0,0,0,0,nan,0,nan,nan,0.0,nan,0,0,26,2019-11-22 02:54:06
River Tweed - Kelso to Coldstream,(0),0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,nan,0,0,26,2019-11-22 02:54:06
"River Ure, Hawes",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0,0,1.0,0.0,nan,0,0,26,2019-11-22 02:54:06
River Wandle - Carshalton to Wandsworth,nan,nan,nan,nan,nan,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,1,0,0.0,0.0,nan,0,0,26,2019-11-22 02:54:06
River Wey - Lammas Lands,0,0,0.0,0.0,1.0,0,0.0,0.0,0.0,(0),0,0.0,0,nan,nan,0.0,(0),0,nan,nan,nan,0,0,26,2019-11-22 02:54:06
River Witham - Chapel Hill to Kirkstead,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,nan,0,0,26,2019-11-22 02:54:06
River Wye - Bakewell to Haddon,2,1,0.0,0.0,0.0,0,0.0,1.0,0.0,nan,2,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,0,0,26,2019-11-22 02:54:06
River Wye - Cressbrook Mill Ponds,nan,nan,0.0,0.0,0.0,0,0.0,0.0,0.0,(1),(0),0.0,nan,0,(0),0.0,0,0,0.0,0.0,nan,0,0,26,2019-11-22 02:54:06
Roath Park Lake,nan,nan,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,(0),0,0.0,0,0,0.0,0.0,nan,0,0,26,2019-11-22 02:54:06
Rocester Pools,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,nan,nan,2.0,10,3,17,0.0,0,nan,nan,nan,nan,0,0,26,2019-11-22 02:54:06
Rockstowes Pond,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(0),0,0,0.0,(0),1,0.0,0.0,nan,0,0,26,2019-11-22 02:54:06
Roding Meadows,nan,0,1.0,1.0,1.0,0,1.0,0.0,nan,nan,nan,0.0,0,2,0,0.0,0,0,1.0,1.0,Jul,0,0,26,2019-11-22 02:54:06
Rodley Nature Reserve,nan,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0.0,0,(0),0.0,0.0,nan,0,0,26,2019-11-22 02:54:06
Rooksbury Mill,nan,nan,0.0,nan,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,nan,0,0,26,2019-11-22 02:54:06
Rother Valley Country Park,0,0,0.0,0.0,0.0,0,1.0,1.0,nan,nan,nan,nan,nan,0,37,0.0,0,0,0.0,0.0,nan,0,0,26,2019-11-22 02:54:06
Rouken Glen Pond,1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,nan,0,0,26,2019-11-22 02:54:06
Rowley Lake,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,0,0,0,0.0,0,0,0.0,0.0,nan,0,0,26,2019-11-22 02:54:06
Roxton Lake,nan,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,nan,0,0,26,2019-11-22 02:54:06
Rufford Lake,0,1,0.0,nan,nan,nan,nan,0.0,0.0,(0),0,0.0,0,0,0,0.0,0,0,0.0,1.0,May,0,0,26,2019-11-22 02:54:06
Rushcliffe Country Park,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,1.0,Jan,0,0,26,2019-11-22 02:54:06
Rushmere Pond,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5,0,0.0,0,2,0.0,0.0,nan,0,0,26,2019-11-22 02:54:06
Salford Priors Gravel Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0.0,0,0,0.0,1.0,Oct,0,0,26,2019-11-22 02:54:06
Salhouse Broad,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,nan,nan,nan,nan,0.0,0.0,nan,0,0,26,2019-11-22 02:54:06
Salterford Dam and Oxton Bogs,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0,0,0.0,0,0,1,0.0,nan,nan,nan,nan,nan,0,0,26,2019-11-22 02:54:06
Saltwell Park Lake,nan,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,nan,0,0,26,2019-11-22 02:54:06
Sambrook Mill Ponds,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,(0),0.0,nan,(0),(0),0.0,1,0,0.0,0.0,nan,0,0,26,2019-11-22 02:54:06
Sandbach Flashes,1,1,0.0,0.0,0.0,(0),0.0,2.0,0.0,0,2,0.0,0,0,1,0.0,0,0,0.0,0.0,nan,0,0,26,2019-11-22 02:54:06
Sandwell Valley Country Park,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,nan,nan,nan,0,nan,nan,nan,nan,0,0,26,2019-11-22 02:54:06
Saxon Lake,nan,0,0,0,0.0,0.0,0,nan,0,0.0,0,3,0,0,0,0,0,0,0.0,0.0,nan,0,0,27,2019-11-22 02:54:13
Scaling Dam Reservoir,0,0,nan,(0),0.0,0.0,0,0,0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,nan,0,0,27,2019-11-22 02:54:13
Sea Bank (Huttoft) Clay Pits,0,0,0,nan,nan,0.0,0,0,nan,nan,nan,nan,nan,0,0,0,0,0,0.0,0.0,nan,0,0,27,2019-11-22 02:54:13
Seamer Road Mere,0,0,0,0,1.0,0.0,0,0,0,0.0,0,1,1,0,1,nan,0,0,0.0,0.0,nan,0,0,27,2019-11-22 02:54:13
Seaton and Murton Ponds,0,0,0,0,0.0,1.0,1,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,27,2019-11-22 02:54:13
Sence Valley Forest Park,0,0,nan,0,0.0,nan,nan,nan,0,0.0,0,0,0,1,2,0,0,0,0.0,0.0,nan,0,0,27,2019-11-22 02:54:13
Severn Estuary (Welsh counties),0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,27,2019-11-22 02:54:13
Severn Hams,(0),0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,27,2019-11-22 02:54:13
Shaftesbury Lake,0,0,0,0,0.0,0.0,0,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,27,2019-11-22 02:54:13
Shakerley Mere,2,1,1,0,0.0,1.0,1,1,0,0.0,0,0,1,0,0,0,0,0,0.0,0.0,nan,0,0,27,2019-11-22 02:54:13
Shearwater,0,(0),(0),0,0.0,0.0,0,0,0,nan,nan,nan,1,1,1,1,0,1,0.0,0.0,nan,0,0,27,2019-11-22 02:54:13
Shell Pond (Carrington),(0),nan,0,0,0.0,0.0,0,0,0,0.0,(0),0,1,0,0,0,0,0,0.0,0.0,nan,0,0,27,2019-11-22 02:54:13
Sherborne Lake,(0),(0),0,0,0.0,0.0,0,0,0,0.0,1,1,0,1,0,0,0,0,0.0,1.0,Sep,0,0,27,2019-11-22 02:54:13
Sherwood Forest Center Parcs,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,1.0,Feb,0,0,27,2019-11-22 02:54:13
Shireoaks Hall Pools,0,0,0,0,nan,nan,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,27,2019-11-22 02:54:13
Shobrooke Park Lakes,(0),0,0,0,0.0,0.0,0,0,(0),0.0,0,0,8,0,2,1,0,0,0.0,0.0,nan,0,0,27,2019-11-22 02:54:13
Shotover Park Lake,nan,nan,nan,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,27,2019-11-22 02:54:13
Shottermill Ponds,0,1,1,1,1.0,1.0,0,0,2,0.0,0,0,0,0,nan,nan,0,0,0.0,nan,nan,0,0,27,2019-11-22 02:54:13
Siddick Pond,nan,nan,nan,nan,nan,nan,(0),0,(0),1.0,0,(0),(0),(0),(0),(0),(0),(0),0.0,0.0,nan,0,0,27,2019-11-22 02:54:13
Sinah Gravel Pit,0,0,0,0,0.0,0.0,0,(0),0,0.0,0,1,0,0,0,0,nan,nan,nan,nan,nan,0,0,27,2019-11-22 02:54:13
Sleaford Reservoir,nan,nan,nan,4,0.0,nan,0,nan,nan,0.0,0,(0),0,0,0,(0),nan,nan,nan,nan,nan,0,0,27,2019-11-22 02:54:13
Somerset Levels,0,0,0,0,0.0,0.0,0,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,27,2019-11-22 02:54:13
South Lake Woodley (Bulmershe),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,0,0,27,2019-11-22 02:54:13
South Norwood Country Park,0,0,0,0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,0.0,nan,0,0,27,2019-11-22 02:54:13
South Park (Ilford),0,0,0,0,0.0,0.0,0,0,nan,nan,nan,0,1,0,0,0,0,0,0.0,0.0,nan,0,0,27,2019-11-22 02:54:13
Springs and Dingle Reservoirs,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,1,0,0,0,0.0,0.0,nan,0,0,27,2019-11-22 02:54:13
St Benet's Levels,0,0,(0),(0),0.0,0.0,nan,nan,nan,nan,0,0,nan,0,0,0,nan,nan,nan,nan,nan,0,0,27,2019-11-22 02:54:13
St Mary's Island,0,0,0,0,0.0,0.0,1,nan,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,27,2019-11-22 02:54:13
Stamford Park Lake (Ashton-under-Lyne),0,0,0,0,0.0,0.0,0,0,0,0.0,nan,1,0,0,0,1,1,0,0.0,0.0,nan,0,0,27,2019-11-22 02:54:13
Stanford Reservoir,0,0,0,0,0.0,1.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,27,2019-11-22 02:54:13
Stanton Lake,0.0,0,0.0,0.0,0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,2,0.0,0,0.0,0.0,0,0,nan,0,0,28,2019-11-22 02:54:20
Stapleford Park Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,1,0.0,0.0,0,0,nan,0,0,28,2019-11-22 02:54:20
Stobsmuir Ponds,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,0.0,0.0,0,0,nan,0,0,28,2019-11-22 02:54:20
Stodmarsh,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,1.0,0,0.0,0,0.0,0.0,0,0,nan,0,0,28,2019-11-22 02:54:20
Stoke Newington Reservoirs,0.0,0,nan,0.0,0,0.0,0.0,(0),0.0,0.0,0,0.0,0.0,0,nan,0,0.0,0.0,0,(0),nan,0,0,28,2019-11-22 02:54:20
"Stoke Park Estate, Bristol",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,0.0,0,0.0,0.0,0,0,nan,0,0,28,2019-11-22 02:54:20
Stortons Gravel Pits,0.0,0,0.0,0.0,(0),0.0,0.0,0,0.0,0.0,nan,nan,nan,nan,nan,0,0.0,0.0,0,1,Mar,0,0,28,2019-11-22 02:54:20
Stour Estuary,0.0,0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,nan,0,0,28,2019-11-22 02:54:20
"Stubbs Farm Ponds, Binsted",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,(0),1.0,1,0.0,0.0,0,0,nan,0,0,28,2019-11-22 02:54:20
Sudbury Lake,nan,0,0.0,0.0,0,0.0,0.0,0,0.0,nan,0,0.0,0.0,6,1.0,0,0.0,nan,nan,nan,nan,0,0,28,2019-11-22 02:54:20
Sutton Ings Brick Pit,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,nan,nan,nan,0,0,28,2019-11-22 02:54:20
Sutton and Lound Gravel Pits,nan,0,nan,0.0,0,0.0,0.0,(0),0.0,0.0,0,2.0,0.0,0,0.0,0,0.0,0.0,0,0,nan,0,0,28,2019-11-22 02:54:20
Swallow Pond Wallsend,nan,nan,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,1.0,0.0,0,0,nan,0,0,28,2019-11-22 02:54:20
Swillington Ings,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,nan,0,0,28,2019-11-22 02:54:20
Sywell Country Park,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,(0),nan,0,0,28,2019-11-22 02:54:20
Talybont Reservoir,nan,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,nan,0,0,28,2019-11-22 02:54:20
Tamar Complex,0.0,(0),0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,nan,0,0,28,2019-11-22 02:54:20
Tamar Lakes,0.0,0,0.0,0.0,nan,0.0,0.0,0,0.0,1.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,nan,0,0,28,2019-11-22 02:54:20
Tatton and Melchett Meres,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0.0,0.0,0,0,nan,0,0,28,2019-11-22 02:54:20
Taylor Dam,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,(0),nan,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,0,0,28,2019-11-22 02:54:20
Tehidy Pool,nan,nan,nan,nan,nan,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,nan,0,nan,0,0,28,2019-11-22 02:54:20
Teifi Estuary,0.0,(0),0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,1.0,0,0,nan,0,0,28,2019-11-22 02:54:20
Teign Estuary,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,(0),0.0,0.0,0,0.0,(0),1.0,0.0,0,0,nan,0,0,28,2019-11-22 02:54:20
Temple Pool,0.0,(0),0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,1.0,1.0,0,0,nan,0,0,28,2019-11-22 02:54:20
Testbourne Estate,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,0,0.0,0.0,0,0.0,1,0.0,0.0,(0),(0),nan,0,0,28,2019-11-22 02:54:20
Testwood Lakes,0.0,0,0.0,0.0,0,0.0,2.0,0,0.0,0.0,1,0.0,1.0,1,0.0,0,1.0,0.0,0,0,nan,0,0,28,2019-11-22 02:54:20
Tetworth Lakes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,1,0.0,0.0,0,0,nan,0,0,28,2019-11-22 02:54:20
Thames Estuary,0.0,0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,1.0,1.0,0,0,nan,0,0,28,2019-11-22 02:54:20
The Lawn Lakes,0.0,0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,nan,0,0,28,2019-11-22 02:54:20
The Wash,0.0,0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0,0.0,1.0,0,0.0,0,0.0,0.0,0,0,nan,0,0,28,2019-11-22 02:54:20
The Wilderness - Ladybank,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,nan,0,0,29,2019-11-22 02:54:26
Thornton Reservoir,0.0,1.0,0,3,0.0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,nan,0,0,29,2019-11-22 02:54:26
Thorpe Malsor Reservoir,nan,nan,nan,nan,nan,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Nov,0,0,29,2019-11-22 02:54:26
Thrapston Gravel Pits,0.0,0.0,0,0,0.0,0.0,nan,nan,nan,nan,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0,nan,0,0,29,2019-11-22 02:54:26
Three Sisters Recreation Area,0.0,0.0,0,1,0.0,0.0,0,nan,0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,nan,0,0,29,2019-11-22 02:54:26
Tiddenfoot Water Park,0.0,0.0,0,0,0.0,0.0,0,nan,0,0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0,nan,0,0,29,2019-11-22 02:54:26
Tittesworth Reservoir,nan,nan,nan,nan,nan,nan,0,0,2,14Supplementary visit under the WeBS Core Count SurveyWeBS,2.0,2.0,3.0,4.0,3.0,nan,nan,nan,nan,(0),nan,0,0,29,2019-11-22 02:54:26
Tongwell Lake,0.0,0.0,(0),0,0.0,0.0,(0),0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,nan,0,0,29,2019-11-22 02:54:26
Tophill Low Reservoirs,0.0,1.0,0,0,0.0,0.0,0,(0),0,(0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,nan,0,0,29,2019-11-22 02:54:26
Torlum Pond,2.0,1.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,nan,0,0,29,2019-11-22 02:54:26
Treowen Lake and Ponds,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Feb,0,0,29,2019-11-22 02:54:26
Trinity Broads,0.0,0.0,0,0,0.0,0.0,0,0,0,3,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0,0,29,2019-11-22 02:54:26
Trittiford Mill Park Pond and Brampton Mill Pool,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,1.0,nan,nan,0,0,29,2019-11-22 02:54:26
Tundry Pond,3.0,9.0,2,0,1.0,0.0,0,0,0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,nan,0,0,29,2019-11-22 02:54:26
Ty Mawr Pool,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,nan,0,0,29,2019-11-22 02:54:26
Tyttenhanger Gravel Pits,0.0,0.0,0,(0),1.0,0.0,2,(0),0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,nan,0,0,29,2019-11-22 02:54:26
Ugie Estuary,nan,nan,nan,nan,nan,0.0,0,1,nan,nan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,nan,0,0,29,2019-11-22 02:54:26
Upperby Pond,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0.0,2.0,0.0,nan,0.0,0.0,nan,0.0,nan,nan,0,0,29,2019-11-22 02:54:26
Upton Warren Local Nature Reserve,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,nan,0,0,29,2019-11-22 02:54:26
Valentines Park,0.0,0.0,1,0,0.0,0.0,1,0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0,nan,0,0,29,2019-11-22 02:54:26
Venford Reservoir,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,Jun,0,0,29,2019-11-22 02:54:26
Venus Pool,0.0,1.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,0,0,29,2019-11-22 02:54:26
Venus Pool and Cound Fishery,0.0,1.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,nan,0,0,29,2019-11-22 02:54:26
Vyne Floods,nan,nan,nan,0,0.0,0.0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0,nan,0,0,29,2019-11-22 02:54:26
WWT Martin Mere,0.0,0.0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,nan,0,0,29,2019-11-22 02:54:26
Waddon Ponds,0.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,2.0,0,nan,0,0,29,2019-11-22 02:54:26
Walcot Hall Lakes,nan,0.0,0,0,0.0,nan,nan,nan,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,nan,0,0,29,2019-11-22 02:54:26
Walthamstow Reservoirs,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1.0,nan,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,nan,0,0,29,2019-11-22 02:54:26
Walton Park Lake,nan,nan,nan,nan,nan,nan,nan,nan,(0),0,nan,nan,nan,nan,nan,0.0,0.0,1.0,0.0,nan,nan,0,0,29,2019-11-22 02:54:26
Wanstead Park Ponds,nan,1.0,1,0,2.0,0.0,0,0,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,nan,0,0,29,2019-11-22 02:54:26
Wardown Park,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0,0,0,0.0,0,0,0,nan,0,0,30,2019-11-22 02:54:33
Warnford Lake and River Meon,0.0,1.0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0,0,0,0.0,0,0,0,nan,0,0,30,2019-11-22 02:54:33
Watergrove (Wardle),0.0,0.0,nan,0,0.0,0,0,0,0,0,0,1,3.0,(0),(0),0,0.0,0,0,0,nan,0,0,30,2019-11-22 02:54:33
Watermead Country Park North,0.0,0.0,0,0,0.0,0,nan,nan,0,0,0,1,0.0,1,(0),(0),0.0,0,0,0,nan,0,0,30,2019-11-22 02:54:33
Watermead Country Park South,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1,0,0.0,0,0,0,nan,0,0,30,2019-11-22 02:54:33
Watermead Lakes,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,nan,0,0,30,2019-11-22 02:54:33
Waverley Abbey Lake,0.0,nan,nan,0,0.0,0,4,0,0,nan,nan,nan,0.0,0,0,0,0.0,nan,0,0,nan,0,0,30,2019-11-22 02:54:33
Wellington Country Park,2.0,1.0,(1),2,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,nan,0,0,30,2019-11-22 02:54:33
Wellington Gravel Pits,0.0,0.0,0,nan,2.0,1,0,nan,0,1,1,0,0.0,0,0,0,1.0,0,0,1,May,0,0,30,2019-11-22 02:54:33
Wentwood Reservoir,0.0,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,1,0,1.0,1,0,0,nan,0,0,30,2019-11-22 02:54:33
Westfield Opencast,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,1.0,0,nan,0,nan,0,0,30,2019-11-22 02:54:33
Weston Park,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0,0,1.0,1,0,0,nan,0,0,30,2019-11-22 02:54:33
Weston Turville Reservoir,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,2.0,0,0,0,0.0,0,0,0,nan,0,0,30,2019-11-22 02:54:33
Westport Lake,0.0,0.0,0,0,0.0,0,0,0,nan,nan,0,0,1.0,0,0,0,0.0,0,0,nan,nan,0,0,30,2019-11-22 02:54:33
Wey Navigation and Mill Pond,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0.0,1,0,nan,nan,0,0,30,2019-11-22 02:54:33
Whinfell Tarn,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,1,1,0.0,0,0,0,nan,0,0,30,2019-11-22 02:54:33
Whins Pond,0.0,0.0,0,nan,0.0,0,0,(0),0,0,0,(0),0.0,0,0,0,1.0,0,0,0,nan,0,0,30,2019-11-22 02:54:33
Whitefield Pond - Lennoxtown,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1,0,nan,nan,nan,nan,nan,0,0,30,2019-11-22 02:54:33
Whitlingham Country Park,0.0,0.0,0,0,0.0,2,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,nan,0,0,30,2019-11-22 02:54:33
Whitmoor Common (Brittons Pond),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0.0,0,0,1,Nov,0,0,30,2019-11-22 02:54:33
Wicks Farm Reservoirs,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,(0),0,0.0,0,1,0,nan,0,0,30,2019-11-22 02:54:33
Wicksteed Park Lakes,0.0,0.0,0,0,1.0,0,0,1,0,0,0,0,0.0,0,0,1,0.0,0,0,1,Nov,0,0,30,2019-11-22 02:54:33
