Site▲▼,98/99▲▼,99/00▲▼,00/01▲▼,01/02▲▼,02/03▲▼,03/04▲▼,04/05▲▼,05/06▲▼,06/07▲▼,07/08▲▼,08/09▲▼,09/10▲▼,10/11▲▼,11/12▲▼,12/13▲▼,13/14▲▼,14/15▲▼,15/16▲▼,16/17▲▼,17/18▲▼,Mon,Moving5yr avg▲▼,13/14-17/185yr avg▲▼,WebPageNo,RoughTimeAccessed
Heigham Holmes,740,(415),nan,nan,nan,505European White-fronted Geese supplementary countsNorfolk Bird Report,450European White-fronted Geese supplementary countsNorfolk Bird Report,512European White-fronted Geese supplementary countsNorfolk Bird Report,570European White-fronted Geese supplementary countsNorfolk Bird Report,800European White-fronted Geese supplementary countsNorfolk Bird Report,200European White-fronted Geese supplementary countsNorfolk Bird Report,150European White-fronted Geese supplementary countsNorfolk Bird Report,230European White-fronted Geese supplementary countsNorfolk Bird Report,nan,nan,nan,235,385,827,315,Feb,441,441,1,2019-11-22 01:52:25
North Norfolk Coast,383,343,240,380,347,540,340,404,200,275,226,96,257,422,181,139,129,263,709,216,Mar,291,291,1,2019-11-22 01:52:25
North Warren and Thorpeness Mere,0,350Supplementary visit under the WeBS Core Count SurveyWeBS,nan,250,310Supplementary visit under the WeBS Core Count SurveyWeBS,190Supplementary visit under the WeBS Core Count SurveyWeBS,302,330Supplementary visit under the WeBS Core Count SurveyWeBS,180,452Supplementary visit under the WeBS Core Count SurveyWeBS,245,293,483,355,325,153,150,192,360,145,Feb,200,200,1,2019-11-22 01:52:25
Severn Estuary,1840,1931,996,1250,990Standard visit under the WeBS Low Tide Count SurveyWeBS,780Supplementary visit under the WeBS Core Count SurveyWeBS,745Svalbard Barnacle Goose on SolwayWWT data,750,542Common Scoter aerial surveyWWT unpublished data,527WWT reserve countsWWT,507Standard visit under the WeBS Low Tide Count SurveyWeBS,676WWT reserve countsWWT,650Supplementary visit under the WeBS Core Count SurveyWeBS,286Supplementary visit under the WeBS Core Count SurveyWeBS,191,238,178,132,162,125,Feb,167,167,1,2019-11-22 01:52:25
Severn Estuary (English counties),1840,1931,996,1250,900,520,740,750,475,520,427,300,(560),280,191,238,178,132,162,125,Feb,167,167,1,2019-11-22 01:52:25
Middle Yare Marshes,(84),155,298,74,89,120,109,76,66,193,72,425Supplementary visit under the WeBS Core Count SurveyWeBS,202,452,72,245,65,92,399,30,Nov,166,166,1,2019-11-22 01:52:25
Breydon Water and Berney Marshes,91,51,112,110,181,455,267,290,0,61Supplementary visit under the WeBS Core Count SurveyWeBS,0,28Supplementary roost count under the WeBS Core Count SurveyWeBS,155Supplementary visit under the WeBS Core Count SurveyWeBS,42Supplementary visit under the WeBS Core Count SurveyWeBS,88Supplementary visit under the WeBS Core Count SurveyWeBS,120Supplementary visit under the WeBS Core Count SurveyWeBS,78Supplementary visit under the WeBS Core Count SurveyWeBS,110Supplementary roost count under the WeBS Core Count SurveyWeBS,415Supplementary roost count under the WeBS Core Count SurveyWeBS,48Supplementary roost count under the WeBS Core Count SurveyWeBS,Jan,154,154,1,2019-11-22 01:52:25
Swale Estuary,(973),455,432,360,655,327,(398),430,355,315,160,523,758,230,210,35Supplementary visit under the WeBS Core Count SurveyWeBS,50,(280),180,144,Jan,138,138,1,2019-11-22 01:52:25
Hickling Broad,0,0,0,0,0,(0),0,0,0,nan,0,0,nan,0,0,0,0,0,426Norfolk Bird ReportNorfolk and Norwich Naturalists' Society,0,nan,85,85,1,2019-11-22 01:52:25
Dungeness and Rye Bay,320,416,234Supplementary visit under the WeBS Core Count SurveyWeBS,685,545,205Supplementary visit under the WeBS Core Count SurveyWeBS,238,550,151,244,239,388,17,94,130Supplementary visit under the WeBS Core Count SurveyWeBS,69,33Supplementary visit under the WeBS Core Count SurveyWeBS,40Supplementary visit under the WeBS Core Count SurveyWeBS,49,28Supplementary visit under the WeBS Core Count SurveyWeBS,Jan,44,44,1,2019-11-22 01:52:25
Alde Estuary,230,323,0,5,385,54,25,12,0,58,206,7,779,(485),260,75,0,0,77,20,Feb,34,34,1,2019-11-22 01:52:25
Humber Estuary,(7),1,2,0,(7),25Standard visit under the WeBS Low Tide Count SurveyWeBS,3,1,0,0,0,3,56,125,5,1,2,(4),48,71,Feb,31,31,1,2019-11-22 01:52:25
"River Tay, Kercock",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,30,30,1,2019-11-22 01:52:25
The Wash,0,13,0,0,0,0,36,2,2,0,0,0,(25),154,2,4,0,25,52,0,nan,16,16,1,2019-11-22 01:52:25
Blyth Estuary,nan,nan,0,(0),0,0,0,0,0,0,0,2,0,(78),0,0,67,0,0,0,nan,13,13,1,2019-11-22 01:52:25
Hamford Water,45,(74),21,18,5,0,0,0,1,0,71Standard visit under the WeBS Low Tide Count SurveyWeBS,0,135,3,1,0,0,9,40,18,Oct,13,13,1,2019-11-22 01:52:25
Lindisfarne,0,0,0,0,0,0,0,0,0,0,0,0,0,(131),(0),(0),(8),(0),(12),(0),nan,10,10,1,2019-11-22 01:52:25
Cranwich Gravel Pits,0,1,1,0,1,nan,nan,nan,nan,nan,0,0,0,nan,nan,0,0,0,49,0,nan,10,10,1,2019-11-22 01:52:25
Thames Estuary,76,7,18,(41),89,42,16,100,0,24,17,28,96,22,53,2,5,4,(34),7,Mar,10,10,1,2019-11-22 01:52:25
Lower Derwent Ings,60,18,21,18,0,1,0,0,0,1,0,136,120,234,5,0,0,12,34,0,nan,9,9,1,2019-11-22 01:52:25
Cuckmere Estuary,21,0,0,17,10,0,0,0,0,0,0,0,35,6,0,3,1,(0),25,0,nan,7,7,1,2019-11-22 01:52:25
Deben Estuary,0,0,0,0,6,(0),10,0,0,30,0,0,0,0,0,0,0,0,33,0,nan,7,7,1,2019-11-22 01:52:25
Livermere and Ampton Water,0,0,0,0,0,0,0,0,nan,0,1,0,nan,nan,nan,nan,nan,nan,14,0,nan,7,7,1,2019-11-22 01:52:25
Ribble Valley at Long Preston,nan,nan,nan,nan,nan,nan,nan,nan,0,0,2,0,1,4,0,0,0,0,33,0,nan,7,7,1,2019-11-22 01:52:25
Whitesands Quarry,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,0,0,0,0,34Supplementary visit under the WeBS Core Count SurveyWeBS,0,nan,7,7,1,2019-11-22 01:52:25
Brading Harbour,0,0,0,0,0,0,0,(0),2,0,2,0,12,0,0,0,0,0,4,27,Feb,6,6,1,2019-11-22 01:52:25
Grindon Lough,nan,nan,(0),0,0,0,0,0,0,0,0,0,0,25Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,0,0,0,0,31,0,nan,6,6,1,2019-11-22 01:52:25
Ingbirchworth Reservoir,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,0,0,0,0,(0),0,0,25,0,nan,6,6,1,2019-11-22 01:52:25
"Willowtree Fen, Guthram Gowt",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,30,0,nan,6,6,1,2019-11-22 01:52:25
Holland Marshes,25,0,0,1,5,0,1,17,0,40Supplementary visit under the WeBS Core Count SurveyWeBS,27Supplementary visit under the WeBS Core Count SurveyWeBS,13,0,19,0,0,0,0,27Supplementary visit under the WeBS Core Count SurveyWeBS,0,nan,5,5,1,2019-11-22 01:52:25
Orwell Estuary,7Standard visit under the WeBS Low Tide Count SurveyWeBS,1,10Standard visit under the WeBS Low Tide Count SurveyWeBS,2,22Standard visit under the WeBS Low Tide Count SurveyWeBS,0,10,10,11Standard visit under the WeBS Low Tide Count SurveyWeBS,7Standard visit under the WeBS Low Tide Count SurveyWeBS,35,0,2Standard visit under the WeBS Low Tide Count SurveyWeBS,0,0,0,0,0,16.0,9,Feb,5,5,2,2019-11-22 01:52:32
Big Waters,nan,nan,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,18.0,0,nan,4,4,2,2019-11-22 01:52:32
Colne Estuary,0,0,0,(0),0,0,4,0,0,4,19,2,17Supplementary visit under the WeBS Core Count SurveyWeBS,1,(0),0,9Supplementary visit under the WeBS Core Count SurveyWeBS,0,12.0,1,Nov,4,4,2,2019-11-22 01:52:32
Llangorse Lake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(0),0,0,0.0,17,Jan,4,4,2,2019-11-22 01:52:32
"North Marsh, Flamborough",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,4,0,2,0,0,1,13.0,6,Jan,4,4,2,2019-11-22 01:52:32
Pulfin Bog and High Eske Nature Reserve,0,0,0,0,0,(0),0,0,0,0,0,0,2,(26),0,0,0,5,16.0,0,nan,4,4,2,2019-11-22 01:52:32
Spittal to Cocklawburn,0,0,nan,(0),0,0,0,0,0,0,0,0,0,0,0,0,0,7,14.0,0,nan,4,4,2,2019-11-22 01:52:32
Sutton and Lound Gravel Pits,nan,0,nan,0,0,0,0,(0),0,0,0,0,0,12,0,0,0,0,21.0,0,nan,4,4,2,2019-11-22 01:52:32
Arun Valley,5,5,0,16,0,0,4,0,4,1,0,0,(102),(12),0,0,0,0,17.0,0,nan,3,3,2,2019-11-22 01:52:32
Cassington and Yarnton Gravel Pits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,nan,nan,nan,3,3,2,2019-11-22 01:52:32
Castle Howard Lake,nan,nan,nan,0,nan,nan,0,nan,0,0,0,0,0,0,0,0,0,0,16.0,0,nan,3,3,2,2019-11-22 01:52:32
Colne Fen Gravel Pits,3Supplementary visit under the WeBS Core Count SurveyWeBS,1,0,0,1,0,0,1Supplementary visit under the WeBS Core Count SurveyWeBS,0,17Supplementary visit under the WeBS Core Count SurveyWeBS,1Supplementary visit under the WeBS Core Count SurveyWeBS,0,0,0,2,0,nan,0,6.0,4,Feb,3,3,2,2019-11-22 01:52:32
Minsmere,196,0,200Supplementary visit under the WeBS Core Count SurveyWeBS,120,1,175,9,2,0,0,0,0,139,66,0,0,0,13,0.0,0,nan,3,3,2,2019-11-22 01:52:32
Nosterfield Gravel Pits,0,1,0,0,5,0,0,0,0,0,0,0,0,87,2,0,2,0,9.0,4,Jan,3,3,2,2019-11-22 01:52:32
Pegwell Bay,0,0,0,0,41,(0),(0),0,0,118,0,120Supplementary visit under the WeBS Core Count SurveyWeBS,81Supplementary visit under the WeBS Core Count SurveyWeBS,15Supplementary visit under the WeBS Core Count SurveyWeBS,23Supplementary visit under the WeBS Core Count SurveyWeBS,9Supplementary visit under the WeBS Core Count SurveyWeBS,(0),0,1.0,3,Jan,3,3,2,2019-11-22 01:52:32
Scaling Dam Reservoir,0,0,nan,(0),0,0,0,0,0,1,0,0,0,50,0,0,1,0,12.0,0,nan,3,3,2,2019-11-22 01:52:32
Wykeham Lakes,0,0,3,0,5,16,0,0,0,nan,nan,1,0,88,0,0,0,14,0.0,0,nan,3,3,2,2019-11-22 01:52:32
Balta Sound,nan,0,0,0,0,2,0,0,0,0,0,0,0,32,1,2,4,1,1.0,0,nan,2,2,2,2019-11-22 01:52:32
Besthorpe and Girton Gravel Pits and Fleet,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,7,nan,0,nan,2,2,2,2019-11-22 01:52:32
Chartershaugh Bridge Pond,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(0),0.0,3Supplementary roost count under the WeBS Core Count SurveyWeBS,Jan,2,2,2,2019-11-22 01:52:32
Crouch-Roach Estuary,4,(147),0,2,17,0,0,0,0,1,0,0,58,0,1,0,0,0,5.0,4,Feb,2,2,2,2019-11-22 01:52:32
Exeter River Valley Park and Matford Marshes,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,3,(3),(3),0.0,(0),nan,2,2,2,2019-11-22 01:52:32
Gailey Pools,0,(0),0,nan,nan,0,0,0,0,(0),nan,0,0,0,2,0,0,0,9.0,0,nan,2,2,2,2019-11-22 01:52:32
Hurworth Burn Reservoir,0,0,0,0,0,nan,0,0,0,0,0,0,0,88,0,0,0,2,10.0,0,nan,2,2,2,2019-11-22 01:52:32
Island of Papa Westray,nan,nan,nan,0,(0),(0),(0),0,0,0,0,(0),0,3,(1),3,5,0,0.0,0,nan,2,2,2,2019-11-22 01:52:32
Joe's Ponds and Rainton Meadows,0,nan,nan,nan,nan,0,0,0,nan,0,0,0,0,11,0,0,0,5,2.0,1,Jan,2,2,2,2019-11-22 01:52:32
Lee Valley Gravel Pits,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6Supplementary visit under the WeBS Core Count SurveyWeBS,0.0,1,Oct,2,2,2,2019-11-22 01:52:32
Loch of Spiggie,nan,0,0,0,1,1,0,1,0,0,1,0,0,56,0,0,0,7,2.0,2,Jan,2,2,2,2019-11-22 01:52:32
North Cave Wetlands,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9.0,0,nan,2,2,2,2019-11-22 01:52:32
Nunnery Lakes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4.0,0,nan,2,2,2,2019-11-22 01:52:32
Port Meadow,1,0,1,1,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,6,0.0,6.0,0,0.0,nan,2,2,3,2019-11-22 01:52:39
River Ouse - Southease to Lewes (Lewes Brooks),(0),0,(0),0,9,0.0,0.0,0,nan,7,0.0,2,0.0,0.0,17,2,0.0,4.0,5,0.0,nan,2,2,3,2019-11-22 01:52:39
River Thames - Lechlade,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,1.0,0,0,0.0,8.0,0,0.0,nan,2,2,3,2019-11-22 01:52:39
Sandown Levels,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4,0.0,nan,2,2,3,2019-11-22 01:52:39
Tophill Low Reservoirs,0,0,0,0,1,0.0,0.0,(0),0,(0),0.0,0,0.0,112.0,0,1Supplementary visit under the WeBS Core Count SurveyWeBS,0.0,0.0,7,2.0,Jan,2,2,3,2019-11-22 01:52:39
Woodhorn Flashes,nan,nan,nan,nan,nan,0.0,0.0,0,0,0,0.0,0,1.0,9.0,1,0,0.0,2.0,0,10.0,Jan,2,2,3,2019-11-22 01:52:39
Abberton Reservoir,0,30,0,0,5,0.0,0.0,20,(0),22,0.0,2,0.0,0.0,0,2,0.0,0.0,1,0.0,nan,1,1,3,2019-11-22 01:52:39
Barcombe Mills Reservoir,20,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,1,0,0.0,0.0,3,0.0,nan,1,1,3,2019-11-22 01:52:39
Beaulieu Estuary,8,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,6.0,0,0,0.0,0.0,7,0.0,nan,1,1,3,2019-11-22 01:52:39
Belhus Woods Country Park,nan,0,0,0,0,0.0,0.0,0,nan,nan,nan,0,0.0,0.0,0,2,3.0,0.0,0,0.0,nan,1,1,3,2019-11-22 01:52:39
Blithfield Reservoir,0,0,0,0,0,0.0,0.0,nan,nan,0,0.0,0,0.0,0.0,0,0,3.0,0.0,0,0.0,nan,1,1,3,2019-11-22 01:52:39
Cainhoe Lakes,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0,0.0,0.0,0,2,0.0,0.0,4,0.0,nan,1,1,3,2019-11-22 01:52:39
Castle Lake,nan,nan,nan,nan,nan,nan,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,3,0.0,nan,1,1,3,2019-11-22 01:52:39
Dingle Marshes and Walberswick National Nature Reserve,nan,0,0,0,17,0.0,0.0,0,0,0,0.0,0,35.0,43.0,0,0,5.0,0.0,0,0.0,nan,1,1,3,2019-11-22 01:52:39
Fairburn Ings,0,0,0,0,0,0.0,nan,0,0,0,0.0,0,6.0,0.0,(0),0,0.0,0.0,3,0.0,nan,1,1,3,2019-11-22 01:52:39
Hauxley Nature Reserve,nan,nan,0,0,0,0.0,0.0,0,0,0,2.0,0,0.0,0.0,0,0,0.0,0.0,6,0.0,nan,1,1,3,2019-11-22 01:52:39
Hay-a-Park Gravel Pits,nan,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,5.0,0.0,0,0.0,nan,1,1,3,2019-11-22 01:52:39
Hereford Quarry,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0.0,0.0,0,2,0.0,0.0,5,0.0,nan,1,1,3,2019-11-22 01:52:39
Hetton Lyons Park,0,(0),0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,6,0.0,nan,1,1,3,2019-11-22 01:52:39
Holywell Pond,nan,nan,(0),0,0,3.0,0.0,0,0,0,0.0,0,0.0,2.0,1,1,0.0,0.0,1,1.0,Feb,1,1,3,2019-11-22 01:52:39
Hornsea Mere,3,9,0,0,0,21.0,0.0,1,0,0,0.0,0,0.0,155.0,0,0,0.0,2.0,0,2.0,Feb,1,1,3,2019-11-22 01:52:39
Lewes Brooks - Northwest,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0,0.0,0.0,18,0,4.0,0.0,0,0.0,nan,1,1,3,2019-11-22 01:52:39
Loch of Hillwell,nan,0,0,0,(0),0.0,0.0,0,0,0,0.0,0,0.0,1.0,0,0,0.0,0.0,1,6.0,Jan,1,1,3,2019-11-22 01:52:39
Loch of Skene,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,1,1,3,2019-11-22 01:52:39
Loch of Tankerness,0,0,0,6,0,0.0,0.0,0,0,0,0.0,0,1.0,4.0,0,0,2.0,0.0,nan,nan,nan,1,1,3,2019-11-22 01:52:39
Lockwood Beck Reservoir,0,0,nan,0,0,0.0,0.0,0,(0),0,0.0,0,0.0,39.0,0,0,0.0,0.0,0,4.0,Feb,1,1,3,2019-11-22 01:52:39
Otmoor,nan,nan,0,5,0,0.0,6.0,0,0,5,0.0,14Supplementary visit under the WeBS Core Count SurveyWeBS,29.0,1.0,7,0,3.0,0.0,4Supplementary visit under the WeBS Core Count SurveyWeBS,0.0,nan,1,1,3,2019-11-22 01:52:39
Pevensey Levels,3,0,(0),(15),0,0.0,0.0,(30),0,(0),0.0,0,0.0,0.0,0,0,0.0,1.0,3,2.0,Mar,1,1,3,2019-11-22 01:52:39
Pitsford Reservoir,(0),0,3,1,0,2.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,3.0,0.0,1,0.0,nan,1,1,3,2019-11-22 01:52:39
River Cam - Kingfishers Bridge,(0),7Supplementary visit under the WeBS Core Count SurveyWeBS,1,0,1Supplementary visit under the WeBS Core Count SurveyWeBS,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,7,0.0,nan,1,1,3,2019-11-22 01:52:39
River Lune - Arkholme to Whittington,0,nan,nan,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,4,0,0.0,6.0,0,0.0,0.0,nan,1,1,4,2019-11-22 01:52:46
Rutland Water,1,0,0,0,0.0,0,0.0,4,0,0.0,2,2,1,10,0,0.0,2.0,0,0.0,4.0,Mar,1,1,4,2019-11-22 01:52:46
Seaton and Murton Ponds,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,2,5.0,0.0,nan,1,1,4,2019-11-22 01:52:46
Tattershall Pits,0,0,0,0,0.0,0,0.0,0,1,0.0,1,0,0,15,0,1.0,nan,nan,nan,nan,nan,1,1,4,2019-11-22 01:52:46
Uyea Sound,nan,0,0,0,0.0,0,0.0,0,0,0.0,4,0,0,10,0,4.0,0.0,2,0.0,0.0,nan,1,1,4,2019-11-22 01:52:46
WWT Martin Mere,0,0,0,0,1.0,0,0.0,0,0,0.0,0,0,0,46,0,0.0,1.0,2,0.0,0.0,nan,1,1,4,2019-11-22 01:52:46
Warkworth Lane Ponds,nan,nan,0,0,0.0,0,0.0,0,0,0.0,0,0,0,6,0,0.0,5.0,(0),0.0,0.0,nan,1,1,4,2019-11-22 01:52:46
A1 Flashes,nan,nan,nan,nan,nan,nan,0.0,0,0,0.0,0,0,0,0,3,0.0,0.0,0,0.0,0.0,nan,0,0,4,2019-11-22 01:52:46
Abram Flashes,0,0,0,0,0.0,0,0.0,nan,nan,0.0,nan,nan,nan,(0),0,0.0,0.0,0,0.0,0.0,nan,0,0,4,2019-11-22 01:52:46
Aldershot Camp Farm Gravel Pits and Sewage Treatment Works,1,0,0,0,0.0,(0),0.0,0,0,0.0,(0),(0),(0),(0),0,0.0,0.0,0,0.0,0.0,nan,0,0,4,2019-11-22 01:52:46
Allan Water - Ashfield to Cambushinnie,nan,0,0,0,0.0,0,0.0,(0),(0),0.0,0,0,0,2,0,0.0,0.0,0,1.0,0.0,nan,0,0,4,2019-11-22 01:52:46
Allan Water - Greenloaning to Cambushinnie,0,0,0,0,nan,nan,nan,nan,0,0.0,nan,nan,nan,78,0,0.0,0.0,0,1.0,0.0,nan,0,0,4,2019-11-22 01:52:46
Altofts Ings,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,1,0,0.0,0.0,0,nan,nan,nan,0,0,4,2019-11-22 01:52:46
Alton Water,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,0,0,4,2019-11-22 01:52:46
Alvecote Pools,0,(0),0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0.0,0.0,nan,0,0,4,2019-11-22 01:52:46
Anglers Country Park Lake,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,0,0,4,2019-11-22 01:52:46
Aqualate Mere,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,0,0,4,2019-11-22 01:52:46
Ardingly Reservoir,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,0,0,4,2019-11-22 01:52:46
Ardivachar Point (South Uist),nan,0,0,nan,0.0,0,0.0,0,0,0.0,0,nan,0,0,(0),0.0,0.0,0,0.0,0.0,nan,0,0,4,2019-11-22 01:52:46
Ardleigh Reservoir,0,0,0,0,0.0,nan,nan,nan,nan,nan,nan,nan,0,(0),(0),nan,nan,nan,nan,0.0,nan,0,0,4,2019-11-22 01:52:46
Arlington Lake,(0),(0),(0),0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,0,0,4,2019-11-22 01:52:46
Arlington Reservoir,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,0,0,4,2019-11-22 01:52:46
Arran,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,0,0,4,2019-11-22 01:52:46
Asten Valley Filsham,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,0,0,4,2019-11-22 01:52:46
Attenborough Gravel Pits,(0),(0),0,0,nan,0,0.0,0,0,0.0,3,(0),(0),(0),(0),0.0,0.0,0,0.0,nan,nan,0,0,4,2019-11-22 01:52:46
Avon Estuary (Devon),(0),0,0,(0),0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,0,0,4,2019-11-22 01:52:46
Axe Estuary (Devon),0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,0,0,4,2019-11-22 01:52:46
"Backwell Lake, Nailsea (Bucklands Pond)",0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,0,0,4,2019-11-22 01:52:46
Baddiley Mere and Reservoir,0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,0,0,4,2019-11-22 01:52:46
Baleshare (North Uist),nan,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,11,0,0.0,0.0,0,0.0,0.0,nan,0,0,4,2019-11-22 01:52:46
Balranald Nature Reserve,nan,0,(0),0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,nan,0,0,5,2019-11-22 01:52:52
Bann Estuary,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,nan,0,0,5,2019-11-22 01:52:52
Banthorpe Gravel Pit,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0,2,0.0,nan,0,0,5,2019-11-22 01:52:52
Bar Mere,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,nan,0,0,5,2019-11-22 01:52:52
Barcraigs Reservoir,(0),0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,nan,0,nan,nan,nan,0,0,5,2019-11-22 01:52:52
Bardney Pit,0,0,0,0,0.0,nan,nan,0,0,0,0,0.0,0,4.0,0.0,0.0,0.0,0,0,0.0,nan,0,0,5,2019-11-22 01:52:52
Bardolf Water Meadows,0,(2),0,22,0.0,0.0,0,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0,0,0.0,nan,0,0,5,2019-11-22 01:52:52
Barmston Ponds,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,2.0,0.0,0.0,0.0,0,0,0.0,nan,0,0,5,2019-11-22 01:52:52
Barton Broad,nan,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,nan,0,0,5,2019-11-22 01:52:52
Beadnell to Seahouses,0,0,(0),0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,nan,0,0,5,2019-11-22 01:52:52
Belfast Lough,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,nan,0,0,5,2019-11-22 01:52:52
Belvide Reservoir,0,0,0,0,nan,0.0,0,0,0,0,0,0.0,0,13.0,0.0,0.0,0.0,0,0,0.0,nan,0,0,5,2019-11-22 01:52:52
Benacre Broad,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,7.0,0.0,0.0,0.0,0,0,0.0,nan,0,0,5,2019-11-22 01:52:52
Bewl Water,20,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,(0),0.0,nan,0,0,5,2019-11-22 01:52:52
Bicton Lake,0,0,0,0,0.0,0.0,0,(0),0,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0,0,0.0,nan,0,0,5,2019-11-22 01:52:52
Birnie Loch,0,0,0,0,68.0,0.0,0,0,0,1,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,nan,0,0,5,2019-11-22 01:52:52
Bittell Reservoirs,0,0,0,0,0.0,0.0,0,(0),0,0,0,0.0,0,0.0,0.0,0.0,0.0,(0),0,0.0,nan,0,0,5,2019-11-22 01:52:52
Black Cart Water (Gryfe-White Cart),0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,1.0,0.0,0.0,0.0,0,0,0.0,nan,0,0,5,2019-11-22 01:52:52
Blackwater Estuary,0,0,(6),0,0.0,0.0,41,0,0,14,0,1.0,5,0.0,6.0,0.0,0.0,0,0,0.0,nan,0,0,5,2019-11-22 01:52:52
