Site,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,RoughTimeAccessed
Guernsey Shore,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[10, 1, 'Aug', 0, None, None]","[19, 1, 'Apr', 0, None, None]","[10, 2, 'Apr', 0, None, None]",nan,"[22, 2, 'Aug', 0, None, None]","[52, 2, 'Aug', 0, None, None]","[61, 1, 'Sep', 0, None, None]","[22, 1, 'Aug', 0, None, None]","[57, 1, 'Aug', 0, None, None]","[16, 1, 'Aug', 0, None, None]","[20, 1, 'Jul', 0, None, None]","[35, 1, 'Aug', 0, None, None]","[67, 1, 'Sep', 0, None, None]","[23, 1, 'Aug', 0, None, None]","[29, 1, 'Sep', 0, None, None]","[25, 1, 'Sep', 0, None, None]","[39, 1, 'Aug', 0, None, None]","[16, 1, 'Aug', 0, None, None]","[8, 1, 'Jul', 0, None, None]","[12, 1, 'Aug', 0, None, None]","[7, 1, 'Apr', 0, None, None]","[42, 1, 'Aug', 0, None, None]","[8, 1, 'Apr', 0, None, None]","[18, 1, 'Aug', 0, None, None]",2020-01-19 18:16:48
Carmarthen Bay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[21, 1, 'Sep', 0, None, None]","[5, 1, 'Sep', 0, None, None]","[0, 2, '', 0, None, None]","[0, 2, '', 0, None, None]","[0, 1, '', 0, None, None]","[30, 1, 'Sep', 0, None, None]","[5, 2, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[85, 1, 'Sep', 0, None, None]","[11, 1, 'Sep', 0, None, None]","[84, 2, 'Sep', 0, None, None]","[25, 1, 'Sep', 0, None, None]","[11, 1, 'Sep', 0, None, None]","[17, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[82, 1, 'Sep', 0, None, None]","[4, 1, 'Sep', 0, None, None]","[71, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[7, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]",2020-01-19 18:16:48
Deben Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[14, 1, 'Sep', 0, None, None]","[7, 1, 'Sep', 0, None, None]","[1, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[15, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[7, 1, 'Sep', 0, None, None]","[1, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[3, 1, 'Apr', 0, None, None]","[1, 1, 'Sep', 0, None, None]","[8, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[4, 1, 'Sep', 0, None, None]","[16, 1, 'Sep', 0, None, None]","[4, 1, 'Sep', 0, None, None]","[2, 1, 'Sep', 0, None, None]","[20, 1, 'Sep', 0, None, None]","[15, 1, 'Sep', 0, None, None]","[22, 1, 'Sep', 0, None, None]","[23, 1, 'Sep', 0, None, None]",2020-01-19 18:16:48
Kingsbridge Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[8, 1, 'Sep', 0, None, None]","[77, 1, 'Aug', 0, None, None]","[41, 1, 'Aug', 0, None, None]","[8, 1, 'Aug', 0, None, None]","[31, 1, 'Aug', 0, None, None]","[27, 1, 'Sep', 0, None, None]","[47, 1, 'Sep', 0, None, None]","[42, 1, 'Aug', 0, None, None]","[47, 1, 'Aug', 0, None, None]","[68, 2, 'Aug', 0, None, None]","[58, 1, 'Jul', 0, None, None]","[33, 1, 'Jul', 0, None, None]","[48, 1, 'Aug', 0, None, None]","[45, 1, 'Aug', 0, None, None]","[29, 1, 'Sep', 0, None, None]","[3, 1, 'Apr', 0, None, None]","[6, 1, 'Aug', 0, None, None]","[22, 1, 'Aug', 0, None, None]","[20, 1, 'Aug', 0, None, None]","[19, 1, 'Aug', 0, None, None]","[6, 1, 'Apr', 0, None, None]","[35, 1, 'Apr', 0, None, None]","[14, 1, 'Apr', 0, None, None]","[5, 1, 'Apr', 0, None, None]",2020-01-19 18:16:48
Traeth Coch,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[23, 1, 'Jul', 0, None, None]","[12, 1, 'Jul', 0, None, None]","[8, 1, 'May', 0, None, None]","[13, 1, 'Aug', 0, None, None]","[37, 1, 'May', 0, None, None]","[5, 1, 'Sep', 0, None, None]","[38, 1, 'Aug', 0, None, None]",nan,nan,nan,nan,nan,nan,nan,"[4, 1, 'Jul', 0, None, None]",nan,nan,nan,nan,nan,"[3, 1, 'Aug', 0, None, None]","[0, 2, '', 0, None, None]","[21, 1, 'Sep', 0, None, None]","[24, 2, 'Sep', 0, None, None]",2020-01-19 18:16:48
Beadnell to Seahouses,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[13, 1, 'Aug', 0, None, None]","[4, 1, 'Sep', 0, None, None]","[18, 1, 'Sep', 0, None, None]","[12, 2, 'Aug', 0, None, None]","[19, 2, 'Sep', 0, None, None]","[11, 1, 'Aug', 0, None, None]","[2, 1, 'Sep', 0, None, None]","[2, 1, 'Sep', 0, None, None]","[3, 1, 'Sep', 0, None, None]","[15, 1, 'Sep', 0, None, None]","[5, 1, 'Apr', 0, None, None]","[8, 1, 'Jul', 0, None, None]","[4, 1, 'Jun', 0, None, None]","[9, 1, 'Jun', 0, None, None]","[2, 2, 'May', 0, None, None]","[16, 1, 'Apr', 0, None, None]",nan,"[19, 1, 'Aug', 0, None, None]","[14, 1, 'Jul', 0, None, None]","[23, 1, 'Sep', 0, None, None]","[16, 1, 'Sep', 0, None, None]","[16, 1, 'Aug', 0, None, None]","[7, 1, 'Aug', 0, None, None]","[13, 1, 'Sep', 0, None, None]",2020-01-19 18:16:48
Ugie Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[1, 1, 'May', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[7, 1, 'Apr', 0, None, None]","[2, 1, 'Aug', 0, None, None]","[2, 1, 'May', 0, None, None]","[1, 1, 'Jul', 0, None, None]","[6, 1, 'Sep', 0, None, None]","[35, 1, 'Sep', 0, None, None]","[30, 1, 'Sep', 0, None, None]",2020-01-19 18:16:48
Glyne Gap,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]",nan,nan,nan,nan,nan,nan,nan,"[2, 1, 'Sep', 0, None, None]",nan,nan,"[9, 2, 'Sep', 0, None, None]","[12, 1, 'Sep', 0, None, None]","[16, 2, 'Aug', 0, None, None]","[92, 2, 'Jun', 0, None, None]","[16, 2, 'Aug', 0, None, None]","[8, 2, 'May', 0, None, None]","[3, 2, 'Sep', 0, None, None]",nan,nan,"[14, 1, 'Aug', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']",nan,nan,nan,2020-01-19 18:16:48
Newhaven,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[6, 1, 'Sep', 0, None, None]","[5, 1, 'Sep', 0, None, None]","[2, 1, 'Sep', 0, None, None]","[4, 1, 'Sep', 0, None, None]","[2, 1, 'Sep', 0, None, None]","[5, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[7, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Jul', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'May', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,"[8, 1, 'Jun', 0, None, None]","[34, 1, 'Apr', 0, None, None]",2020-01-19 18:16:48
Beaulieu Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[2, 1, 'Jul', 0, None, None]","[16, 1, 'Aug', 0, None, None]","[5, 1, 'May', 0, None, None]",nan,"[3, 1, 'May', 0, None, None]","[6, 1, 'May', 0, None, None]","[12, 1, 'Aug', 0, None, None]","[9, 1, 'Jun', 0, None, None]","[7, 1, 'Jun', 0, None, None]","[11, 1, 'May', 0, None, None]","[35, 1, 'Jun', 0, None, None]","[8, 1, 'Sep', 0, None, None]","[6, 1, 'Sep', 0, None, None]",2020-01-19 18:16:48
Dyfi Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[195, 1, 'Aug', 0, None, None]","[94, 1, 'Jul', 0, None, None]","[266, 1, 'Jul', 0, None, None]","[138, 1, 'Jul', 0, None, None]","[104, 1, 'Aug', 0, None, None]","[77, 1, 'Apr', 0, None, None]","[49, 1, 'Jul', 0, None, None]","[28, 1, 'Aug', 0, None, None]","[59, 1, 'Aug', 0, None, None]",nan,"[0, 1, '', 0, None, None]","[2, 1, 'Jul', 0, None, None]","[0, 1, '', 0, None, None]","[147, 1, 'Aug', 0, None, None]","[12, 1, 'May', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[118, 1, 'Aug', 0, None, None]","[43, 1, 'Sep', 0, None, None]","[9, 1, 'Aug', 0, None, None]","[3, 1, 'Jul', 0, None, None]","[0, 1, '', 0, None, None]","[12, 1, 'Apr', 0, None, None]",2020-01-19 18:16:48
North West Solent,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[1, 1, 'Jun', 0, None, None]","[25, 1, 'Sep', 0, None, None]","[7, 1, 'Apr', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 2, '', 0, None, None]","[0, 1, '', 0, None, None]","[2, 2, 'Apr', 0, None, None]","[2, 1, 'May', 0, None, None]","[4, 1, 'Sep', 0, None, None]","[0, 2, '', 0, None, None]","[0, 1, '', 0, None, None]","[15, 1, 'Sep', 0, None, None]","[4, 1, 'Jun', 0, None, None]","[75, 1, 'Jul', 0, None, None]","[12, 1, 'May', 0, None, None]","[2, 1, 'Sep', 0, None, None]","[18, 1, 'Jul', 0, None, None]","[10, 1, 'Jun', 0, None, None]","[16, 1, 'Jun', 0, None, None]","[4, 1, 'Aug', 0, None, None]","[7, 2, 'Jun', 0, None, None]","[12, 1, 'May', 0, None, None]","[21, 2, 'Aug', 0, None, None]",2020-01-19 18:16:48
Adur Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 2, '', 0, None, None]","[2, 1, 'Sep', 0, None, None]",nan,"[6, 1, 'Sep', 0, None, None]","[4, 2, 'Sep', 0, None, None]","[5, 2, 'Sep', 0, None, None]","[5, 1, 'Sep', 0, None, None]","[24, 1, 'Sep', 0, None, None]","[2, 1, 'Sep', 0, None, None]","[9, 1, 'Sep', 0, None, None]","[5, 1, 'Sep', 0, None, None]","[0, 2, '', 0, None, None]","[11, 1, 'Sep', 0, None, None]","[24, 1, 'Sep', 0, None, None]","[5, 1, 'Sep', 0, None, None]","[12, 1, 'Sep', 0, None, None]","[6, 1, 'Sep', 0, None, None]","[5, 1, 'Sep', 0, None, None]","[10, 1, 'Sep', 0, None, None]","[24, 1, 'Sep', 0, None, None]","[4, 1, 'Sep', 0, None, None]","[17, 1, 'Aug', 0, None, None]","[5, 1, 'Aug', 0, None, None]","[12, 1, 'Sep', 0, None, None]",2020-01-19 18:16:48
Artro Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[13, 1, 'Apr', 0, None, None]","[64, 1, 'Aug', 0, None, None]","[3, 1, 'Jul', 0, None, None]","[10, 1, 'Sep', 0, None, None]","[2, 1, 'Apr', 0, None, None]","[2, 1, 'Apr', 0, None, None]","[0, 1, '', 0, None, None]","[5, 1, 'Sep', 0, None, None]",nan,"[4, 1, 'Aug', 0, None, None]","[86, 1, 'Aug', 0, None, None]","[0, 1, '', 0, None, None]","[20, 1, 'Aug', 0, None, None]","[14, 1, 'Apr', 0, None, None]","[0, 1, '', 0, None, None]","[38, 1, 'Aug', 0, None, None]","[0, 1, '', 0, None, None]","[78, 2, 'Aug', 0, None, None]","[40, 2, 'Aug', 0, None, None]","[12, 1, 'Sep', 0, None, None]","[5, 1, 'Aug', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Aug', 0, None, None]",2020-01-19 18:16:48
Irt and Mite and Esk Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[40, 1, 'Jul', 0, None, None]","[10, 1, 'Apr', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[3, 1, 'May', 0, None, None]","[42, 1, 'Apr', 0, None, None]","[10, 1, 'Apr', 0, None, None]","[0, 1, '', 0, None, None]","[6, 1, 'Aug', 0, None, None]",2020-01-19 18:16:48
Southampton Water,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[70, 1, 'Jul', 0, None, None]","[6, 2, 'Jul', 0, None, None]","[69, 1, 'Jul', 0, None, None]","[4, 1, 'May', 0, None, None]","[36, 1, 'Aug', 0, None, None]","[31, 1, 'Jun', 0, None, None]","[26, 1, 'Aug', 0, None, None]","[8, 1, 'Sep', 0, None, None]","[2, 1, 'Jun', 0, None, None]","[14, 1, 'Jun', 0, None, None]","[63, 2, 'Jun', 0, None, None]","[53, 1, 'Jul', 0, None, None]","[5, 1, 'Sep', 0, None, None]","[9, 1, 'Jun', 0, None, None]","[43, 1, 'Jun', 0, None, None]","[43, 1, 'Jun', 0, None, None]","[8, 1, 'May', 0, None, None]","[60, 1, 'Jul', 0, None, None]","[7, 1, 'Jun', 0, None, None]","[15, 2, 'Jun', 0, None, None]","[2, 1, 'Aug', 0, None, None]","[5, 1, 'Jul', 0, None, None]","[24, 1, 'Aug', 0, None, None]","[15, 1, 'May', 0, None, None]",2020-01-19 18:16:48
Anstruther Bay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[13, 1, 'Aug', 0, None, None]","[10, 2, 'Jun', 0, None, None]",nan,nan,"[28, 2, 'Aug', 0, None, None]","[31, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[5, 1, 'Jun', 0, None, None]","[70, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[12, 1, 'Jul', 0, None, None]","[4, 1, 'Sep', 0, None, None]","[90, 1, 'Aug', 0, None, None]","[83, 1, 'Aug', 0, None, None]","[13, 1, 'May', 0, None, None]","[8, 1, 'Jul', 0, None, None]","[11, 1, 'Aug', 0, None, None]","[6, 1, 'May', 0, None, None]","[1, 1, 'May', 0, None, None]","[20, 1, 'May', 0, None, None]","[18, 1, 'Jul', 0, None, None]","[8, 1, 'Sep', 0, None, None]","[6, 1, 'May', 0, None, None]",2020-01-19 18:16:48
Harrington Harbour,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[10, 1, 'Sep', 0, None, None]",nan,"[4, 1, 'Apr', 0, None, None]","[14, 1, 'Apr', 0, None, None]","[2, 1, 'Jun', 0, None, None]","[23, 1, 'Aug', 0, None, None]","[14, 1, 'Jul', 0, None, None]",2020-01-19 18:16:48
Hayle Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[11, 1, 'Sep', 0, None, None]","[8, 1, 'Jul', 0, None, None]","[0, 1, '', 0, None, None]","[6, 1, 'Sep', 0, None, None]","[3, 1, 'Jun', 0, None, None]","[1, 1, 'Jul', 0, None, None]","[4, 1, 'Aug', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[6, 1, 'Jul', 0, None, None]","[2, 1, 'Aug', 0, None, None]","[46, 1, 'Apr', 0, None, None]","[2, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[7, 1, 'Apr', 0, None, None]","[1, 1, 'Aug', 0, None, None]","[1, 1, 'May', 0, None, None]","[2, 2, 'Jul', 0, None, None]","[3, 1, 'Apr', 0, None, None]","[25, 1, 'Aug', 0, None, None]","[10, 1, 'Jul', 0, None, None]","[1, 1, 'Jul', 0, None, None]","[17, 1, 'Sep', 0, None, None]","[4, 1, 'Aug', 0, None, None]",2020-01-19 18:16:48
Larne Lough,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[33, 1, 'Sep', 0, None, None]","[91, 1, 'Sep', 0, None, None]","[7, 1, 'Sep', 0, None, None]","[62, 1, 'Sep', 0, None, None]","[79, 1, 'Sep', 0, None, None]","[5, 1, 'Sep', 0, None, None]","[6, 1, 'Sep', 0, None, None]","[1, 1, 'Sep', 0, None, None]","[25, 1, 'Sep', 0, None, None]","[42, 1, 'Sep', 0, None, None]","[67, 1, 'Sep', 0, None, None]","[7, 1, 'Sep', 0, None, None]","[10, 1, 'Sep', 0, None, None]","[54, 1, 'Sep', 0, None, None]","[6, 1, 'Sep', 0, None, None]","[10, 1, 'Sep', 0, None, None]","[13, 1, 'Sep', 0, None, None]","[17, 1, 'Sep', 0, None, None]","[5, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[5, 1, 'Sep', 0, None, None]","[5, 1, 'Sep', 0, None, None]","[46, 1, 'Sep', 0, None, None]",2020-01-19 18:16:48
Swansea Bay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[2, 1, 'Aug', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Aug', 0, None, None]","[11, 1, 'Sep', 0, None, None]","[2, 1, 'Jun', 0, None, None]","[3, 1, 'Aug', 0, None, None]","[2, 1, 'Sep', 0, None, None]","[4, 1, 'Jul', 0, None, None]","[3, 1, 'Aug', 0, None, None]","[8, 1, 'Jul', 0, None, None]","[2, 1, 'Apr', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Apr', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[8, 1, 'Aug', 0, None, None]","[0, 1, '', 0, None, None]","[4, 1, 'Apr', 0, None, None]","[0, 2, '', 0, None, None]","[17, 1, 'Aug', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[0, 2, '', 0, None, None]","[0, 2, '', 0, None, None]",2020-01-19 18:16:48
Ardrossan-West Kilbride,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[54, 1, 'Sep', 0, None, None]","[3, 1, 'Aug', 0, None, None]","[20, 1, 'Sep', 0, None, None]","[4, 1, 'Sep', 0, None, None]","[15, 1, 'Sep', 0, None, None]","[17, 1, 'Sep', 0, None, None]","[3, 1, 'Sep', 0, None, None]","[18, 1, 'Sep', 0, None, None]","[20, 2, 'Sep', 0, None, None]",nan,nan,nan,nan,"[2, 1, 'May', 0, None, None]",nan,nan,nan,"[10, 1, 'Sep', 0, None, None]",nan,2020-01-19 18:16:48
Port Eynon Point,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[9, 1, 'Apr', 0, None, None]","[12, 1, 'Aug', 0, None, None]","[10, 1, 'Apr', 0, None, None]",2020-01-19 18:16:48
