Site,45/46,46/47,47/48,48/49,49/50,50/51,51/52,52/53,53/54,54/55,55/56,56/57,57/58,58/59,59/60,60/61,61/62,62/63,63/64,64/65,65/66,66/67,67/68,68/69,69/70,70/71,71/72,72/73,73/74,74/75,75/76,76/77,77/78,78/79,79/80,80/81,81/82,82/83,83/84,84/85,85/86,86/87,87/88,88/89,89/90,90/91,91/92,92/93,93/94,94/95,95/96,96/97,97/98,98/99,99/00,00/01,01/02,02/03,03/04,04/05,05/06,06/07,07/08,08/09,09/10,10/11,11/12,12/13,13/14,14/15,15/16,16/17,17/18,RoughTimeAccessed
Tyttenhanger Gravel Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[8, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[4, 1, 'Nov', 0, None, None]","[3, 1, 'Aug', 0, None, None]","[9, 1, 'Nov', 0, None, None]","[3, 1, 'Dec', 0, None, None]","[8, 1, 'Feb', 0, None, None]","[3, 1, 'Mar', 0, None, None]","[2, 1, 'Feb', 0, None, None]","[15, 1, 'Jan', 0, None, None]","[15, 1, 'Feb', 0, None, None]","[48, 2, 'Apr', 0, None, None]","[24, 1, 'Dec', 0, None, None]","[23, 1, 'Jan', 0, None, None]","[12, 1, 'Mar', 0, None, None]","[13, 2, 'Feb', 0, None, None]","[14, 1, 'Feb', 0, None, None]","[5, 1, 'Feb', 0, None, None]","[6, 1, 'Jun', 0, None, None]","[11, 1, 'Dec', 0, None, None]","[20, 1, 'Jun', 0, None, None]","[9, 1, 'Aug', 0, None, None]","[4, 1, 'Jul', 0, None, None]","[10, 1, 'Aug', 0, None, None]","[24, 1, 'Jul', 0, None, None]","[20, 1, 'Oct', 0, None, None]","[26, 1, 'Aug', 0, None, None]","[75, 1, 'Jul', 0, None, None]",2019-12-06 11:51:52
Wanstead Flats,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[2, 1, 'Jan', 0, None, None]","[4, 1, 'Feb', 0, None, None]","[28, 1, 'Nov', 0, None, None]","[5, 1, 'Mar', 0, None, None]","[21, 1, 'Nov', 0, None, None]","[24, 1, 'Nov', 0, None, None]","[26, 1, 'Nov', 0, None, None]",nan,nan,nan,nan,"[20, 1, 'Jan', 0, None, None]","[8, 1, 'Nov', 0, None, None]","[13, 1, 'Feb', 0, None, None]","[42, 1, 'Jan', 0, None, None]","[43, 1, 'Dec', 0, None, None]","[53, 1, 'Dec', 0, None, None]","[9, 1, 'Dec', 0, None, None]","[8, 1, 'Sep', 0, None, None]",2019-12-06 11:51:52
Wyboston Lakes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[0, 1, '', 0, None, None]","[1, 1, 'Mar', 0, None, None]","[6, 1, 'Dec', 0, None, None]",nan,nan,nan,nan,nan,nan,nan,nan,nan,"[2, 1, 'Feb', 0, None, None]",nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,nan,nan,nan,nan,nan,"[32, 1, 'Jan', 0, None, None]","[65, 1, 'Dec', 0, None, None]","[103, 1, 'Dec', 0, None, None]","[73, 1, 'Jan', 0, None, None]","[34, 1, 'Dec', 0, None, None]","[78, 1, 'Nov', 0, None, None]","[11, 1, 'Jan', 0, None, None]","[54, 1, 'Jan', 0, None, None]","[41, 1, 'Nov', 0, None, None]","[33, 1, 'Dec', 0, None, None]","[85, 1, 'Feb', 0, None, None]","[35, 1, 'Nov', 0, None, None]","[36, 1, 'Jan', 0, None, None]","[11, 1, 'Mar', 0, None, None]","[36, 1, 'Dec', 0, None, None]","[32, 1, 'Nov', 0, None, None]","[42, 1, 'Dec', 0, None, None]",2019-12-06 11:51:52
Avon Valley - Salisbury to Fordingbridge,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Dec', 0, None, None]","[6, 1, 'Feb', 0, None, None]","[2, 1, 'Nov', 0, None, None]","[4, 1, 'Feb', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[3, 1, 'Jan', 0, None, None]","[2, 1, 'Dec', 0, None, None]","[3, 1, 'Feb', 0, None, None]","[2, 1, 'Feb', 0, None, None]","[1, 1, 'Aug', 0, None, None]","[10, 2, 'Feb', 0, None, None]","[0, 2, '', 0, None, None]","[13, 1, 'Feb', 0, None, None]","[2, 1, 'Mar', 0, None, None]","[9, 2, 'Nov', 0, None, None]","[8, 2, 'Dec', 0, None, None]","[82, 1, 'Feb', 0, None, None]","[30, 1, 'Jan', 0, None, None]","[61, 2, 'Jan', 0, None, None]","[154, 1, 'Oct', 0, None, None]","[48, 1, 'Nov', 0, None, None]","[27, 1, 'Feb', 0, None, None]","[22, 1, 'Mar', 0, None, None]","[16, 1, 'Oct', 0, None, None]","[4, 1, 'Sep', 0, None, None]","[8, 1, 'Apr', 0, None, None]","[26, 1, 'Oct', 0, None, None]","[27, 1, 'Sep', 0, None, None]","[47, 2, 'Jan', 0, None, None]","[18, 1, 'Oct', 0, None, None]","[66, 1, 'Jan', 0, None, None]","[16, 1, 'Oct', 0, None, None]","[35, 1, 'Nov', 0, None, None]","[16, 1, 'Oct', 0, None, None]",2019-12-06 11:51:52
Burton and Chingford Ponds,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[0, 1, '', 0, None, None]","[6, 1, 'Feb', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Nov', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Mar', 0, None, None]","[9, 1, 'Oct', 0, None, None]","[4, 1, 'Feb', 0, None, None]","[5, 1, 'Mar', 0, None, None]","[0, 1, '', 0, None, None]","[4, 1, 'Feb', 0, None, None]","[25, 1, 'Jan', 0, None, None]","[24, 1, 'Jan', 0, None, None]","[22, 1, 'Dec', 0, None, None]",nan,nan,nan,"[6, 1, 'Nov', 0, None, None]","[21, 1, 'Sep', 0, None, None]","[11, 1, 'Sep', 0, None, None]","[30, 1, 'Oct', 0, None, None]","[17, 1, 'Jan', 0, None, None]","[22, 1, 'Sep', 0, None, None]","[9, 1, 'Nov', 0, None, None]","[34, 1, 'Oct', 0, None, None]","[27, 1, 'Feb', 0, None, None]","[15, 1, 'Nov', 0, None, None]","[21, 1, 'Feb', 0, None, None]","[29, 1, 'Oct', 0, None, None]","[21, 1, 'Oct', 0, None, None]","[15, 1, 'Jan', 0, None, None]","[13, 1, 'Sep', 0, None, None]","[38, 1, 'Jan', 0, None, None]","[30, 1, 'Sep', 0, None, None]","[5, 1, 'Oct', 0, None, None]","[39, 1, 'Sep', 0, None, None]","[24, 1, 'Oct', 0, None, None]","[27, 1, 'Oct', 0, None, None]","[36, 1, 'Oct', 0, None, None]","[22, 1, 'Feb', 0, None, None]",2019-12-06 11:51:52
Carr Vale Flash and Reserve Pond,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Aug', 0, None, None]","[2, 1, 'May', 0, None, None]","[1, 1, 'Dec', 0, None, None]","[4, 1, 'Mar', 0, None, None]","[9, 1, 'Feb', 0, None, None]","[16, 1, 'Apr', 0, None, None]","[27, 1, 'Sep', 0, None, None]",nan,nan,nan,"[50, 1, 'Sep', 0, None, None]",nan,nan,"[44, 2, 'Nov', 0, None, None]","[35, 1, 'Jul', 0, None, None]","[50, 2, 'Oct', 0, None, None]","[77, 2, 'Sep', 0, None, None]","[45, 1, 'Sep', 0, None, None]","[38, 1, 'Aug', 0, None, None]","[24, 1, 'Jun', 0, None, None]","[32, 1, 'Apr', 0, None, None]","[34, 1, 'Nov', 0, None, None]",nan,nan,2019-12-06 11:51:52
Groby Pool,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Nov', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[3, 1, 'Nov', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[29, 1, 'Nov', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Dec', 0, None, None]","[17, 1, 'Nov', 0, None, None]","[42, 1, 'Nov', 0, None, None]","[52, 1, 'Nov', 0, None, None]","[11, 1, 'Aug', 0, None, None]","[36, 1, 'Nov', 0, None, None]","[39, 1, 'Nov', 0, None, None]","[29, 1, 'Sep', 0, None, None]","[9, 1, 'Oct', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[44, 1, 'Oct', 0, None, None]","[0, 1, '', 0, None, None]","[3, 1, 'Nov', 0, None, None]","[42, 1, 'Sep', 0, None, None]","[7, 1, 'Sep', 0, None, None]","[20, 1, 'Dec', 0, None, None]","[24, 1, 'Dec', 0, None, None]","[44, 1, 'Dec', 0, None, None]","[28, 1, 'Sep', 0, None, None]","[18, 1, 'Nov', 0, None, None]","[57, 1, 'Sep', 0, None, None]","[59, 1, 'Jan', 0, None, None]","[45, 1, 'Nov', 0, None, None]","[28, 1, 'Dec', 0, None, None]","[29, 1, 'Dec', 0, None, None]","[39, 1, 'Jan', 0, None, None]","[33, 1, 'Nov', 0, None, None]","[21, 1, 'Jan', 0, None, None]",2019-12-06 11:51:52
Hundred Acre Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[14, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[15, 1, 'Apr', 0, None, None]","[57, 1, 'Mar', 0, None, None]","[24, 1, 'Feb', 0, None, None]","[24, 1, 'Feb', 0, None, None]",2019-12-06 11:51:52
Kiltonga Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[18, 1, 'Oct', 0, None, None]","[12, 1, 'Jan', 0, None, None]","[22, 1, 'Nov', 0, None, None]","[0, 1, '', 0, None, None]","[12, 1, 'Sep', 0, None, None]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[30, 1, 'Sep', 0, None, None]",2019-12-06 11:51:52
Bough Beech Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[12, 1, 'Nov', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[5, 1, 'Oct', 0, None, None]","[3, 1, 'Dec', 0, None, None]","[7, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[1, 1, 'Nov', 0, None, None]",nan,"[1, 1, 'Sep', 0, None, None]","[7, 1, 'Nov', 0, None, None]","[2, 1, 'Nov', 0, None, None]","[2, 1, 'Feb', 0, None, None]","[10, 1, 'Dec', 0, None, None]","[6, 1, 'Jan', 0, None, None]",nan,"[3, 1, 'Jan', 0, None, None]","[8, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[10, 1, 'Feb', 0, None, None]","[11, 2, 'Nov', 0, None, None]","[9, 2, 'Jan', 0, None, None]","[9, 1, 'Nov', 0, None, None]",nan,nan,nan,"[0, 1, '', 0, None, None]","[8, 1, 'Jan', 0, None, None]","[48, 1, 'Jan', 0, None, None]","[45, 1, 'Jan', 0, None, None]","[54, 2, 'Nov', 0, None, None]","[32, 1, 'Jan', 0, None, None]","[48, 1, 'Jan', 0, None, None]","[30, 1, 'Nov', 0, None, None]","[45, 1, 'Oct', 0, None, None]","[50, 1, 'Jan', 0, None, None]","[68, 1, 'Dec', 0, None, None]","[13, 1, 'Nov', 0, None, None]","[109, 1, 'Jan', 0, None, None]","[28, 1, 'Dec', 0, None, None]","[35, 1, 'Dec', 0, None, None]","[40, 1, 'Feb', 0, None, None]","[24, 1, 'Dec', 0, None, None]","[34, 1, 'Jan', 0, None, None]","[12, 1, 'Sep', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']",2019-12-06 11:51:52
Bramshill Park Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Oct', 0, None, None]",nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Mar', 0, None, None]","[7, 1, 'Mar', 0, None, None]","[3, 1, 'Oct', 0, None, None]","[0, 1, '', 0, None, None]","[6, 1, 'Apr', 0, None, None]","[17, 1, 'Nov', 0, None, None]","[8, 1, 'Nov', 0, None, None]","[36, 1, 'Dec', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[21, 2, 'Nov', 0, None, None]","[6, 2, 'Dec', 0, None, None]","[6, 2, 'Jan', 0, None, None]","[18, 1, 'Feb', 0, None, None]","[10, 1, 'Oct', 0, None, None]","[1, 1, 'Jan', 0, None, None]","[10, 1, 'Nov', 0, None, None]","[30, 1, 'Dec', 0, None, None]","[84, 1, 'Oct', 0, None, None]","[8, 1, 'Feb', 0, None, None]","[6, 1, 'Jan', 0, None, None]","[18, 1, 'Nov', 0, None, None]",2019-12-06 11:51:52
Doxey Marshes SSSI,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[3, 1, 'Dec', 0, None, None]","[1, 1, 'Nov', 0, None, None]","[0, 1, '', 0, None, None]","[3, 1, 'Nov', 0, None, None]","[5, 1, 'May', 0, None, None]","[2, 1, 'Jul', 0, None, None]","[3, 1, 'Jul', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Mar', 0, None, None]","[4, 1, 'Oct', 0, None, None]","[1, 1, 'Jul', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[3, 2, 'Dec', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Nov', 0, None, None]","[6, 1, 'Mar', 0, None, None]","[2, 1, 'Feb', 0, None, None]","[2, 1, 'Sep', 0, None, None]","[20, 1, 'Oct', 0, None, None]","[19, 1, 'Sep', 0, None, None]","[23, 2, 'Feb', 0, None, None]","[58, 1, 'Oct', 0, None, None]","[20, 1, 'May', 0, None, None]",2019-12-06 11:51:52
Gosforth Park Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]",nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,nan,nan,"[3, 1, 'Nov', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[0, 1, '', 0, None, None]",nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,nan,"[0, 1, '', 0, None, None]","[5, 1, 'Dec', 0, None, None]",nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Oct', 0, None, None]","[4, 1, 'Nov', 0, None, None]","[3, 1, 'Nov', 0, None, None]","[6, 1, 'Oct', 0, None, None]","[5, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Feb', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[4, 1, 'Jan', 0, None, None]","[6, 1, 'Sep', 0, None, None]","[7, 1, 'Nov', 0, None, None]","[4, 1, 'Nov', 0, None, None]","[14, 1, 'Nov', 0, None, None]","[74, 1, 'Oct', 0, None, None]","[48, 1, 'Nov', 0, None, None]",2019-12-06 11:51:52
Holme Pierrepont Gravel Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[7, 1, 'Dec', 0, None, None]","[4, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[7, 1, 'Feb', 0, None, None]","[9, 1, 'Dec', 0, None, None]","[6, 1, 'Feb', 0, None, None]","[3, 1, 'Mar', 0, None, None]","[43, 1, 'Dec', 0, None, None]","[57, 1, 'Dec', 0, None, None]","[43, 1, 'Jan', 0, None, None]","[29, 1, 'Dec', 0, None, None]","[16, 1, 'Mar', 0, None, None]","[20, 1, 'Dec', 0, None, None]","[27, 1, 'Jan', 0, None, None]","[70, 1, 'Dec', 0, None, None]","[29, 1, 'Jan', 0, None, None]","[13, 1, 'Nov', 0, None, None]","[13, 1, 'Sep', 0, None, None]","[47, 1, 'Dec', 0, None, None]","[108, 1, 'Jan', 0, None, None]","[152, 1, 'Dec', 0, None, None]","[110, 1, 'Dec', 0, None, None]","[140, 1, 'Oct', 0, None, None]","[72, 1, 'Dec', 0, None, None]","[40, 1, 'Oct', 0, None, None]",nan,nan,"[166, 1, 'Nov', 0, None, None]","[123, 1, 'Oct', 0, None, None]","[179, 2, 'Oct', 0, None, None]","[90, 1, 'Oct', 0, None, None]","[173, 1, 'Dec', 0, None, None]","[80, 1, 'Dec', 0, None, None]","[25, 1, 'May', 0, None, None]","[41, 1, 'Feb', 0, None, None]","[105, 1, 'Jan', 0, None, None]","[76, 1, 'Nov', 0, None, None]","[47, 1, 'Jan', 0, None, None]","[43, 1, 'Dec', 0, None, None]",nan,"[11, 1, 'May', 0, None, None]","[16, 1, 'Oct', 0, None, None]",2019-12-06 11:51:52
Lower Ashe Farm,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[9, 1, 'Feb', 0, None, None]","[40, 1, 'Sep', 0, None, None]",nan,nan,nan,nan,nan,nan,nan,"[38, 1, 'Mar', 0, None, None]","[45, 1, 'Feb', 0, None, None]","[7, 1, 'Apr', 0, None, None]","[18, 1, 'Feb', 0, None, None]","[12, 1, 'Feb', 0, None, None]","[79, 1, 'Jun', 0, None, None]","[23, 1, 'Mar', 0, None, None]","[18, 1, 'Mar', 0, None, None]","[14, 1, 'Jan', 0, None, None]",2019-12-06 11:51:52
River Witham - Kirkstead Bridge to Nr Southrey,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[29, 1, 'Dec', 0, None, None]",2019-12-06 11:51:52
"Stubbs Farm Ponds, Binsted",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[33, 1, 'Feb', 0, None, None]","[7, 1, 'Mar', 0, None, None]","[22, 1, 'Dec', 0, None, None]","[12, 1, 'Mar', 0, None, None]","[42, 1, 'Oct', 0, None, None]","[41, 1, 'Oct', 0, None, None]","[27, 1, 'Oct', 0, None, None]","[33, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]",2019-12-06 11:51:52
Wollaton Park Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[7, 1, 'Feb', 0, None, None]","[8, 1, 'Jan', 0, None, None]","[8, 1, 'Nov', 0, None, None]","[20, 1, 'Oct', 0, None, None]","[29, 1, 'Feb', 0, None, None]","[21, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[16, 1, 'Feb', 0, None, None]","[34, 1, 'Dec', 0, None, None]","[4, 1, 'Sep', 0, None, None]","[20, 1, 'Oct', 0, None, None]","[28, 1, 'Oct', 0, None, None]",nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[48, 1, 'Nov', 0, None, None]","[51, 1, 'Dec', 0, None, None]","[22, 1, 'Sep', 0, None, None]","[70, 1, 'Dec', 0, None, None]","[87, 1, 'Nov', 0, None, None]","[57, 1, 'Nov', 0, None, None]","[39, 1, 'Dec', 0, None, None]","[58, 1, 'Nov', 0, None, None]","[16, 1, 'Jan', 0, None, None]","[42, 1, 'Oct', 0, None, None]",nan,"[1, 1, 'Jun', 0, None, None]",2019-12-06 11:51:52
Woodhorn Flashes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[19, 1, 'Mar', 0, None, None]","[17, 1, 'Mar', 0, None, None]","[47, 1, 'Nov', 0, None, None]","[42, 1, 'Nov', 0, None, None]","[32, 1, 'Sep', 0, None, None]","[53, 1, 'Aug', 0, None, None]","[25, 1, 'Nov', 0, None, None]","[32, 1, 'Nov', 0, None, None]","[20, 1, 'Sep', 0, None, None]","[19, 1, 'Mar', 0, None, None]","[34, 1, 'Mar', 0, None, None]","[26, 1, 'Dec', 0, None, None]","[20, 1, 'Mar', 0, None, None]","[19, 1, 'Mar', 0, None, None]","[45, 1, 'Oct', 0, None, None]",2019-12-06 11:51:52
