Site▲▼,98/99▲▼,99/00▲▼,00/01▲▼,01/02▲▼,02/03▲▼,03/04▲▼,04/05▲▼,05/06▲▼,06/07▲▼,07/08▲▼,08/09▲▼,09/10▲▼,10/11▲▼,11/12▲▼,12/13▲▼,13/14▲▼,14/15▲▼,15/16▲▼,16/17▲▼,17/18▲▼,Mon,Moving5yr avg▲▼,13/14-17/185yr avg▲▼,WebPageNo,RoughTimeAccessed
Erewash Meadows NR,8.0,(7),6,6,(5),8.0,10,5,5.0,0.0,8.0,nan,0.0,0.0,(0),0.0,(0),0,(0),0,nan,0,0,10,2019-11-22 03:21:14
Eversley Cross and Yateley Gravel Pits,1.0,2,0,0,2,0.0,1,2,2.0,0.0,0.0,0,0.0,0.0,0,0.0,0,(0),(0),(0),nan,0,0,10,2019-11-22 03:21:14
Ewell Court Pond,0.0,nan,nan,nan,0,1.0,0,0,0.0,nan,nan,nan,nan,nan,nan,0.0,nan,nan,0,0,nan,0,0,10,2019-11-22 03:21:14
Exe Estuary,0.0,0,1,0,1,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,nan,0,0,10,2019-11-22 03:21:14
Eyebrook Reservoir,14.0,nan,116Ruddy Duck supplementary countsWWT/CSL,236,56,84.0,5,2,0.0,4.0,4.0,0,0.0,0.0,0,0.0,0,0,0,0,nan,0,0,10,2019-11-22 03:21:14
Fairlop Gravel Pits,nan,(2),6,0,10,2.0,1,1,nan,nan,nan,0,0.0,0.0,0,0.0,0,0,0,0,nan,0,0,10,2019-11-22 03:21:14
Fannyside Loch (West),0.0,0,0,0,0,0.0,0,nan,nan,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,nan,nan,0,0,10,2019-11-22 03:21:14
Farmoor Reservoirs,0.0,0,0,9,1,0.0,1,0,0.0,0.0,nan,nan,nan,nan,0,0.0,0,0,0,0,nan,0,0,10,2019-11-22 03:21:14
Farmwood Pool,41.0,23,17,21Ruddy Duck supplementary countsWWT/CSL,8,4.0,1,34,2.0,2.0,0.0,(0),0.0,0.0,0,0.0,0,0,0,0,nan,0,0,10,2019-11-22 03:21:14
Farnley Balancing Reservoir,nan,nan,20,8,4,11.0,11,5,9.0,nan,1.0,4,0.0,0.0,0,nan,nan,nan,nan,0,nan,0,0,10,2019-11-22 03:21:14
Fenemere,0.0,0,1,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,nan,0,0,10,2019-11-22 03:21:14
Fenstanton GP,0.0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0.0,0,nan,nan,nan,nan,0,0,10,2019-11-22 03:21:14
Fergus Loch,0.0,1,0,0,0,0.0,0,(0),0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,nan,nan,0,nan,0,0,10,2019-11-22 03:21:14
Ferry Meadows (Nene Park),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,nan,0,0,10,2019-11-22 03:21:14
Fiddlers Ferry Power Station Lagoons,0.0,0,0,0,0,0.0,0,0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,(0),nan,nan,0,0,10,2019-11-22 03:21:14
Filey Dams,5.0,5,6,10,12,14.0,7,9,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,nan,0,0,10,2019-11-22 03:21:14
Fingask and White Lochs,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,nan,0,0,10,2019-11-22 03:21:14
Fir Tree Flash,0.0,0,0,0,0,0.0,(0),0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,(0),nan,0,0,10,2019-11-22 03:21:14
Firs Park,0,0,0,0,0,0,(0),0.0,0,0,0,0.0,0,(0),(0),0,0.0,(0),0.0,(0),nan,0,0,11,2019-11-22 03:21:21
Fishburn Lake,nan,nan,nan,nan,nan,nan,0,2.0,0,0,nan,0.0,0,nan,0,0,nan,0,nan,0,nan,0,0,11,2019-11-22 03:21:21
Fisherwick and Elford Gravel Pits,10,1,0,0,0,0,0,0.0,(0),0,0,0.0,0,0,0,0,0.0,0,0.0,0,nan,0,0,11,2019-11-22 03:21:21
"Fishlake Meadows, Romsey",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0,0,0,0,0.0,0,0.0,0,nan,0,0,11,2019-11-22 03:21:21
Fleet Pond,0,0,0,nan,0,0,0,0.0,0,0,0,0.0,0,0,0,(0),0.0,0,0.0,0,nan,0,0,11,2019-11-22 03:21:21
Fleet and Wey,3,0,(1),(9),18,11,24,25.0,34,18,4,3.0,2,0,0,0,0.0,0,0.0,0,nan,0,0,11,2019-11-22 03:21:21
Fletton Brick Pits,0,0,0,2,3,1,7,12.0,11,(0),0,0.0,0,0,0,(0),0.0,0,nan,nan,nan,0,0,11,2019-11-22 03:21:21
Folly Loch and Fairnington Fields,4,16,21,0,2,2,3,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,nan,0,0,11,2019-11-22 03:21:21
Fonthill Lake,(17),23,16,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,nan,nan,nan,nan,nan,0,0,11,2019-11-22 03:21:21
Fordwich and Westbere Gravel Pits,1,0,nan,0,0,nan,nan,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,nan,0,0,11,2019-11-22 03:21:21
Foremark Reservoir,0,1,3,1,0,1,0,0.0,0,nan,nan,nan,nan,0,0,0,0.0,nan,nan,nan,nan,0,0,11,2019-11-22 03:21:21
Forest of Dean Ponds,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,0,0,11,2019-11-22 03:21:21
Forfar Loch,4,0,0,nan,5,6,6,nan,nan,0,0,0.0,0,0,0,0,0.0,0,0.0,0,nan,0,0,11,2019-11-22 03:21:21
Fort Henry Ponds and Exton Park Lakes,1,0,0,1,0,2,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,nan,0,0,11,2019-11-22 03:21:21
Forth Estuary,0,0,0,3,1,2Standard visit under the WeBS Low Tide Count SurveyWeBS,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,nan,0,0,11,2019-11-22 03:21:21
Foulridge Reservoirs,(0),nan,nan,nan,nan,nan,nan,nan,1,0,0,0.0,0,0,0,0,0.0,0,0.0,0,nan,0,0,11,2019-11-22 03:21:21
Foxcote Reservoir,3,4,1,2,(2),1,(1),1.0,2,2,1,2.0,1,0,0,0,0.0,0,0.0,0,nan,0,0,11,2019-11-22 03:21:21
Frainslake Pool,0,(0),0,0,0,nan,nan,nan,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,nan,0,0,11,2019-11-22 03:21:21
Frampton Pools,0,0,2,2,0,0,3,1.0,0,0,0,1.0,0,0,(0),0,0.0,0,0.0,0,nan,0,0,11,2019-11-22 03:21:21
Frankfield Loch,11,3,4,4,3,5,3,0.0,2,3,0,0.0,2,1,3,0,0.0,0,0.0,0,nan,0,0,11,2019-11-22 03:21:21
Frensham Ponds,(0),nan,1,1,1,0,1,3.0,1,1,0,0.0,0,0,0,0,0.0,0,0.0,0,nan,0,0,11,2019-11-22 03:21:21
Frimley Gravel Pits,0,nan,1,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,nan,nan,0,0,11,2019-11-22 03:21:21
Frisby Gravel Pits,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,nan,0,0,11,2019-11-22 03:21:21
Gaddon Loch,0,0,0,0,0,2,3,2.0,0,1,0,0.0,1Supplementary visit under the WeBS Core Count SurveyWeBS,0,0,0,0.0,0,0.0,0,nan,0,0,11,2019-11-22 03:21:21
Gadloch,0,7,0,1,1,2,1,3.0,7,1,1Supplementary visit under the WeBS Core Count SurveyWeBS,0.0,0,0,nan,nan,nan,0,0.0,0,nan,0,0,11,2019-11-22 03:21:21
Gailey Pools,11,(11),14,5Ruddy Duck supplementary countsWWT/CSL,nan,15,18,49.0,31,(8),nan,15.0,13,2,0,2,0.0,0,0.0,0,nan,0,0,11,2019-11-22 03:21:21
Gartloch Pool,5,7,3,5,9,8,6,6.0,0,3,0,0.0,0,0,0,0,0.0,0,0.0,0,nan,0,0,11,2019-11-22 03:21:21
Gartmorn Dam,0,3,0,0,0,0,0,0.0,0,0,0,0.0,0,(0),0,0,0.0,0,0.0,0,nan,0,0,11,2019-11-22 03:21:21
Gatton Park,0,0,1,0,0,0,0,0.0,2,0,0,0.0,0,0,0,0,0.0,0,0.0,0,nan,0,0,11,2019-11-22 03:21:21
Gillingshill Reservoir LNR (Upper Gillingshill Reservoir),6,4,2,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,nan,0,0,11,2019-11-22 03:21:21
Glengavel Reservoir,0.0,0.0,0,2,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,nan,0,0,12,2019-11-22 03:21:28
Glynde Levels,1.0,0.0,1,(0),1,0,0,0,(0),0.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,12,2019-11-22 03:21:28
Godmanchester Nature Reserve,0.0,1.0,0,0,2,0,0,1,0,nan,nan,nan,0,0,0,0,(0),0,0,0,nan,0,0,12,2019-11-22 03:21:28
Golden Loch,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,nan,0,0,12,2019-11-22 03:21:28
Gosforth Park Lake,nan,nan,0,0,0,1,0,0,2,0.0,0.0,0,0,0,0,0,0,0,0,0,nan,0,0,12,2019-11-22 03:21:28
Grafham Water,2.0,4.0,3,121,10,10,28,12,11,2.0,3.0,13,6,4,2,(0),0,0,0,0,nan,0,0,12,2019-11-22 03:21:28
Grantham Canal - Cotgrave to Gamston,0.0,0.0,0,nan,nan,nan,nan,1,0,0.0,0.0,0,(0),(0),0,0,(0),(0),(0),(0),nan,0,0,12,2019-11-22 03:21:28
Gravel Farm Reservoir,nan,nan,nan,nan,nan,2,1,1,0,0.0,0.0,0,1,1,nan,nan,nan,nan,nan,0,nan,0,0,12,2019-11-22 03:21:28
Great Meadow Pond,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,4,(3),0,0,0,0,0,nan,0,0,12,2019-11-22 03:21:28
Great Pool Westwood Park,77.0,47.0,90,59,57,22,35,14,2,5.0,4.0,0,0,1,0,0,0,0,0,0,nan,0,0,12,2019-11-22 03:21:28
Greenhead Pond (Perchy Pond),7.0,2.0,4,6,13,4,2,3,2,2.0,2.0,2,3,2,0,0,1,0,0,0,nan,0,0,12,2019-11-22 03:21:28
Gresford Flash,0.0,0.0,0,1,0,0,0,2,0,0.0,0.0,0,(0),0,0,nan,0,0,nan,nan,nan,0,0,12,2019-11-22 03:21:28
Grimley New Workings,nan,nan,nan,nan,nan,5,4,(6),7,9.0,0.0,0,0,0,0,0,0,0,0,0,nan,0,0,12,2019-11-22 03:21:28
Grimsbury Reservoir,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,(0),0,0,0,nan,0,0,12,2019-11-22 03:21:28
Grimsthorpe Lake,4.0,2.0,0,0,0,0,0,0,0,0.0,0.0,nan,nan,0,nan,0,0,0,0,(0),nan,0,0,12,2019-11-22 03:21:28
Grindon Lough,nan,nan,(0),0,0,0,2,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,nan,0,0,12,2019-11-22 03:21:28
Groby Pool,10.0,6.0,5,11,2,10,2,6,1,0.0,0.0,0,0,0,0,0,0,0,0,0,nan,0,0,12,2019-11-22 03:21:28
Grovebury Sandpit,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,1,0,0,0,0,0,0,0,0,nan,0,0,12,2019-11-22 03:21:28
Gunthorpe Gravel Pits and River Trent,0.0,2.0,0,7,1,2,0,1,2,1.0,0.0,nan,nan,0,nan,0,0,nan,nan,nan,nan,0,0,12,2019-11-22 03:21:28
Gwen Finch Wetland Reserve,nan,nan,nan,nan,nan,0,0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,nan,0,0,12,2019-11-22 03:21:28
Hallington Reservoir,nan,nan,(0),0,0,2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,nan,0,0,12,2019-11-22 03:21:28
Hamford Water,0.0,0.0,0,0,0,13,2,(4),1,0.0,0.0,0,0,0,0,0,0,0,0,0,nan,0,0,12,2019-11-22 03:21:28
Hamilton Low Parks and Strathclyde Park,0.0,2.0,0,3,1,1,1,0,2,0.0,0.0,0,0,0,0,0,0,0,0,0,nan,0,0,12,2019-11-22 03:21:28
Hampstead and Highgate Ponds,0.0,0.0,2,0,0,0,2,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,nan,0,0,12,2019-11-22 03:21:28
Hampton and Kempton Reservoirs,34.0,40.0,20,47,(30),39,14,76,33,8.0,21.0,(1),(0),0,(0),0,0,0,0,2,Jul,0,0,12,2019-11-22 03:21:28
Hanmer Mere,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,0,0,12,2019-11-22 03:21:28
Hanningfield Reservoir,44.0,22.0,287,553,(664),285Ruddy Duck supplementary countsWWT/CSL,412Ruddy Duck supplementary countsWWT/CSL,330,276,45.0,36.0,9,9,0,0,0,0,0,0,0,nan,0,0,12,2019-11-22 03:21:28
Hardingstone Gravel Pits,0.0,0.0,0,0,0,0,0,0,0,0.0,nan,nan,nan,nan,nan,0,(0),0,0,0,nan,0,0,12,2019-11-22 03:21:28
Hardley Flood,nan,nan,0,nan,0,0,0,0,0,0.0,0.0,0,0,0,0,(0),0,0,nan,nan,nan,0,0,12,2019-11-22 03:21:28
Hardwick Park Lakes,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,nan,0,0,12,2019-11-22 03:21:28
Harestonhill Pond,11,9.0,2.0,0.0,4,2,2,6.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,nan,0,0,13,2019-11-22 03:21:35
Harewood Lake,18,11.0,15.0,11.0,15,24,18,11.0,7.0,1.0,4.0,13.0,0.0,0,0,0,0.0,0.0,0.0,0,nan,0,0,13,2019-11-22 03:21:35
Harrold-Odell Country Park,0,0.0,0.0,0.0,0,0,nan,nan,nan,nan,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,nan,0,0,13,2019-11-22 03:21:35
Harrow Lodge Park,nan,4.0,1.0,4.0,7,2,13,11.0,6.0,2.0,0.0,0.0,0.0,(0),(0),(0),0.0,0.0,0.0,0,nan,0,0,13,2019-11-22 03:21:35
Hauxley Nature Reserve,nan,nan,0.0,0.0,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,nan,0,0,13,2019-11-22 03:21:35
Hawkridge Reservoir,nan,0.0,2.0,nan,nan,0,nan,0.0,nan,nan,nan,nan,0.0,0,0,0,0.0,0.0,0.0,0,nan,0,0,13,2019-11-22 03:21:35
Hay-a-Park Gravel Pits,nan,29.0,24.0,22.0,26,33,0,0.0,16.0,5.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,nan,0,0,13,2019-11-22 03:21:35
Heaton Park,nan,nan,nan,0.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0,nan,0,0.0,0.0,0.0,0,nan,0,0,13,2019-11-22 03:21:35
Heaton Park Reservoir,0,0.0,0.0,0.0,0,0,0,nan,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,nan,0,0,13,2019-11-22 03:21:35
Hensol Lake,3,2.0,1.0,0.0,1,0,(0),0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,nan,0,0,13,2019-11-22 03:21:35
Hetton Bogs,nan,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,nan,0,0,13,2019-11-22 03:21:35
Hetton Lyons Park,(1),1.0,1.0,1.0,2,2,2,6.0,2.0,2.0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0,nan,0,0,13,2019-11-22 03:21:35
Hickling Broad,2,0.0,5.0,5.0,1,7,3,1.0,0.0,nan,0.0,0.0,nan,0,1,0,0.0,0.0,0.0,0,nan,0,0,13,2019-11-22 03:21:35
High Rid Reservoir,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,(0),0,nan,0.0,0.0,nan,nan,0,0,13,2019-11-22 03:21:35
Highams Park Lake,0,0.0,0.0,2.0,0,0,0,0.0,nan,nan,nan,0.0,0.0,0,0,0,0.0,nan,nan,0,nan,0,0,13,2019-11-22 03:21:35
Higher Hall Flash,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,13,2019-11-22 03:21:35
Hilfield Park Reservoir,216,298.0,206.0,159.0,125,187,241Ruddy Duck supplementary countsWWT/CSL,176.0,263.0,83.0,31.0,12.0,4.0,3,4,2,0.0,0.0,0.0,0,nan,0,0,13,2019-11-22 03:21:35
Hill Ridware Lake,9,26.0,10.0,3.0,4,6,7,0.0,2.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0,0,13,2019-11-22 03:21:35
Hillend Reservoir,0,0.0,0.0,0.0,0,(1),0,0.0,0.0,0.0,0.0,0.0,nan,nan,0,0,nan,nan,nan,nan,nan,0,0,13,2019-11-22 03:21:35
Hillsborough Main Lake,0,3.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,nan,0,0,13,2019-11-22 03:21:35
Hilton Gravel Pits,3,3.0,nan,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,nan,0,0,13,2019-11-22 03:21:35
Hirsel Lake,0,0.0,2.0,nan,nan,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,nan,0,0,13,2019-11-22 03:21:35
Holburn Moss,11,12.0,2.0,0.0,14Ruddy Duck supplementary countsWWT/CSL,10Ruddy Duck supplementary countsWWT/CSL,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0,nan,0,0,13,2019-11-22 03:21:35
Hollingworth Lake,nan,0.0,1.0,nan,0,0,0,0.0,nan,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,nan,0,0,13,2019-11-22 03:21:35
Hollow Pond (Whipps Cross),0,0.0,0.0,0.0,3,0,2,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,0,nan,0,0,13,2019-11-22 03:21:35
Hollowell Reservoir,19,60.0,91.0,76.0,39,191,53,19.0,21.0,9.0,5.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,nan,0,0,13,2019-11-22 03:21:35
Holme Pierrepont Gravel Pits,64,102.0,106.0,nan,nan,115,189,202.0,106.0,38.0,8.0,0.0,2.0,0,0,0,0.0,nan,0.0,0,nan,0,0,13,2019-11-22 03:21:35
Holmethorpe Complex,0,0.0,0.0,nan,(0),0,0,0.0,0.0,1.0,1.0,nan,nan,nan,nan,nan,0.0,0.0,0.0,(0),nan,0,0,13,2019-11-22 03:21:35
Holyhead Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,13,2019-11-22 03:21:35
Holywell Lake,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0.0,0.0,0,nan,0,0,13,2019-11-22 03:21:35
Holywell Pond,nan,nan,(1),1,4,7,1,0.0,3,1.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,nan,0,0,14,2019-11-22 03:21:42
Hope Carr Reserve,5.0,13.0,1,0,1,4,0,0.0,0,1.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,nan,0,0,14,2019-11-22 03:21:42
Hornsea Mere,4.0,11.0,4,3,18,11,98,11.0,18,31.0,7.0,0,0.0,0,0,0,0,0.0,0.0,0,nan,0,0,14,2019-11-22 03:21:42
Hoselaw Loch,2.0,4.0,nan,nan,(0),(0),(0),0.0,(0),0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,nan,0,0,14,2019-11-22 03:21:42
Houghton Green Pool,38.0,28.0,37,36,36,40,40,29.0,4,18.0,11.0,2,3.0,0,0,0,0,nan,0.0,nan,nan,0,0,14,2019-11-22 03:21:42
Hoveringham and Bleasby Gravel Pits,0.0,3.0,1,1,nan,nan,0,0.0,0,0.0,2.0,12,2.0,(0),0,0,0,0.0,0.0,0,nan,0,0,14,2019-11-22 03:21:42
Howle Pool,nan,nan,1,8,1,4,0,1.0,0,nan,nan,nan,nan,(0),(0),0,(0),0.0,0.0,0,nan,0,0,14,2019-11-22 03:21:42
Hule Moss,21.0,38.0,53Supplementary visit under the WeBS Core Count SurveyWeBS,42Supplementary visit under the WeBS Core Count SurveyWeBS,28Supplementary visit under the WeBS Core Count SurveyWeBS,11Supplementary visit under the WeBS Core Count SurveyWeBS,5Supplementary visit under the WeBS Core Count SurveyWeBS,4.0,0,0.0,0.0,0,0.0,nan,0,0,0,0.0,0.0,0,nan,0,0,14,2019-11-22 03:21:42
Humber Estuary,23.0,54.0,99,45,55,116,84,27.0,59Ruddy Duck supplementary countsWWT/CSL,31.0,14.0,3,1.0,0,0,0,0,0.0,0.0,0,nan,0,0,14,2019-11-22 03:21:42
Hurworth Burn Reservoir,3.0,16.0,0,23,34,nan,9,130.0,3Ruddy Duck supplementary countsWWT/CSL,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,nan,0,0,14,2019-11-22 03:21:42
Inchgarth Reservoir,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,nan,0,0,14,2019-11-22 03:21:42
Ingbirchworth Reservoir,3.0,0.0,nan,nan,nan,nan,0,0.0,nan,nan,nan,0,0.0,0,0,(0),0,0.0,0.0,0,nan,0,0,14,2019-11-22 03:21:42
Ingrebourne Valley,nan,2.0,0,0,0,0,2,0.0,nan,nan,nan,0,0.0,0,0,0,(0),nan,nan,nan,nan,0,0,14,2019-11-22 03:21:42
Island Barn Reservoir,nan,0.0,0,25,0,3,0,nan,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,nan,0,0,14,2019-11-22 03:21:42
Joe's Ponds and Rainton Meadows,3.0,nan,nan,nan,2Ruddy Duck supplementary countsWWT/CSL,6,10,10.0,nan,4.0,3.0,1,0.0,0,0,0,0,0.0,0.0,0,nan,0,0,14,2019-11-22 03:21:42
Jumbles Reservoir,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,nan,nan,nan,nan,nan,0.0,0.0,0,nan,0,0,14,2019-11-22 03:21:42
Kedleston Park Lake,0.0,0.0,0,1,8,0,0,0.0,nan,nan,nan,nan,nan,0,0,0,0,0.0,0.0,0,nan,0,0,14,2019-11-22 03:21:42
Kempston Bypass Pools,0.0,0.0,8,0,0,nan,nan,nan,nan,nan,0.0,0,nan,0,nan,nan,0,0.0,0.0,0,nan,0,0,14,2019-11-22 03:21:42
Kenfig Pool,2.0,5.0,3,0,0,1,0,1.0,1,0.0,0.0,0,2.0,0,0,0,0,0.0,0.0,0,nan,0,0,14,2019-11-22 03:21:42
Kilbirnie Loch Beith,0.0,nan,0,0,0,(0),0,0.0,(0),0.0,0.0,(0),0.0,0,0,nan,0,0.0,0.0,0,nan,0,0,14,2019-11-22 03:21:42
Kilconquhar Loch,58.0,56.0,80Ruddy Duck supplementary countsWWT/CSL,30,42,12,5,30.0,13,7.0,1.0,0,0.0,0,0,0,0,0.0,0.0,0,nan,0,0,14,2019-11-22 03:21:42
Killingworth Lake,nan,nan,0,3,4,1,2,7.0,3,5.0,1.0,0,0.0,0,0,0,0,0.0,0.0,0,nan,0,0,14,2019-11-22 03:21:42
King George V Reservoirs,0.0,20.0,46,156,135,268,(23),106.0,45,15.0,42.0,30,1.0,3,1,0,0,0.0,0.0,0,nan,0,0,14,2019-11-22 03:21:42
King George VI Reservoir,2.0,0.0,0,283Supplementary visit under the WeBS Core Count SurveyWeBS,0,2,0,145.0,2Ruddy Duck supplementary countsWWT/CSL,0.0,1.0,0,0.0,1,0,0,0,0.0,0.0,0,nan,0,0,14,2019-11-22 03:21:42
King's Bromley Gravel Pits,3.0,3.0,0,0,2,0,0,0.0,0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,(0),nan,0,0,14,2019-11-22 03:21:42
King's Dyke Pits Whittlesey,0.0,0.0,nan,nan,nan,0,0,1.0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,nan,nan,nan,0,0,14,2019-11-22 03:21:42
King's Meads,0.0,0.0,0,2,0,1,0,0.0,0,0.0,7.0,0,0.0,0,0,0,0,0.0,nan,nan,nan,0,0,14,2019-11-22 03:21:42
Kinghorn Loch,0.0,1.0,1,(0),0,0,0,0.0,0,0.0,0.0,0,0.0,0,(0),0,0,0.0,0.0,0,nan,0,0,14,2019-11-22 03:21:42
Kingie Pool to Loch Poulary,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,(0),nan,0,0,14,2019-11-22 03:21:42
Kingsbridge Estuary,0.0,0.0,1,0,0,(0),0,0.0,0,0.0,0.0,0,0.0,(0),0,0,0,0.0,0.0,0,nan,0,0,14,2019-11-22 03:21:42
Kingsmill Reservoir,nan,nan,nan,nan,nan,nan,nan,6.0,21.0,18.0,0.0,0,nan,nan,nan,nan,0.0,0,0.0,0.0,nan,0,0,15,2019-11-22 03:21:49
Kingsmyre,0,0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,nan,0,0.0,0.0,nan,0,0,15,2019-11-22 03:21:49
Kinnaird Loch,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,1.0,0.0,0,0.0,0.0,nan,0,0,15,2019-11-22 03:21:49
Kinnordy Loch,(0),0,nan,1,0,3,0,0.0,2.0,1.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,nan,0,0,15,2019-11-22 03:21:49
Kinsham Pool,nan,nan,nan,nan,1,6,8,8.0,7.0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,nan,0,0,15,2019-11-22 03:21:49
Kirby Lakes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,0,0,15,2019-11-22 03:21:49
Kirk Loch Lochmaben,0,0,0.0,0,1,1,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,nan,0,0,15,2019-11-22 03:21:49
Kirkby-on-Bain Gravel Pits,15,22,13.0,38,14,10,9,8.0,15.0,3.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,nan,0,0,15,2019-11-22 03:21:49
Knight and Bessborough Reservoirs,32,10,31.0,122,29,23,46,45.0,58.0,46.0,22.0,3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,nan,0,0,15,2019-11-22 03:21:49
Knighton Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0,0.0,nan,nan,0,0,15,2019-11-22 03:21:49
