Site▲▼,98/99▲▼,99/00▲▼,00/01▲▼,01/02▲▼,02/03▲▼,03/04▲▼,04/05▲▼,05/06▲▼,06/07▲▼,07/08▲▼,08/09▲▼,09/10▲▼,10/11▲▼,11/12▲▼,12/13▲▼,13/14▲▼,14/15▲▼,15/16▲▼,16/17▲▼,17/18▲▼,Mon,Moving5yr avg▲▼,13/14-17/185yr avg▲▼,WebPageNo,RoughTimeAccessed
Loch Gilp,0,300,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,(0),0,0,0,15,0,nan,3,3,15,2019-11-22 01:20:28
Loch Laxford,0,1Supplementary visit under the WeBS Core Count SurveyWeBS,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,12,0,0,(0),0,nan,3,3,15,2019-11-22 01:20:28
Loch Mullion,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,0unspecified sea-watchnull,(8),0Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,0Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,3,3,15,2019-11-22 01:20:28
Mersey Estuary,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,Mar,3,3,15,2019-11-22 01:20:28
Mossend Pond,847,760,27,6,82.0,0,0,0,0,0,1,0,0,23,0,0,13,0,0,0,nan,3,3,15,2019-11-22 01:20:28
Orchardton and Auchencairn Bays,0,0,0,nan,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,nan,3,3,15,2019-11-22 01:20:28
"Pow Flood, Madderty",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4,1,3,0,9,Mar,3,3,15,2019-11-22 01:20:28
River Carron - M876 to Larbert,152,0,0.0,0,0,0,0,8,0,0,0,nan,23,7,0,0,8,0,8.0,0,nan,3,3,16,2019-11-22 01:20:40
St Andrews Bay,0,0,0.0,0,0,0,0,(0),0,0,(0),0,1,0,0,0,17,0,0.0,0,nan,3,3,16,2019-11-22 01:20:40
Talmine,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,(0),(0),0,5,0,nan,5.0,2,Feb,3,3,16,2019-11-22 01:20:40
Touch 3 Reservoir,0,0,0.0,2,0,nan,nan,4,11,nan,12,4,14,6,2,6,nan,nan,nan,0,nan,3,3,16,2019-11-22 01:20:40
Touch 4 Reservoir,0,0,0.0,2,3,nan,nan,6,14,nan,11,0,5,9,6,6,nan,nan,nan,0,nan,3,3,16,2019-11-22 01:20:40
West Loch Tarbert,37,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11,0,0,8,0,2,nan,nan,nan,3,3,16,2019-11-22 01:20:40
West Water Reservoir,0,11,nan,6Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,0,0,9Supplementary visit under the WeBS Core Count SurveyWeBS,7,8,0,18,0,0Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,0,0unspecified sea-watchnull,0Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,0Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,0,nan,12Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,Mar,3,3,16,2019-11-22 01:20:40
Balchrick,0,nan,nan,nan,nan,nan,nan,nan,(0),0,1,0,2,0,0,12,0,0,0.0,0,nan,2,2,16,2019-11-22 01:20:40
Blind Lochs Lochmaben,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,8,0,0.0,nan,nan,2,2,16,2019-11-22 01:20:40
Bonaly Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,10,0,0.0,0,nan,2,2,16,2019-11-22 01:20:40
Braidwood Pond,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,3.0,2,Mar,2,2,16,2019-11-22 01:20:40
Camilla Loch Auchtertool,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,0,0,0,0,0,0,0.0,8,Apr,2,2,16,2019-11-22 01:20:40
Craigluscar Reservoirs,0,0,0.0,3Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,0,0,0,134WWT/JNCC National Grey Goose Censusnull,0,0,0,0,0,8,0,0,0.0,0,nan,2,2,16,2019-11-22 01:20:40
East Dunfermline (Tesco) Pond,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,1,5,1.0,1,Apr,2,2,16,2019-11-22 01:20:40
East Fenton Farm Reservoir,nan,nan,nan,nan,nan,nan,7,84,126,14Supplementary visit under the WeBS Core Count SurveyWeBS,2,7,10,2,1,0,0,0,8.0,0,nan,2,2,16,2019-11-22 01:20:40
Fala Flow,nan,nan,nan,nan,nan,nan,nan,nan,0Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,0,0,0Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,7,0,5Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,0,nan,nan,nan,2,2,16,2019-11-22 01:20:40
Faraid Head,nan,(0),nan,nan,nan,nan,200Supplementary visit under the WeBS Core Count SurveyWeBS,0,0,0,0,(0),0,nan,0,0,5,3,0.0,0,nan,2,2,16,2019-11-22 01:20:40
Fort William to Caol,(0),0,0.0,nan,(0),(0),nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,nan,9,Jan,2,2,16,2019-11-22 01:20:40
Hallhills Loch,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,2,nan,2,nan,nan,nan,nan,2,2,16,2019-11-22 01:20:40
Haugh Cottage Fields,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5,23,16,0,0,0,0.0,9,Dec,2,2,16,2019-11-22 01:20:40
Head of Loch Eil,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0.0,0,nan,2,2,16,2019-11-22 01:20:40
Horse Sound - South of Badenscallie,(0),(0),0.0,nan,nan,nan,0,4,0,0,0,0,0,0,0,0,0,4,6.0,2,Feb,2,2,16,2019-11-22 01:20:40
Inverie Long Beach,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,nan,nan,nan,nan,nan,2,2,16,2019-11-22 01:20:40
Kypeside Fishery,nan,nan,nan,38,1,10,0,0,0,0,0,nan,nan,nan,0,0,2,1,4.0,3,Mar,2,2,16,2019-11-22 01:20:40
Loch Ard,0,0,0.0,0,0,(0),nan,(13),0,0,2,0,0,0,2,0,0,5,0.0,4,Mar,2,2,16,2019-11-22 01:20:40
Loch Inchard,0,(0),nan,nan,nan,nan,(0),(0),4,0,9,6,13,0,2,2,0,0,6.0,0,nan,2,2,16,2019-11-22 01:20:40
Loch Innis Na Ba Buidhe,nan,0,nan,nan,nan,nan,48,0,0,10,2,16,6,6,0,0,1,0,0.0,10,Feb,2,2,16,2019-11-22 01:20:40
Loch Katrine,0,0,0.0,0,0,0,0,2,0,0,0,(0),0,0,0,(2),0,(0),0.0,5,Mar,2,2,16,2019-11-22 01:20:40
Loch Linnhe - Camas Shallachain,0,0,nan,0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,2,2,16,2019-11-22 01:20:40
Loch Lubnaig,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3.0,6,Feb,2,2,16,2019-11-22 01:20:40
Loch Voil,0,0,0.0,0,0.0,0.0,0.0,0,11,1.0,38,0,1.0,2.0,2.0,2.0,2,2.0,5,1,Feb,2,2,17,2019-11-22 01:20:52
Loch of The Lowes (Cappercleuch),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,2,2,17,2019-11-22 01:20:52
Mill Dam (Milndavie),0,16,0.0,10,7.0,8.0,41.0,0,0,0.0,0,0,56.0,0.0,0.0,0.0,(10),0.0,0,0,nan,2,2,17,2019-11-22 01:20:52
Mugdock and Craigmaddie Reservoirs,0,0,0.0,0,0.0,0.0,1.0,2,10,2.0,3,(16),2.0,nan,nan,nan,nan,nan,nan,2,Nov,2,2,17,2019-11-22 01:20:52
Oldany Bay,0,(0),nan,nan,nan,nan,nan,nan,0,0.0,0,0,0.0,3.0,0.0,0.0,0,1.0,7,2,Oct,2,2,17,2019-11-22 01:20:52
Port Chiligaig,0,(0),nan,nan,nan,nan,2.0,(0),0,0.0,(0),0,2.0,0.0,0.0,0.0,3,0.0,0,5,Feb,2,2,17,2019-11-22 01:20:52
The Binn Pond,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,(0),(0),nan,2,2,17,2019-11-22 01:20:52
Achmelvich Bay and Port An Tairbh,0,(0),nan,nan,nan,nan,0.0,(0),0,0.0,2,0,0.0,0.0,0.0,0.0,0,2.0,3,0,nan,1,1,17,2019-11-22 01:20:52
Archerfield Estate Pond,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,0,0,nan,1,1,17,2019-11-22 01:20:52
Arisaig (Port Ban) to Mallaig,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,0,0.0,2,0,nan,1,1,17,2019-11-22 01:20:52
Bagh A Phollain,0,nan,nan,nan,nan,nan,nan,nan,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,3,Feb,1,1,17,2019-11-22 01:20:52
Balgray Reservoir,0,0,0.0,13,11.0,0.0,95.0,4,22,3.0,0,30,2.0,0.0,5.0,3.0,0,0.0,1,0,nan,1,1,17,2019-11-22 01:20:52
Banton Mill Pond,nan,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,nan,nan,0.0,0.0,0,0.0,4,0,nan,1,1,17,2019-11-22 01:20:52
Barony Agricultural College Pond,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,2.0,0.0,0.0,2,nan,nan,nan,nan,1,1,17,2019-11-22 01:20:52
Bennybeg Pond,nan,nan,nan,nan,0.0,0.0,0.0,0,0,2.0,1,0,0.0,0.0,4.0,2.0,1,0.0,0,0,nan,1,1,17,2019-11-22 01:20:52
Bertha Loch,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.0,nan,nan,4,0,nan,1,1,17,2019-11-22 01:20:52
Broomhill Oxbow,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,3.0,0.0,2.0,0.0,0,2.0,0,nan,nan,1,1,17,2019-11-22 01:20:52
Burghead Bay - Burghead to Findhorn,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,(0),0,0.0,60.0,0.0,0.0,(0),3.0,0,0,nan,1,1,17,2019-11-22 01:20:52
Carbeth Loch,0,21,5.0,15,26.0,7.0,13.0,1,2,7.0,(1),0,7.0,0.0,0.0,2.0,3,0.0,1,0,nan,1,1,17,2019-11-22 01:20:52
Carlingwark Loch,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,2.0,(0),0,nan,1,1,17,2019-11-22 01:20:52
Cran Loch and Loch Loy,(0),0,0.0,(0),nan,nan,nan,nan,nan,0.0,0,(0),50.0,1.0,25.0,0.0,0,0.0,0,4,Nov,1,1,17,2019-11-22 01:20:52
Cuil Bay,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,1.0,2.0,0,0.0,(0),0,nan,1,1,17,2019-11-22 01:20:52
Donolly Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0,4.0,0,0,nan,1,1,17,2019-11-22 01:20:52
Dumbrock Loch,0,0,0.0,0,0.0,0.0,1.0,0,0,0.0,(6),(0),2.0,0.0,0.0,0.0,0,0.0,3,0,nan,1,1,17,2019-11-22 01:20:52
Dunside Reservoirs,0,0,82.0,0,1.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,2.0,0,2.0,0,0,nan,1,1,17,2019-11-22 01:20:52
Dunwan Dam,0,0,0.0,(6),50.0,0.0,0.0,0,0,0.0,36,(0),0.0,4.0,0.0,0.0,0,0.0,2,4,Feb,1,1,17,2019-11-22 01:20:52
Feddal Ponds Complex,0,0,0.0,0,nan,0.0,0.0,0,0,0.0,0,nan,0.0,0.0,0.0,0.0,0,2.0,2,0,nan,1,1,17,2019-11-22 01:20:52
Figgate Pond,13,(14),16.0,16,25.0,30.0,nan,11,17,19.0,9,nan,2.0,2.0,3.0,2.0,0,2.0,0,0,nan,1,1,17,2019-11-22 01:20:52
Fordoun Loch,5,0,0.0,0,1.0,1.0,0.0,150,(5),1.0,0,0,30.0,1.0,0.0,1.0,1,1.0,0,0,nan,1,1,17,2019-11-22 01:20:52
Gartloch Pool,2,260,378.0,154,328.0,155.0,163.0,348,260,0.0,0,246,0.0,6.0,1.0,2.0,0,0.0,3,0,nan,1,1,17,2019-11-22 01:20:52
Gartmore Pond,0.0,0,0,0,0.0,0.0,0.0,0,nan,0,0,0,0,0,0,0,3,0.0,0.0,0.0,nan,1,1,18,2019-11-22 01:21:04
Haining Loch,nan,nan,nan,nan,nan,nan,nan,0,1,nan,0,0,0,0,0,nan,0,0.0,nan,4.0,Mar,1,1,18,2019-11-22 01:21:04
Halleaths Oxbow Lochmaben,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,3,0,0,2,2,0.0,0.0,nan,nan,1,1,18,2019-11-22 01:21:04
Kilsyth Cemetery Pond,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,nan,1,1,18,2019-11-22 01:21:04
Kippen Muir Dam,0.0,0,0,1,0.0,0.0,0.0,0,(0),0,(0),(0),5,86,17,0,0,1.0,1.0,2.0,Mar,1,1,18,2019-11-22 01:21:04
Kirk Loch Lochmaben,0.0,1,0,1,7.0,0.0,1.0,0,0,0,0,0,0,0,0,0,2,2.0,1.0,0.0,nan,1,1,18,2019-11-22 01:21:04
Kype Reservoir,0.0,2,0,1,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,nan,1,1,18,2019-11-22 01:21:04
Lily Loch,nan,nan,nan,nan,nan,0.0,0.0,(0),0,0,0,0,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,1,1,18,2019-11-22 01:21:04
Loch An Alltain Duibh,0.0,(6),0,nan,nan,nan,0.0,0,6,12,5,10,0,2,0,0,6,0.0,0.0,0.0,nan,1,1,18,2019-11-22 01:21:04
Loch Arthur (Lotus),0.0,0,nan,nan,0.0,0.0,0.0,0,nan,nan,0,0,0,0,0,nan,0,2.0,nan,nan,nan,1,1,18,2019-11-22 01:21:04
Loch Ceo Glais,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,2.0,0.0,0.0,nan,1,1,18,2019-11-22 01:21:04
Loch Dhrombaig,0.0,(0),nan,nan,nan,nan,12.0,0,0,2,4,0,2,0,0,1,2,0.0,2.0,0.0,nan,1,1,18,2019-11-22 01:21:04
Loch Ederline,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,5,0,0.0,0.0,0.0,nan,1,1,18,2019-11-22 01:21:04
Loch Ellrig,250.0,250,175,100,0.0,0.0,0.0,50,0,0,nan,nan,(0),0,0,0,0,1.0,0.0,3.0,Oct,1,1,18,2019-11-22 01:21:04
Loch Hope,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(0),(0),0,(0),(0),0,1,nan,nan,nan,nan,1,1,18,2019-11-22 01:21:04
Loch Leven - Invercoe,0.0,2,0,0,0.0,0.0,0.0,0,0,0,0,0,(0),0,0,2,0,0.0,1.0,0.0,nan,1,1,18,2019-11-22 01:21:04
Loch Mahaick,0.0,60Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,3.0,0.0,0.0,nan,1,1,18,2019-11-22 01:21:04
Loch Monzievaird,2.0,8,1,0,0.0,1.0,0.0,0,0,0,0,0,0,0,4,0,1,0.0,2.0,0.0,nan,1,1,18,2019-11-22 01:21:04
Loch Na Bo,0.0,0,0,0,0.0,0.0,0.0,0,nan,nan,2,0,0,0,0,2,1,0.0,0.0,0.0,nan,1,1,18,2019-11-22 01:21:04
Loch Reraig,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,12,0,0,0,4,0,0.0,0.0,0.0,nan,1,1,18,2019-11-22 01:21:04
Loch Roe,0.0,(0),nan,nan,nan,nan,nan,(0),0,0,0,0,0,0,0,0,0,0.0,5.0,2.0,Apr,1,1,18,2019-11-22 01:21:04
Loch Toscaig,nan,10,0,nan,nan,nan,0.0,0,0,0,0,0,nan,0,0,0,nan,0.0,2.0,0.0,nan,1,1,18,2019-11-22 01:21:04
Loch Tummel,nan,134,52,(9),2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,1,1,18,2019-11-22 01:21:04
Loch a' Mhuilinn,nan,0,nan,nan,nan,nan,nan,0,0,0,0,0,nan,0,0,0,nan,0.0,0.0,2.0,Feb,1,1,18,2019-11-22 01:21:04
Loch of Loirston,0.0,0,0,0,0.0,0.0,0.0,780Supplementary roost count under the WeBS Core Count SurveyWeBS,0,560Supplementary roost count under the WeBS Core Count SurveyWeBS,673,125,0,6,0,0,0,0.0,1.0,3.0,Apr,1,1,18,2019-11-22 01:21:04
Lochhouses Reservoir (Lochhouse Pond),12.0,(82),(65),7,50.0,0.0,nan,nan,nan,nan,nan,nan,0,0,4,(0),(0),2.0,0.0,nan,nan,1,1,18,2019-11-22 01:21:04
Lough Shark,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,2.0,0.0,nan,nan,1,1,18,2019-11-22 01:21:04
Monikie Reservoirs,0.0,1,0,nan,0.0,0.0,50.0,(0),(0),nan,nan,nan,0,0,nan,0,6,1.0,0.0,0.0,nan,1,1,18,2019-11-22 01:21:04
Montrose to St Cyrus,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,33,3,0,0.0,nan,0.0,nan,1,1,18,2019-11-22 01:21:04
Pressmennan Lake (Reservoir),nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,(0),1.0,0.0,2.0,Apr,1,1,18,2019-11-22 01:21:04
Raa Estuary and Achnahaird Bay,0,(0),(0),nan,nan,nan,4,(0),17.0,25.0,2,0,2,0,0.0,0.0,0,4,(0),0,nan,1,1,19,2019-11-22 01:21:15
Richmond Park Ponds,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,nan,2,0,0,nan,1,1,19,2019-11-22 01:21:15
River Balvag - Balquhidder to Strathyre,0,0,0,0,(0),0,0,nan,0.0,0.0,0,nan,(1),(0),nan,0.0,0,(0),0,2,Mar,1,1,19,2019-11-22 01:21:15
River Dee - Threave and Lodge Islands,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,0,nan,1,1,19,2019-11-22 01:21:15
River Don - Dyce Weir to Sewage Works,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,3,0,0,nan,1,1,19,2019-11-22 01:21:15
River Teith - Daldorn to Deanston,nan,nan,0,0,0,0,0,nan,0.0,0.0,2,0,0,0,70.0,4.0,0,0,0,0,nan,1,1,19,2019-11-22 01:21:15
"Seafield Pond, West Barns",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,3,0,2,Apr,1,1,19,2019-11-22 01:21:15
Sunbiggin Tarn,6,3,2,8,5,2,0,1,0.0,1.0,0,1,1,7,0.0,2.0,2,0,0,1,Apr,1,1,19,2019-11-22 01:21:15
Swans Pond,0,0,0,0,0,0,0,nan,0.0,0.0,(0),0,0,0,0.0,2.0,2Supplementary visit under the WeBS Core Count SurveyWeBS,0,0,0,nan,1,1,19,2019-11-22 01:21:15
Talkin Tarn,8,0,5,0,40,21,0,0,5.0,1.0,2,0,0,(0),7.0,0.0,0,2,1,0,nan,1,1,19,2019-11-22 01:21:15
"Thaka Flash, Penrith",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0.0,0.0,4,2,0,0,nan,1,1,19,2019-11-22 01:21:15
Torduff Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,0,0,6,0,nan,1,1,19,2019-11-22 01:21:15
Waulkmill Glen and Littleton Reservoirs,0,0,0,0,0,0,0,0,0.0,0.0,0,12,6,2,0.0,0.0,1,2,0,1,Dec,1,1,19,2019-11-22 01:21:15
Wilkhaven to Rockfield,0,1,200,2000,0,0,0,0,0.0,0.0,(0),12,0,0,0.0,0.0,0,0,5,0,nan,1,1,19,2019-11-22 01:21:15
Aberdona East Pond,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,0,0,0,0,0.0,0.0,0,0,0,0,nan,0,0,19,2019-11-22 01:21:15
Achlochan,(0),(2),(0),nan,nan,nan,3,0,8.0,0.0,0,2,0,0,0.0,0.0,0,0,0,0,nan,0,0,19,2019-11-22 01:21:15
Airthrey Loch (Stirling University Lake),0,0,0,0,0,1,1,1,0.0,0.0,30,0,0,0,0.0,0.0,0,0,1,0,nan,0,0,19,2019-11-22 01:21:15
Allan Water - Middleton of Rottearns Marsh,0,0,0,0,nan,0,1,0,0.0,nan,0,nan,0,0,0.0,0.0,0,0,0,0,nan,0,0,19,2019-11-22 01:21:15
Allan Water and Netherton Marsh,nan,nan,nan,0,60,0,0,0,0.0,0.0,0,(0),0,0,0.0,0.0,0,0,(0),0,nan,0,0,19,2019-11-22 01:21:15
Alloch Dam,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,nan,nan,nan,nan,nan,0,0,19,2019-11-22 01:21:15
Alnmouth,0,0,0,(0),0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,nan,0,0,19,2019-11-22 01:21:15
Anstruther Bay,(0),0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,nan,0,0,19,2019-11-22 01:21:15
Arbroath Coast - Elliot to Boulzie Hill,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,1,0,0.0,0.0,0,(0),0,0,nan,0,0,19,2019-11-22 01:21:15
Arcot Pond,nan,nan,0,0,0,0,105Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,nan,nan,0,0,19,2019-11-22 01:21:15
Ardrossan-West Kilbride,nan,0,72,7,14,11,15,8,85.0,26.0,220,nan,nan,0,nan,nan,nan,0,0,0,nan,0,0,19,2019-11-22 01:21:15
Arnot Reservoir,0,0,0,0,0,(0),0,0,0.0,0.0,0,(0),(0),2,0.0,0.0,0,2,0,0,nan,0,0,19,2019-11-22 01:21:15
Avielochan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,0,0,19,2019-11-22 01:21:15
Backwater Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,0.0,0.0,(0),nan,0,0,nan,0,0,19,2019-11-22 01:21:15
Badcall Bay,0,nan,nan,nan,nan,nan,4,0,12.0,2.0,5,5,0,2,0.0,0.0,0,0,0,0,nan,0,0,19,2019-11-22 01:21:15
Balchladich Bay,(0),nan,nan,nan,nan,nan,nan,nan,4.0,0.0,0,0,14Supplementary visit under the WeBS Core Count SurveyWeBS,0,37.0,0.0,0,0,0,(0),nan,0,0,19,2019-11-22 01:21:15
Balta Sound,nan,0,0,0.0,0,140Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,155Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,10Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,0.0,0,0,0.0,0,0,0,0,0,0,0,0,nan,0,0,20,2019-11-22 01:21:28
Bangour Reservoir Broxburn,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,nan,0,0,20,2019-11-22 01:21:28
Bay of Clachtoll,(0),(0),nan,nan,nan,nan,nan,0,0.0,0,0,0.0,14,0,0,0,0,0,0,0,nan,0,0,20,2019-11-22 01:21:28
Bay of Sannick,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,(41),0.0,0,(0),(0),(0),(0),0,0,0,nan,0,0,20,2019-11-22 01:21:28
Bayfield Loch,0,0,0,0.0,0,0,0,40Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,0.0,0,0,0.0,0,0,0,(0),0,0,0,0,nan,0,0,20,2019-11-22 01:21:28
Belzies Farm,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0,120,0,0,0,0,nan,nan,0,0,20,2019-11-22 01:21:28
Big Waters,nan,nan,0,0.0,1Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,43Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,0,52Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,0.0,0,0,0.0,0,0,0,0,0,0,0,0,nan,0,0,20,2019-11-22 01:21:28
Bingham's Pond,0,0,0,0.0,0,0,1,0,0.0,0,0,0.0,2Supplementary visit under the WeBS Core Count SurveyWeBS,0,0,0,0,0,0,0,nan,0,0,20,2019-11-22 01:21:28
Bishop Loch,0,0,0,0.0,0,19,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,nan,0,0,20,2019-11-22 01:21:28
Black Devon Wetlands,8,0,0,0.0,0,0,0,0,12.0,27,0,102.0,0,0,0,0,0,0,(0),(0),nan,0,0,20,2019-11-22 01:21:28
Black Loch (Ren),0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,nan,0,0,20,2019-11-22 01:21:28
Blairdrummond Safari Park Loch,1,1,1,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,nan,0,0,20,2019-11-22 01:21:28
Bowden Reservoir (Bowden Moor Loch),nan,0,0,0.0,0,0,1,0,0.0,0,0,nan,0,0,0,0,0,0,0,0,nan,0,0,20,2019-11-22 01:21:28
Brackenber Tarn,nan,nan,nan,0.0,0,0,2,0,0.0,0,0,0.0,0,0,0,0,0,0,nan,nan,nan,0,0,20,2019-11-22 01:21:28
Branton Gravel Pits,nan,nan,nan,nan,nan,nan,336Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,350Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,0.0,0,0,0,0,0,0,0,0,nan,0,0,20,2019-11-22 01:21:28
Braystones Pond,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,4,0,nan,0,nan,nan,nan,0,0,20,2019-11-22 01:21:28
Broomhill Lochans,85,0,0,0.0,0,0,0,0,0.0,0,0,nan,0,0,0,0,0,0,1,nan,nan,0,0,20,2019-11-22 01:21:28
Brother Loch,0,0,0,0.0,0,2,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,(0),nan,0,0,20,2019-11-22 01:21:28
Brothers Water,0,2,0,2.0,0,1,0,4,0.0,0,7,4.0,0,0,0,(0),0,0,0,0,nan,0,0,20,2019-11-22 01:21:28
