Site▲▼,78/79▲▼,79/80▲▼,80/81▲▼,81/82▲▼,82/83▲▼,83/84▲▼,84/85▲▼,85/86▲▼,86/87▲▼,87/88▲▼,88/89▲▼,89/90▲▼,90/91▲▼,91/92▲▼,92/93▲▼,93/94▲▼,94/95▲▼,95/96▲▼,96/97▲▼,97/98▲▼,98/99▲▼,99/00▲▼,00/01▲▼,01/02▲▼,02/03▲▼,03/04▲▼,04/05▲▼,05/06▲▼,06/07▲▼,07/08▲▼,08/09▲▼,09/10▲▼,10/11▲▼,11/12▲▼,12/13▲▼,13/14▲▼,14/15▲▼,15/16▲▼,16/17▲▼,17/18▲▼,Mon,Moving5yr avg▲▼,13/14-17/185yr avg▲▼,WebPageNo,RoughTimeAccessed
Alvecote Pools,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,(0),0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0.0,0,nan,0,0,3,2019-11-27 19:23:44
Angerton Lake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,3,(0),0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,nan,0,0,3,2019-11-27 19:23:44
Anglers Country Park Lake,nan,nan,nan,nan,nan,nan,nan,1.0,1,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,nan,0,0,3,2019-11-27 19:23:44
Aqualate Mere,3.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,nan,0,0,3,2019-11-27 19:23:44
Ardleigh Reservoir,nan,nan,0.0,0.0,0.0,0.0,nan,nan,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,nan,nan,nan,nan,nan,nan,nan,0,(0),(0),nan,nan,nan,nan,0,nan,0,0,3,2019-11-27 19:23:44
Arnot Reservoir,nan,0.0,nan,nan,nan,6.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,(0),0,0.0,0.0,0,0,(0),(0),0,0,0,0,0,0.0,0,nan,0,0,3,2019-11-27 19:23:44
Artro Estuary,0.0,0.0,26.0,0.0,0.0,nan,0.0,0.0,0,0,0.0,0,0.0,0.0,1.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,nan,0,0,3,2019-11-27 19:23:44
Asten Valley Filsham,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,0,0,3,2019-11-27 19:23:44
Attenborough Gravel Pits,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,(0),(0),(0),(0),0.0,0,nan,0,0,0.0,0.0,0,(0),(0),(0),(0),(0),0,0,0,0.0,nan,nan,0,0,3,2019-11-27 19:23:44
Avon Estuary (Devon),0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,7,0,0.0,(0),0.0,0.0,0.0,4,0,0.0,0,0,(0),0,0.0,(0),0,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0,nan,0,0,3,2019-11-27 19:23:44
Avon Valley - Salisbury to Fordingbridge,6.0,0.0,5.0,40.0,0.0,9.0,0.0,22.0,32,58,3.0,7,22.0,10.0,42.0,0,(24),22.0,62,(23),0,0,0.0,12,2,0,0,0.0,0.0,0,0,1,0,0,0,(0),0,(0),0.0,0,nan,0,0,3,2019-11-27 19:23:44
Axe Estuary (Devon),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,(0),0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,1,1,0,0,0,0,0,0.0,0,nan,0,0,3,2019-11-27 19:23:44
Baglan Pool,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,nan,0,0,3,2019-11-27 19:23:44
Ballacain Dubs,nan,nan,nan,nan,nan,0.0,nan,nan,1,0,nan,nan,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(0),0,nan,nan,nan,0,0,3,2019-11-27 19:23:44
Bann Estuary,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,9,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,nan,0,0,3,2019-11-27 19:23:44
Barcombe Mills Reservoir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,0.0,0,0.0,0.0,2.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,nan,0,0,3,2019-11-27 19:23:44
Baron's Haugh,nan,nan,nan,nan,nan,0.0,0.0,0.0,1,0,0.0,0,0.0,1.0,2.0,0,0,nan,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,(0),0,0,0.0,0,nan,0,0,3,2019-11-27 19:23:44
Barrow Gurney Reservoir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,9.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,nan,0,0,3,2019-11-27 19:23:44
Barrow Upon Trent Gravel Pit,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0,0,0,0,0.0,4,6,0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(0),nan,0,0,3,2019-11-27 19:23:44
Barton Broad,nan,nan,nan,nan,5.0,0.0,0.0,0.0,0,nan,1.0,0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,nan,0,0,3,2019-11-27 19:23:44
Barton Pits and Catholme,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,2.0,0,0,32.0,0,0,0,0,0.0,5,0,3,0,0.0,0.0,0,0,0,(0),0,0,0,0,nan,nan,nan,nan,0,0,3,2019-11-27 19:23:44
Beaulieu Estuary,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,nan,0,0,3,2019-11-27 19:23:44
Belchers Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0,1,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,0,0,4,2019-11-27 19:24:11
Belvide Reservoir,0.0,0,0.0,0,0.0,3.0,0.0,0.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0,3,5,0,0,0,0,9,nan,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,nan,0,0,4,2019-11-27 19:24:11
Bennybeg Pond,nan,nan,nan,0,0.0,nan,nan,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,nan,nan,nan,nan,nan,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,nan,0,0,4,2019-11-27 19:24:11
Besthorpe and Girton Gravel Pits and Fleet,31.0,16,0.0,0,0.0,0.0,0.0,0.0,11.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,(0),nan,0,nan,0,0,4,2019-11-27 19:24:11
Bicton Reservoirs,4.0,2,2.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0,19,0,0,(0),0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,nan,0,0,4,2019-11-27 19:24:11
Big Waters,0.0,0,0.0,0,0.0,22.0,0.0,0.0,4.0,0.0,0,0.0,0.0,2.0,0.0,0.0,0,0,nan,nan,nan,nan,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0,0,0,nan,0,0,4,2019-11-27 19:24:11
Billing Gravel Pits,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,0,0,0,(0),0,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0,0,0,nan,0,0,4,2019-11-27 19:24:11
Birnie Loch,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1Supplementary visit under the WeBS Core Count SurveyWeBS,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,nan,0,0,4,2019-11-27 19:24:11
Bittell Reservoirs,0.0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,(0),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,(0),0,0,nan,0,0,4,2019-11-27 19:24:11
Blackbrook Reservoir,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,(0),0,0,0,nan,nan,nan,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,nan,0,0,4,2019-11-27 19:24:11
Blackmoorfoot Reservoir,0.0,0,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,nan,0,0,4,2019-11-27 19:24:11
Blackwater Estuary,0.0,(0),69.0,22,36.0,15.0,35.0,15.0,3.0,7.0,(0),3.0,1.0,0.0,12.0,8.0,0,1,20,2,0,0,5,0,(1),0.0,0,0,0,17.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0,0,0,nan,0,0,4,2019-11-27 19:24:11
Blairbowie Farm Flash,0.0,0,40.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,nan,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,nan,0,0,4,2019-11-27 19:24:11
Blatherwyke Lake,0.0,nan,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,(0),(0),0,0,0,0,0,0,0,nan,0,0,(0),0.0,0.0,0.0,3.0,0.0,0,0.0,0.0,0,(0),0,nan,0,0,4,2019-11-27 19:24:11
Blaxton and Finningley Gravel Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,4,2019-11-27 19:24:11
Blithfield Reservoir,8.0,13,27.0,12,6.0,10.0,0.0,0.0,0.0,2.0,0,0.0,0.0,3.0,0.0,0.0,0,0,6,0,0,0,0,0,0,0.0,0,nan,nan,0.0,0.0,0.0,11.0,0.0,0,0.0,0.0,0,0,0,nan,0,0,4,2019-11-27 19:24:11
Block Fen Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,0.0,0.0,0,nan,0,0,(0),nan,nan,nan,nan,nan,nan,0,0,0.0,0.0,0.0,0.0,0.0,(0),0.0,0.0,nan,nan,nan,nan,0,0,4,2019-11-27 19:24:11
Blyth Estuary,15.0,2,0.0,(52),15.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,30,0,0,nan,nan,0,(0),0,0.0,0,0,16,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,nan,0,0,4,2019-11-27 19:24:11
Boddington Reservoirs,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,nan,0.0,nan,0,0,11,11,0,0,(0),(0),0,0.0,(0),0,(0),0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,nan,0,0,4,2019-11-27 19:24:11
Bolton-on-Swale Gravel Pits,nan,nan,nan,nan,nan,0.0,11.0,3.0,0.0,4.0,4,nan,2.0,5.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,nan,0,0,4,2019-11-27 19:24:11
Bosherston Lakes,0.0,0,0.0,0,0.0,2.0,0.0,0.0,5.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0,0,21,0,0,(0),0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,nan,0,0,4,2019-11-27 19:24:11
Bough Beech Reservoir,0.0,nan,0.0,nan,0.0,2.0,0.0,5.0,6.0,0.0,nan,4.0,0.0,0.0,0.0,0.0,0,(0),nan,nan,nan,0,0,(0),0,0.0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0,(0),0,nan,0,0,4,2019-11-27 19:24:11
Bourton-on-the-Water Gravel Pits,0.0,0,0.0,0,1.0,1.0,nan,nan,nan,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,(0),(0),0,nan,0,0,4,2019-11-27 19:24:11
Bow Farm,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0,0,0,nan,0,0,4,2019-11-27 19:24:11
Brading Harbour,0.0,2,3.0,1,4.0,2.0,4.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,(0),0,0,0,0,0,0,0,0,0.0,0,(0),0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,(0),nan,0,0,4,2019-11-27 19:24:11
Brampton Gravel Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0,(0),(2),(0),0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0,0.0,0.0,nan,nan,nan,nan,0,0,4,2019-11-27 19:24:11
Brandon Marsh Nature Reserve,0.0,0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,(0),0,0.0,0,0,0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,4,2019-11-27 19:24:11
Braydon Pond,0.0,0,0.0,0,0.0,0.0,0.0,0.0,nan,0.0,0,nan,nan,0.0,0.0,0.0,0,0,0,0,0,0,(0),0,0,0.0,nan,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,nan,nan,nan,0,0,4,2019-11-27 19:24:11
Brechfa Pool,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan,0,0.0,nan,nan,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,nan,0,0,4,2019-11-27 19:24:11
Bredon's Hardwick Gravel Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0.0,0,0,0,0.0,0.0,0.0,3.0,0.0,0,0.0,0.0,0,0,0,nan,0,0,4,2019-11-27 19:24:11
Brent Reservoir,0.0,0.0,0.0,0,0.0,0,0.0,nan,0.0,0,0,0.0,0.0,0,0.0,(0),0,(0),(0),3,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,nan,0,0,5,2019-11-27 19:24:37
Broomlee Lough,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,nan,0,nan,nan,nan,nan,0,3,0.0,nan,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,nan,0,0,5,2019-11-27 19:24:37
Buckden and Stirtloe Pits,0.0,0.0,0.0,nan,nan,0,0.0,2.0,4.0,1,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,nan,(0),0,0.0,0,0.0,nan,0,0,5,2019-11-27 19:24:37
Burghfield Gravel Pits,0.0,nan,0.0,3,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,nan,0.0,0,0,0,0,0,0.0,0,nan,nan,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,nan,0,0,5,2019-11-27 19:24:37
Burry Inlet,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,(0),0,0,0.0,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,nan,0,0,5,2019-11-27 19:24:37
Burton Gravel Pits (Lincoln),nan,nan,0.0,0,0.0,0,0.0,0.0,0.0,nan,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,(0),0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,nan,0,0,5,2019-11-27 19:24:37
Buscot Lakes and Reservoir,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,2.0,0.0,0,0.0,0,0,0,0,(0),0.0,0,nan,0,0.0,0,0.0,(0),0.0,nan,nan,nan,nan,nan,0.0,0,(0),0.0,0,0.0,nan,0,0,5,2019-11-27 19:24:37
Caistron Quarry,nan,nan,nan,nan,nan,0,0.0,0.0,4.0,0,2,0.0,nan,0,0.0,0,0,0,nan,nan,nan,nan,0,0,0.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,nan,0,0,5,2019-11-27 19:24:37
Caldecotte Gravel Pits,nan,nan,nan,nan,nan,(0),2.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0,0.0,nan,0,0,5,2019-11-27 19:24:37
Calvert Brick Works,0.0,0.0,0.0,0,0.0,0,4.0,0.0,0.0,0,0,0.0,0.0,1,nan,0,0,0,nan,nan,0.0,0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,nan,0,0,5,2019-11-27 19:24:37
Cam Washes (Upware),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,4,0,0.0,0,0,0,0.0,0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,nan,0,0,5,2019-11-27 19:24:37
Camel Estuary,0.0,0.0,0.0,nan,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,37,1,9,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0,0.0,0,0.0,nan,0,0,5,2019-11-27 19:24:37
Capheaton (Sir Edward's Lake),0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,nan,nan,nan,nan,6,0,0.0,0,15.0,0,nan,nan,nan,nan,0.0,0.0,8.0,0,0,2.0,0,0.0,nan,0,0,5,2019-11-27 19:24:37
Carlingwark Loch,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,(0),0.0,nan,0,0,5,2019-11-27 19:24:37
Carmarthen Bay,0.0,nan,nan,0,0.0,0,0.0,nan,0.0,(0),nan,0.0,0.0,(0),1.0,4,0,4,0,0,0.0,0,2,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,nan,0,0,5,2019-11-27 19:24:37
Carriston Reservoirs,0.0,0.0,nan,nan,0.0,1,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,nan,nan,0,0,0,nan,nan,0.0,0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,nan,0,0,5,2019-11-27 19:24:37
Carsebreck and Rhynd Lochs,0.0,nan,nan,0,0.0,0,0.0,0.0,0.0,0,0,0.0,2.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,nan,0,0,5,2019-11-27 19:24:37
Cassington and Yarnton Gravel Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0,0,0,0.0,0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,nan,nan,nan,0,0,5,2019-11-27 19:24:37
Castle Howard Lake,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,nan,0,0,5,2019-11-27 19:24:37
Castle Loch Lochmaben,0.0,nan,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0,0,0.0,0,0.0,nan,0,0,5,2019-11-27 19:24:37
Cefni Reservoir,0.0,0.0,6.0,0,0.0,0,0.0,0.0,0.0,0,nan,23.0,12.0,0,0.0,0,0,5,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,nan,nan,nan,nan,0,0,0.0,0,0.0,nan,0,0,5,2019-11-27 19:24:37
Cemlyn Bay and Lagoon,1.0,0.0,0.0,0,nan,0,nan,5.0,23.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,4,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,nan,nan,0,0,5,2019-11-27 19:24:37
Chasewater,2.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,nan,nan,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,nan,0,0,5,2019-11-27 19:24:37
Cheddar Reservoir,12.0,0.0,0.0,9,0.0,0,0.0,1.0,0.0,0,0,0.0,0.0,7,0.0,0,0,0,0,0,0.0,0,0,0,0.0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,nan,0,0,5,2019-11-27 19:24:37
Chelker Reservoir,nan,0.0,nan,nan,0.0,0,0.0,nan,0.0,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,0,nan,nan,nan,0,0.0,0,0.0,0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,nan,0,0,5,2019-11-27 19:24:37
Chelmarsh Reservoir,11.0,0.0,0.0,0,0.0,0,0.0,0.0,nan,nan,nan,nan,0.0,0,0.0,0,nan,nan,nan,nan,nan,nan,0,0,0.0,(0),0.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,nan,nan,nan,nan,0.0,nan,0,0,5,2019-11-27 19:24:37
Cherwell Valley,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.0,2,0,0,0,0,0.0,0,4,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,nan,0,0,5,2019-11-27 19:24:37
Chichester Gravel Pits,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0,0.0,0,0.0,nan,0,0,5,2019-11-27 19:24:37
Chichester Harbour,0.0,0.0,0.0,(0),0.0,(0),3.0,0.0,3.0,0,(0),0.0,0.0,0,0.0,(0),(0),0,0,(0),0.0,0,(0),0,0.0,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,nan,0,0,5,2019-11-27 19:24:37
Chimney Corner Gravel Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,0,0,0.0,0,0,0,0.0,0,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,nan,0,0,5,2019-11-27 19:24:37
Christchurch Harbour,31,6.0,13,1,3.0,0.0,3.0,0.0,0.0,0,0,0,0.0,0.0,0.0,2,0,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,(0),0,0,0,0,0,0,0,0.0,0,nan,0,0,6,2019-11-27 19:25:03
Church Wilne Reservoir,0,8.0,0,2,0.0,0.0,22.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,0,0.0,nan,nan,0,0,6,2019-11-27 19:25:03
Clattercote Reservoir,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,6,2019-11-27 19:25:03
Clatworthy Reservoir,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0.0,0,nan,0,0,6,2019-11-27 19:25:03
Cleddau Estuary,0,2.0,(0),0,0.0,nan,0.0,0.0,0.0,0,0,0,2.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,(0),0,0,0,0,0,0,0,0,0,0.0,0,nan,0,0,6,2019-11-27 19:25:03
Clifford Hill Gravel Pits Consolidated,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,3.0,0.0,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,(0),6,0,0,0,0,0,0,0.0,0,nan,0,0,6,2019-11-27 19:25:03
