Site▲▼,78/79▲▼,79/80▲▼,80/81▲▼,81/82▲▼,82/83▲▼,83/84▲▼,84/85▲▼,85/86▲▼,86/87▲▼,87/88▲▼,88/89▲▼,89/90▲▼,90/91▲▼,91/92▲▼,92/93▲▼,93/94▲▼,94/95▲▼,95/96▲▼,96/97▲▼,97/98▲▼,98/99▲▼,99/00▲▼,00/01▲▼,01/02▲▼,02/03▲▼,03/04▲▼,04/05▲▼,05/06▲▼,06/07▲▼,07/08▲▼,08/09▲▼,09/10▲▼,10/11▲▼,11/12▲▼,12/13▲▼,13/14▲▼,14/15▲▼,15/16▲▼,16/17▲▼,17/18▲▼,Mon,Moving5yr avg▲▼,13/14-17/185yr avg▲▼,WebPageNo,RoughTimeAccessed
Glaslyn Marshes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,2,2.0,0,0,0.0,1.0,0,0,0,0,0.0,0.0,0,nan,nan,0,0.0,0,0,0,0,0,0,0,0,0,nan,0,0,9,2019-11-27 19:26:22
Glynde Levels,3.0,0.0,3,3.0,0.0,0.0,0.0,nan,nan,0.0,4.0,2.0,10.0,0.0,0,16.0,0,0,0.0,0.0,0,0,0,(0),0.0,0.0,0,0.0,(0),0,0.0,0,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,9,2019-11-27 19:26:22
Godmanchester Nature Reserve,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0,0.0,5Supplementary visit under the WeBS Core Count SurveyWeBS,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,nan,nan,nan,0,0,0,0,(0),0,0,0,nan,0,0,9,2019-11-27 19:26:22
Gouthwaite Reservoir,1.0,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,(0),0,0.0,0.0,0,0,(0),0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,nan,0,0,9,2019-11-27 19:26:22
Grantham Canal - Cotgrave to Gamston,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,1.0,0.0,0,0,0,nan,nan,nan,nan,0.0,0,0,0.0,2,(0),(0),0,0,(0),(0),(0),(0),nan,0,0,9,2019-11-27 19:26:22
Gravel Farm Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0.0,0,0,0.0,7Supplementary visit under the WeBS Core Count SurveyWeBS,0,10,nan,nan,nan,nan,nan,0,nan,0,0,9,2019-11-27 19:26:22
Great Pool Westwood Park,0.0,0.0,(0),0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,nan,0,0,9,2019-11-27 19:26:22
Grimsthorpe Lake,nan,nan,nan,0.0,0.0,nan,0.0,0.0,0.0,nan,0.0,23.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,(0),0,0,0.0,0.0,1,0.0,0,0,0.0,nan,nan,0,nan,0,0,0,0,(0),nan,0,0,9,2019-11-27 19:26:22
Grindon Lough,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,nan,0,nan,nan,nan,nan,(0),0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,nan,0,0,9,2019-11-27 19:26:22
Groby Pool,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,nan,0,0,9,2019-11-27 19:26:22
Gunthorpe Gravel Pits and River Trent,0.0,0.0,0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,nan,nan,0,nan,0,0,nan,nan,nan,nan,0,0,9,2019-11-27 19:26:22
Hallington Reservoir,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,(0),0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,nan,0,0,9,2019-11-27 19:26:22
Hamford Water,0.0,0.0,7,28.0,7.0,0.0,0.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,6Standard visit under the WeBS Low Tide Count SurveyWeBS,49.0,0,6,0.0,2.0,0,3,0,0,27.0,0.0,0,0.0,8,15,0.0,0,0,0,0,0,0,0,0,0,nan,0,0,9,2019-11-27 19:26:22
Hamilton Low Parks and Strathclyde Park,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,nan,nan,nan,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,nan,0,0,9,2019-11-27 19:26:22
Hanmer Mere,nan,nan,0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,0,0,9,2019-11-27 19:26:22
Hanningfield Reservoir,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,3.0,4.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,nan,0,0,9,2019-11-27 19:26:22
Hardley Flood,nan,nan,nan,nan,nan,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,nan,nan,nan,nan,0,nan,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,(0),0,0,nan,nan,nan,0,0,9,2019-11-27 19:26:22
Harewood Lake,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,(0),0.0,0.0,0,0,1,0,0.0,0.0,0,2.0,0,0,0.0,0,0,0,0,0,0,0,0,0,nan,0,0,9,2019-11-27 19:26:22
Harrold-Odell Country Park,0.0,0.0,0,0.0,0.0,0.0,13.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0,0.0,nan,0,0,0,0,0.0,0.0,nan,nan,nan,nan,0.0,0,0,0,0,0,0,0,0,0,nan,0,0,9,2019-11-27 19:26:22
Hauxley Nature Reserve,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,7.0,0,0,nan,nan,nan,nan,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,nan,0,0,9,2019-11-27 19:26:22
Hayle Estuary,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,(0),0,0,0,0,0,0,nan,0,0,9,2019-11-27 19:26:22
Hayle Kimbro Pool (Lizard),nan,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,7,0,0,0,0,0,0,0,nan,0,0,9,2019-11-27 19:26:22
Heigham Holmes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,(5),0.0,12,(0),(0),0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0,nan,0,0,10,2019-11-27 19:26:48
Hellifield,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,0,0.0,0,0,0.0,0,nan,nan,nan,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,nan,0,0,10,2019-11-27 19:26:48
Hickling Broad,0.0,64.0,141.0,166.0,24.0,21.0,26.0,202.0,78.0,11.0,0.0,0.0,14.0,0.0,0.0,0,0.0,0,nan,nan,0.0,0,0,0.0,0,(0),282Supplementary visit under the WeBS Core Count SurveyWeBS,0.0,0,nan,0,0,nan,0,380.0,0,0.0,2.0,0.0,0,nan,0,0,10,2019-11-27 19:26:48
Hilfield Park Reservoir,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,nan,0,0,10,2019-11-27 19:26:48
Hill Ridware Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,3,0,0.0,0,0.0,0,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0,0,10,2019-11-27 19:26:48
Hilton Gravel Pits,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,nan,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,nan,0,0,10,2019-11-27 19:26:48
Hirsel Lake,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,nan,0.0,0,0,0,0.0,0,0,nan,nan,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,nan,0,0,10,2019-11-27 19:26:48
Holburn Moss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(0),0.0,0,0,0,0.0,0,0,0.0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0,nan,0,0,10,2019-11-27 19:26:48
Hollowell Reservoir,2.0,0.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,(0),0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,nan,0,0,10,2019-11-27 19:26:48
Holme Pierrepont Gravel Pits,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,(0),0,(0),0.0,0,0,nan,nan,0,0,0.0,0,0.0,0,2,0.0,0,0.0,0,0.0,nan,0.0,0,nan,0,0,10,2019-11-27 19:26:48
Holyhead Reservoir,nan,nan,0.0,nan,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,10,2019-11-27 19:26:48
Holywell Pond,4.0,3.0,0.0,0.0,5.0,11.0,0.0,0.0,7.0,0.0,0.0,nan,0.0,2.0,0.0,0,0.0,0,nan,nan,nan,nan,(0),0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,nan,0,0,10,2019-11-27 19:26:48
Hornsea Mere,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0,0.0,nan,0,0,0.0,0,0,0.0,2,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,nan,0,0,10,2019-11-27 19:26:48
Hoselaw Loch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,(0),nan,nan,(0),(0),(0),0.0,(0),0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,nan,0,0,10,2019-11-27 19:26:48
Hoveringham and Bleasby Gravel Pits,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0,0,0.0,nan,nan,0,0.0,3,0.0,0,0,0.0,(0),0.0,0,0.0,0.0,0.0,0,nan,0,0,10,2019-11-27 19:26:48
Hule Moss,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,nan,0.0,0,0.0,0.0,0.0,0,nan,0,0,10,2019-11-27 19:26:48
Hurstwood Reservoir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,nan,0,0,10,2019-11-27 19:26:48
Hurworth Burn Reservoir,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,nan,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,nan,0,0,10,2019-11-27 19:26:48
Ingbirchworth Reservoir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,nan,nan,nan,nan,0,0.0,nan,nan,nan,0,0.0,0,0.0,(0),0.0,0.0,0.0,0,nan,0,0,10,2019-11-27 19:26:48
Inner Moray and Beauly Firths,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,(0),0,0.0,0,0.0,0,0.0,0.0,0.0,0,nan,0,0,10,2019-11-27 19:26:48
Ironhurst Loch,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,0,0,10,2019-11-27 19:26:48
Kenfig Pool,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,nan,4.0,0.0,0.0,0.0,0.0,0,nan,nan,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,nan,0,0,10,2019-11-27 19:26:48
Kerrowdhoo Reservoir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,nan,0.0,nan,nan,nan,nan,0,0,10,2019-11-27 19:26:48
Kilbirnie Loch Beith,nan,nan,nan,nan,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,nan,0,0.0,0,(0),0,5.0,(0),0.0,0,(0),0.0,0,0.0,nan,0.0,0.0,0.0,0,nan,0,0,10,2019-11-27 19:26:48
Kilconquhar Loch,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,nan,0,0,10,2019-11-27 19:26:48
King George V Reservoirs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2,19,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,nan,0,0,10,2019-11-27 19:26:48
King George VI Reservoir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,(0),0,0.0,0,0.0,0,0.0,0.0,0.0,0,nan,0,0,10,2019-11-27 19:26:48
King's Bromley Gravel Pits,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,(0),nan,0,0,10,2019-11-27 19:26:48
King's Dyke Pits Whittlesey,nan,nan,nan,nan,0.0,0.0,0.0,0.0,24.0,0.0,nan,nan,nan,nan,2.0,0,nan,0,(0),0,0.0,0,nan,nan,nan,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,nan,nan,nan,0,0,10,2019-11-27 19:26:48
Kirby Lakes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,7.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,0,0,10,2019-11-27 19:26:48
Kirk Loch Lochmaben,nan,nan,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,nan,0,0,11,2019-11-27 19:27:15
Knepp Millpond,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0,15.0,0,0,(0),0,0,6,0,(0),0,(0),(0),0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,nan,0,0,11,2019-11-27 19:27:15
Knotford Nook Gravel Pits,nan,0.0,nan,nan,0.0,0.0,nan,nan,0.0,nan,nan,nan,nan,nan,0.0,nan,0,nan,nan,(0),(0),(0),0,0,0,0,0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,11,2019-11-27 19:27:15
LNER Ballast Pits Lincoln,nan,nan,0.0,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,6,0,0,0,nan,nan,nan,nan,(0),0,0.0,0.0,0,0,0,0,0,nan,0,0,11,2019-11-27 19:27:15
Lackford Lakes Nature Reserve,nan,nan,nan,nan,nan,nan,13.0,0.0,0.0,nan,nan,nan,nan,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,(0),0,0.0,0,0.0,0.0,0,0,0.0,2.0,0,0,0,0,0,nan,0,0,11,2019-11-27 19:27:15
Lambeth Reservoirs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,nan,0,0,11,2019-11-27 19:27:15
Langford Lakes,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0,(0),(0),nan,nan,nan,nan,nan,(0),(0),0,(0),0.0,(0),0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,nan,0,0,11,2019-11-27 19:27:15
Langtoft West End Gravel Pits,nan,nan,0.0,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,(0),0,0,0,0,0,0.0,0,nan,0.0,0,0,0.0,0.0,0,0,0,0,0,nan,0,0,11,2019-11-27 19:27:15
Lee Valley Gravel Pits,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,(0),0,0,0,0,0,(0),0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,nan,0,0,11,2019-11-27 19:27:15
Leigh Place Waters,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0,0.0,0,0,(0),(0),(0),(0),nan,0,nan,1,0,0,nan,nan,nan,nan,nan,nan,0.0,0.0,0,0,0,0,0,nan,0,0,11,2019-11-27 19:27:15
Leighton Moss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,nan,0,0,11,2019-11-27 19:27:15
Leighton and Roundhill Reservoirs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,nan,nan,0,0.0,0,nan,0,0,0,0,0,(0),0,0,0,0,0.0,0,0.0,nan,0,nan,nan,nan,0,0,nan,nan,nan,nan,0,0,11,2019-11-27 19:27:15
Leybourne and New Hythe Gravel Pits,nan,0.0,0.0,nan,0.0,0.0,0.0,14.0,nan,0.0,nan,0.0,0.0,0,0.0,0,nan,2,nan,nan,nan,nan,0,0,0,0,nan,0.0,0,nan,nan,0,0,0.0,0.0,nan,0,nan,nan,nan,nan,0,0,11,2019-11-27 19:27:15
Lilymere,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,0,0,11,2019-11-27 19:27:15
Lindisfarne,7.0,3.0,5.0,3.0,2.0,0.0,3.0,0.0,4.0,5.0,5.0,0.0,0.0,(0),0.0,(0),0,0,0,(0),0,0,0,0,10,0,0,0.0,0,0.0,0.0,0,0,0.0,1.0,(0),(0),(0),(0),(0),nan,0,0,11,2019-11-27 19:27:15
Linford Gravel Pits,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,15.0,0.0,3.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,nan,0,0,11,2019-11-27 19:27:15
Linton Pond Ellington,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,1,nan,0,0,3,nan,nan,nan,nan,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,nan,0,0,11,2019-11-27 19:27:15
Little Paxton Gravel Pits,0.0,0.0,0.0,0.0,4.0,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,1,0.0,0,1Supplementary visit under the WeBS Core Count SurveyWeBS,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,26,0,0.0,0.0,0,0,0,0,0,nan,0,0,11,2019-11-27 19:27:15
Livermere and Ampton Water,nan,nan,nan,nan,nan,nan,8.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0.0,nan,0.0,0.0,0,nan,nan,nan,nan,nan,nan,(0),0,nan,0,0,11,2019-11-27 19:27:15
Llandegfedd Reservoir,23.0,0.0,0.0,38.0,16.0,37.0,68.0,0.0,3.0,25.0,0.0,16.0,56.0,nan,nan,nan,nan,nan,0,15,11,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,0.0,0,0,0,0,0,nan,0,0,11,2019-11-27 19:27:15
Llangorse Lake,nan,nan,0.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,(0),0,0,0,0,nan,0,0,11,2019-11-27 19:27:15
Lliedi Reservoirs,nan,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,11,2019-11-27 19:27:15
Llyn Alaw,14.0,0.0,0.0,9.0,0.0,0.0,9.0,25.0,0.0,7.0,6.0,6.0,11.0,5,0.0,0,0,5,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,nan,nan,0.0,0,nan,nan,nan,(0),nan,0,0,11,2019-11-27 19:27:15
Llyn Clywedog,nan,nan,nan,nan,nan,nan,nan,nan,0.0,7.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(0),0.0,0.0,0,0,0,0,nan,nan,0,0,11,2019-11-27 19:27:15
Llyn Coron,11.0,0.0,0.0,1.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0,0.0,0,(0),0,0,0,0,(0),0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,nan,0,0,11,2019-11-27 19:27:15
Llyn Helyg,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,nan,nan,nan,nan,nan,nan,0,0,0,0,nan,0,0,11,2019-11-27 19:27:15
Llyn Llywenan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0,nan,nan,nan,0,0,0,0,0,nan,nan,0,0,0,nan,nan,nan,nan,nan,0,0.0,0.0,0,0,0,0,0,nan,0,0,11,2019-11-27 19:27:15
Llyn Pen-y-parc,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,(0),0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,nan,0,0,11,2019-11-27 19:27:15
Llyn Traffwll,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,5,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,nan,0,0,11,2019-11-27 19:27:15
Llyn Trawsfynydd,0.0,0.0,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,(0),0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,(0),nan,nan,0,0,11,2019-11-27 19:27:15
Llyn Y Tarw,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0.0,0,0.0,0,3,0,0,0,0,nan,0,0,0,0.0,0,0.0,nan,nan,nan,nan,nan,nan,(0),0,0,0,nan,0,0,12,2019-11-27 19:27:41
Llyn-y-gadair,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0,0.0,nan,16,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,0,12,2019-11-27 19:27:41
Llynnau Y Fali,0.0,nan,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,(0),4.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,nan,0,0,12,2019-11-27 19:27:41
Llys-y-fran Reservoir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0,0.0,0,nan,0,0,0,0,(0),0,(0),0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,nan,0,0,12,2019-11-27 19:27:41
