Site,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,RoughTimeAccessed
Fleet and Wey,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[6, 1, 'Sep', 0, None, None]","[6, 1, 'Apr', 0, None, None]","[66, 1, 'May', 0, None, None]","[9, 1, 'Jul', 0, None, None]","[32, 1, 'May', 0, None, None]","[15, 1, 'Jul', 0, None, None]","[23, 1, 'May', 0, None, None]","[0, 1, '', 0, None, None]","[33, 1, 'Jul', 0, None, None]","[30, 1, 'Apr', 0, None, None]","[54, 1, 'Jul', 0, None, None]","[63, 1, 'Jul', 0, None, None]","[176, 1, 'Jul', 0, None, None]","[190, 1, 'Jul', 0, None, None]","[96, 1, 'May', 0, None, None]","[42, 1, 'May', 0, None, None]","[35, 1, 'Jun', 0, None, None]","[10, 1, 'Jun', 0, None, None]","[115, 1, 'Jul', 0, None, None]","[110, 1, 'May', 0, None, None]","[305, 1, 'Aug', 0, None, None]","[195, 1, 'Jul', 0, None, None]","[245, 1, 'Jul', 0, None, None]","[184, 1, 'Jul', 0, None, None]",2020-01-19 18:22:04
WWT Washington,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[17, 2, 'Jul', 0, None, None]","[42, 1, 'Aug', 0, None, None]","[8, 1, 'Jul', 0, None, None]","[45, 1, 'Aug', 0, None, None]","[57, 1, 'Aug', 0, None, None]","[90, 1, 'Aug', 0, None, None]","[35, 1, 'Jul', 0, None, None]","[14, 1, 'Aug', 0, None, None]","[20, 1, 'May', 0, None, None]","[18, 1, 'Jul', 0, None, None]","[48, 1, 'Jul', 0, None, None]","[92, 1, 'Jun', 0, None, None]","[78, 1, 'Jun', 0, None, None]","[26, 1, 'Jul', 0, None, None]","[61, 1, 'Jun', 0, None, None]","[63, 1, 'Jun', 0, None, None]","[43, 1, 'May', 0, None, None]","[156, 1, 'Jun', 0, None, None]","[160, 1, 'Jun', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[86, 1, 'Jul', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[107, 1, 'Jul', 0, None, None]","[211, 1, 'Jul', 0, None, None]","[311, 1, 'Jul', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[218, 1, 'Jul', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']",2020-01-19 18:22:04
Montrose Basin,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[57, 1, 'Aug', 0, None, None]","[24, 1, 'Jun', 0, None, None]","[11, 1, 'Sep', 0, None, None]","[6, 1, 'May', 0, None, None]","[60, 1, 'Jul', 0, None, None]","[102, 1, 'Jul', 0, None, None]","[92, 1, 'Aug', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[38, 1, 'May', 0, None, None]","[80, 1, 'Jul', 0, None, None]","[110, 1, 'Jul', 0, None, None]","[37, 1, 'Jul', 0, None, None]","[8, 1, 'Aug', 0, None, None]","[77, 1, 'Aug', 0, None, None]","[166, 1, 'Aug', 0, None, None]","[181, 1, 'Jun', 0, None, None]","[127, 2, 'Aug', 0, None, None]","[117, 1, 'May', 0, None, None]","[74, 1, 'Aug', 0, None, None]","[121, 1, 'Aug', 0, None, None]","[144, 1, 'Aug', 0, None, None]","[419, 2, 'Aug', 0, None, None]","[164, 1, 'Jul', 0, None, None]",2020-01-19 18:22:04
Dungeness and Rye Bay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[137, 1, 'May', 0, None, None]","[103, 1, 'May', 0, None, None]","[0, 1, '', 0, None, None]","[191, 1, 'Jun', 0, None, None]","[20, 1, 'Jul', 0, None, None]","[12, 1, 'May', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[8, 1, 'Aug', 0, None, None]","[2, 1, 'Apr', 0, None, None]","[40, 1, 'Apr', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Jul', 0, None, None]","[0, 1, '', 0, None, None]","[62, 1, 'Aug', 0, None, None]","[302, 1, 'Apr', 0, None, None]","[60, 1, 'Sep', 0, None, None]","[100, 1, 'Jun', 0, None, None]","[800, 1, 'May', 0, None, None]","[300, 1, 'May', 0, None, None]","[250, 1, 'Jul', 0, None, None]","[120, 1, 'Apr', 0, None, None]","[100, 1, 'May', 0, None, None]","[10, 1, 'Sep', 0, None, None]",2020-01-19 18:22:04
South Hayling Seafront,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]",nan,nan,nan,nan,nan,"[136, 1, 'Aug', 0, None, None]",nan,nan,nan,2020-01-19 18:22:04
Minsmere,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[21, 1, 'Aug', 0, None, None]","[17, 2, 'Jun', 0, None, None]","[3, 2, 'Jun', 0, None, None]","[36, 1, 'Jun', 0, None, None]","[74, 1, 'Jun', 0, None, None]",nan,"[15, 1, 'May', 0, None, None]","[146, 1, 'Jun', 0, None, None]","[94, 1, 'Jul', 0, None, None]","[78, 1, 'Jun', 0, None, None]","[76, 1, 'Jun', 0, None, None]","[111, 1, 'Jun', 0, None, None]","[84, 1, 'Jun', 0, None, None]","[136, 1, 'Jul', 0, None, None]","[165, 1, 'Jun', 0, None, None]","[210, 1, 'Jul', 0, None, None]","[189, 1, 'Jun', 0, None, None]","[204, 1, 'Jun', 0, None, None]","[115, 1, 'Jun', 0, None, None]","[63, 1, 'Jun', 0, None, None]","[49, 1, 'Jul', 0, None, None]","[232, 1, 'Jun', 0, None, None]","[174, 1, 'Jun', 0, None, None]","[158, 1, 'Jul', 0, None, None]",2020-01-19 18:22:04
Pagham Harbour,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[15, 1, 'Sep', 0, None, None]","[53, 1, 'Aug', 0, None, None]","[0, 2, '', 0, None, None]",nan,nan,nan,"[12, 1, 'Jul', 0, None, None]","[5, 1, 'Sep', 0, None, None]","[35, 1, 'May', 0, None, None]","[12, 1, 'Jun', 0, None, None]","[8, 1, 'Jul', 0, None, None]","[4, 1, 'May', 0, None, None]","[23, 1, 'Sep', 0, None, None]","[128, 1, 'Jul', 0, None, None]","[88, 1, 'May', 0, None, None]","[23, 2, 'May', 0, None, None]","[30, 1, 'Jul', 0, None, None]","[16, 1, 'Jul', 0, None, None]","[32, 2, 'Jul', 0, None, None]","[31, 1, 'Jun', 0, None, None]","[29, 1, 'Jun', 0, None, None]","[34, 1, 'May', 0, None, None]","[502, 1, 'Jul', 0, None, None]","[75, 1, 'Jun', 0, None, None]",2020-01-19 18:22:04
Thames Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[324, 2, 'Sep', 0, None, None]","[109, 1, 'Jul', 0, None, None]","[187, 1, 'Aug', 0, None, None]","[51, 1, 'May', 0, None, None]","[487, 1, 'Sep', 0, None, None]","[229, 1, 'Aug', 0, None, None]","[284, 1, 'Aug', 0, None, None]","[190, 1, 'Aug', 0, None, None]","[158, 1, 'Aug', 0, None, None]","[224, 2, 'Aug', 0, None, None]","[553, 1, 'Aug', 0, None, None]","[219, 1, 'Aug', 0, None, None]","[206, 1, 'Aug', 0, None, None]","[198, 1, 'Aug', 0, None, None]","[514, 1, 'Aug', 0, None, None]","[132, 1, 'Aug', 0, None, None]","[75, 1, 'Aug', 0, None, None]","[152, 1, 'Apr', 0, None, None]","[63, 1, 'Jul', 0, None, None]","[92, 1, 'Jul', 0, None, None]","[118, 1, 'Aug', 0, None, None]","[118, 1, 'Jun', 0, None, None]","[121, 1, 'Jul', 0, None, None]","[85, 2, 'Jun', 0, None, None]",2020-01-19 18:22:04
Dee Estuary (Welsh counties),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[88, 1, 'May', 0, None, None]","[97, 1, 'Jun', 0, None, None]","[90, 1, 'May', 0, None, None]","[56, 1, 'Jul', 0, None, None]","[117, 1, 'Aug', 0, None, None]","[111, 1, 'Aug', 0, None, None]","[132, 2, 'Jun', 0, None, None]","[3, 1, 'Sep', 0, None, None]","[263, 1, 'Jul', 0, None, None]","[18, 1, 'May', 0, None, None]","[70, 1, 'Apr', 0, None, None]","[30, 1, 'Jun', 0, None, None]","[330, 1, 'May', 0, None, None]","[500, 1, 'Aug', 0, None, None]","[152, 1, 'Jun', 0, None, None]","[235, 1, 'May', 0, None, None]","[60, 1, 'Jul', 0, None, None]","[180, 1, 'May', 0, None, None]","[80, 1, 'May', 0, None, None]","[128, 1, 'Jul', 0, None, None]","[111, 1, 'Aug', 0, None, None]","[118, 1, 'Jul', 0, None, None]","[32, 1, 'Aug', 0, None, None]","[141, 1, 'Jun', 0, None, None]",2020-01-19 18:22:04
Rutland Water,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[16, 1, 'Sep', 0, None, None]","[60, 1, 'Jul', 0, None, None]","[60, 1, 'Jun', 0, None, None]","[60, 1, 'Jun', 0, None, None]","[100, 1, 'Jul', 0, None, None]","[150, 1, 'May', 0, None, None]","[150, 1, 'Jun', 0, None, None]","[120, 1, 'May', 0, None, None]","[120, 1, 'May', 0, None, None]","[100, 1, 'May', 0, None, None]","[112, 1, 'Aug', 0, None, None]","[120, 1, 'Jun', 0, None, None]","[228, 1, 'Jul', 0, None, None]","[120, 1, 'Jun', 0, None, None]","[88, 1, 'May', 0, None, None]","[120, 1, 'May', 0, None, None]","[122, 1, 'Aug', 0, None, None]","[100, 1, 'May', 0, None, None]","[92, 1, 'Aug', 0, None, None]","[100, 1, 'Jun', 0, None, None]","[3, 1, 'Sep', 0, None, None]","[88, 1, 'May', 0, None, None]","[160, 1, 'May', 0, None, None]","[120, 1, 'May', 0, None, None]",2020-01-19 18:22:04
Abberton Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 2, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[102, 1, 'Aug', 0, None, None]","[94, 1, 'Jul', 0, None, None]","[101, 1, 'Aug', 0, None, None]","[146, 1, 'May', 0, None, None]","[69, 1, 'Jul', 0, None, None]","[88, 1, 'Jul', 0, None, None]","[44, 1, 'May', 0, None, None]","[90, 1, 'Jul', 0, None, None]",2020-01-19 18:22:04
Lunan Bay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[82, 1, 'Sep', 0, None, None]","[30, 1, 'Jul', 0, None, None]","[90, 1, 'Aug', 0, None, None]","[38, 1, 'Aug', 0, None, None]","[1, 1, 'May', 0, None, None]","[5, 1, 'Aug', 0, None, None]","[300, 2, 'Jul', 0, None, None]","[150, 2, 'Aug', 0, None, None]","[61, 1, 'May', 0, None, None]","[70, 1, 'Jul', 0, None, None]","[30, 1, 'Aug', 0, None, None]","[180, 1, 'Aug', 0, None, None]","[6, 1, 'Aug', 0, None, None]","[95, 1, 'Aug', 0, None, None]","[18, 1, 'Aug', 0, None, None]","[124, 1, 'Aug', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']",2020-01-19 18:22:04
Inner Firth of Clyde,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]",nan,"[0, 1, '', 0, None, None]","[18, 1, 'Jul', 0, None, None]","[47, 1, 'Jun', 0, None, None]","[0, 1, '', 0, None, None]","[88, 1, 'Jul', 0, None, None]","[81, 1, 'Jul', 0, None, None]","[59, 1, 'Jul', 0, None, None]","[62, 1, 'Jun', 0, None, None]","[145, 1, 'Aug', 0, None, None]","[99, 1, 'Jun', 0, None, None]","[66, 1, 'May', 0, None, None]","[67, 1, 'May', 0, None, None]","[85, 1, 'May', 0, None, None]","[89, 1, 'May', 0, None, None]","[95, 1, 'Jul', 0, None, None]","[106, 1, 'Jul', 0, None, None]","[59, 1, 'Jul', 0, None, None]","[60, 1, 'Jun', 0, None, None]","[56, 1, 'May', 0, None, None]","[137, 1, 'May', 0, None, None]",2020-01-19 18:22:04
Fen Drayton Lakes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[4, 1, 'Jul', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[40, 1, 'Aug', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[50, 1, 'Jul', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[15, 1, 'Apr', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[11, 1, 'Jul', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[16, 1, 'Jul', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[60, 1, 'Jul', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[44, 1, 'Jul', 0, None, None]","[39, 1, 'Jul', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[47, 1, 'Jun', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[67, 1, 'Jul', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[36, 1, 'May', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[21, 1, 'Jun', 0, None, None]","[0, 1, '', 0, None, None]","[32, 1, 'Jul', 0, None, None]","[28, 1, 'Jul', 0, None, None]","[38, 1, 'Jul', 0, None, None]","[45, 1, 'Jul', 0, None, None]","[33, 1, 'Jul', 0, None, None]","[55, 1, 'May', 0, None, None]","[47, 1, 'Jul', 0, None, None]","[69, 1, 'Jun', 0, None, None]","[46, 1, 'May', 0, None, None]","[79, 1, 'Jul', 0, None, None]","[90, 1, 'Jul', 0, None, None]","[77, 1, 'Jun', 0, None, None]","[67, 1, 'May', 0, None, None]","[91, 1, 'May', 0, None, None]","[50, 1, 'Jun', 0, None, None]","[106, 1, 'May', 0, None, None]",2020-01-19 18:22:04
Alton Water,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[11, 1, 'Aug', 0, None, None]","[8, 1, 'Sep', 0, None, None]","[9, 1, 'Aug', 0, None, None]","[3, 1, 'May', 0, None, None]","[36, 1, 'Aug', 0, None, None]","[84, 1, 'Aug', 0, None, None]","[59, 1, 'Aug', 0, None, None]","[44, 1, 'Aug', 0, None, None]","[39, 1, 'Aug', 0, None, None]","[57, 1, 'May', 0, None, None]","[48, 1, 'May', 0, None, None]","[48, 1, 'Aug', 0, None, None]","[35, 1, 'May', 0, None, None]","[61, 1, 'Aug', 0, None, None]","[78, 1, 'Aug', 0, None, None]","[46, 1, 'May', 0, None, None]","[76, 1, 'Aug', 0, None, None]","[92, 1, 'May', 0, None, None]","[102, 1, 'May', 0, None, None]","[54, 1, 'Aug', 0, None, None]","[127, 1, 'Aug', 0, None, None]","[67, 1, 'May', 0, None, None]","[60, 1, 'May', 0, None, None]","[68, 1, 'Aug', 0, None, None]",2020-01-19 18:22:04
Traeth Bach,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[1, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[0, 1, '', 0, None, None]","[4, 1, 'Sep', 0, None, None]",nan,nan,nan,nan,nan,"[150, 1, 'Sep', 0, None, None]",nan,"[0, 1, '', 0, None, None]",2020-01-19 18:22:04
Belfast Lough,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[6, 1, 'Sep', 0, None, None]","[1, 1, 'Sep', 0, None, None]","[13, 1, 'Sep', 0, None, None]","[1, 1, 'Sep', 0, None, None]","[11, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[3, 1, 'Sep', 0, None, None]","[1, 1, 'Sep', 0, None, None]",nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[33, 1, 'Sep', 0, None, None]","[7, 1, 'Sep', 0, None, None]","[150, 1, 'Sep', 0, None, None]","[148, 1, 'Sep', 0, None, None]","[33, 1, 'Sep', 0, None, None]",2020-01-19 18:22:04
Queen Mary Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[20, 1, 'Jul', 0, None, None]","[49, 1, 'Aug', 0, None, None]","[32, 1, 'Aug', 0, None, None]","[17, 1, 'Jul', 0, None, None]","[8, 1, 'Jul', 0, None, None]","[17, 1, 'Aug', 0, None, None]","[40, 1, 'Aug', 0, None, None]","[180, 1, 'Aug', 0, None, None]","[20, 1, 'Jun', 0, None, None]","[105, 1, 'Jul', 0, None, None]","[19, 1, 'Jul', 0, None, None]",2020-01-19 18:22:04
Carnoustie to Easthaven,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]",nan,"[185, 1, 'Aug', 0, None, None]","[27, 1, 'Aug', 0, None, None]","[43, 1, 'Aug', 0, None, None]","[31, 1, 'Aug', 0, None, None]",2020-01-19 18:22:04
Tyne Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[4, 1, 'Jul', 0, None, None]",nan,"[0, 1, '', 0, None, None]","[227, 1, 'Aug', 0, None, None]","[211, 1, 'Aug', 0, None, None]","[125, 2, 'Aug', 0, None, None]","[0, 1, '', 0, None, None]","[38, 1, 'Aug', 0, None, None]","[30, 1, 'Aug', 0, None, None]","[121, 1, 'Aug', 0, None, None]","[25, 1, 'May', 0, None, None]","[77, 1, 'Jul', 0, None, None]","[64, 1, 'Aug', 0, None, None]","[10, 1, 'May', 0, None, None]","[16, 1, 'Aug', 0, None, None]","[44, 1, 'Aug', 0, None, None]","[15, 1, 'Jun', 0, None, None]","[24, 1, 'Aug', 0, None, None]","[19, 1, 'Jul', 0, None, None]","[40, 1, 'May', 0, None, None]","[190, 1, 'Aug', 0, None, None]","[88, 1, 'Aug', 0, None, None]","[7, 1, 'Jun', 0, None, None]",2020-01-19 18:22:04
Medway Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[174, 1, 'Jul', 0, None, None]","[89, 2, 'Aug', 0, None, None]","[10, 1, 'Apr', 0, None, None]","[44, 1, 'May', 0, None, None]","[87, 2, 'Sep', 0, None, None]","[30, 2, 'Jul', 0, None, None]","[8, 1, 'Jun', 0, None, None]","[0, 2, '', 0, None, None]","[6, 1, 'May', 0, None, None]","[22, 2, 'Sep', 0, None, None]","[3, 1, 'May', 0, None, None]","[15, 1, 'Aug', 0, None, None]","[3, 1, 'Jun', 0, None, None]","[23, 2, 'Jun', 0, None, None]","[88, 1, 'Aug', 0, None, None]","[15, 2, 'Jul', 0, None, None]","[24, 2, 'May', 0, None, None]","[20, 1, 'May', 0, None, None]","[23, 1, 'May', 0, None, None]","[6, 2, 'Jun', 0, None, None]","[12, 1, 'May', 0, None, None]","[141, 1, 'Jun', 0, None, None]","[57, 1, 'May', 0, None, None]","[51, 1, 'May', 0, None, None]",2020-01-19 18:22:04
Durham Coast,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[243, 1, 'Aug', 0, None, None]","[51, 2, 'Sep', 0, None, None]","[43, 2, 'Jul', 0, None, None]","[50, 2, 'Jul', 0, None, None]","[13, 1, 'Jul', 0, None, None]","[20, 2, 'Jun', 0, None, None]","[164, 1, 'Aug', 0, None, None]",nan,"[0, 1, '', 0, None, None]",nan,"[0, 2, '', 0, None, None]","[28, 1, 'Jul', 0, None, None]","[41, 1, 'Jul', 0, None, None]","[11, 1, 'Aug', 0, None, None]",nan,"[8, 1, 'Aug', 0, None, None]","[40, 2, 'Aug', 0, None, None]","[92, 1, 'Jul', 0, None, None]","[42, 2, 'Aug', 0, None, None]","[66, 1, 'Aug', 0, None, None]","[33, 1, 'Aug', 0, None, None]","[67, 2, 'Aug', 0, None, None]","[68, 2, 'Sep', 0, None, None]","[37, 2, 'Jul', 0, None, None]",2020-01-19 18:22:04
