Site▲▼,78/79▲▼,79/80▲▼,80/81▲▼,81/82▲▼,82/83▲▼,83/84▲▼,84/85▲▼,85/86▲▼,86/87▲▼,87/88▲▼,88/89▲▼,89/90▲▼,90/91▲▼,91/92▲▼,92/93▲▼,93/94▲▼,94/95▲▼,95/96▲▼,96/97▲▼,97/98▲▼,98/99▲▼,99/00▲▼,00/01▲▼,01/02▲▼,02/03▲▼,03/04▲▼,04/05▲▼,05/06▲▼,06/07▲▼,07/08▲▼,08/09▲▼,09/10▲▼,10/11▲▼,11/12▲▼,12/13▲▼,13/14▲▼,14/15▲▼,15/16▲▼,16/17▲▼,17/18▲▼,Mon,Moving5yr avg▲▼,13/14-17/185yr avg▲▼,WebPageNo,RoughTimeAccessed
River Cam - Kingfishers Bridge,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,(0),0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,nan,0,0,31,2019-11-28 04:31:16
River Cam - Owlstone Road to Baits Bite Lock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0.0,0.0,nan,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,nan,0.0,0,0,0,nan,0,0,31,2019-11-28 04:31:16
River Clyde - Lamington,nan,nan,nan,nan,nan,nan,0.0,0.0,6.0,nan,nan,nan,nan,nan,nan,nan,(1),(0),(0),0,(0),0,0,(0),0.0,0.0,0.0,0,0,0,0.0,nan,0.0,nan,nan,nan,nan,nan,nan,0,nan,0,0,31,2019-11-28 04:31:16
"River Cuckmere - Exceat to Long Bridge, Alfriston",nan,nan,nan,nan,nan,0.0,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,31,2019-11-28 04:31:16
River Derwent - Bassenthwaite Lake to Isel Bridge,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,nan,nan,nan,0,0,31,2019-11-28 04:31:16
River Derwent - Chatsworth,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,nan,0,0,0.0,0,0,0,nan,0,0,31,2019-11-28 04:31:16
River Devon - Tullibody Bridge to A907,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,nan,0,0,31,2019-11-28 04:31:16
River Don - Neeps End to Tinsley Viaduct,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,0.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,31,2019-11-28 04:31:16
River Earn - Forteviot Bridge to Kinkell Bridge,0.0,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,nan,0,0,31,2019-11-28 04:31:16
River Eden - Grinsdale to Sandsfield,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0.0,0,0.0,0,(0),(0),0.0,(0),0,(0),nan,0,0,31,2019-11-28 04:31:16
River Eden - Little Salkeld,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(0),(0),(0),0.0,(0),0.0,0,0,0,0.0,0,0,0,nan,0,0,31,2019-11-28 04:31:16
River Eden - Ormside,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,(0),0.0,0,0.0,0,0,0,0.0,0,0,0,nan,0,0,31,2019-11-28 04:31:16
River Eden - Scotby to Rickerby Rocks,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,(0),0.0,0,0.0,0,0,0,0.0,0,0,0,nan,0,0,31,2019-11-28 04:31:16
River Forth - Bridge of Frew to East Frew,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,0,0,0,0.0,0,nan,0,0,0,0.0,0,(0),0,nan,0,0,31,2019-11-28 04:31:16
River Forth - Gargunnock to East Frew,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0.0,0.0,nan,0,0,0,0.0,nan,0.0,0,nan,0,0.0,0,nan,(0),nan,0,0,31,2019-11-28 04:31:16
River Forth - Ladylands to Cardross Bridge,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,(0),0.0,0.0,0.0,0,0,nan,nan,nan,0.0,0,nan,0,0.0,(0),nan,nan,nan,0,0,31,2019-11-28 04:31:16
River Forth - Meiklewood,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,nan,0,0,nan,0.0,0.0,0.0,0,0,0,nan,0,nan,nan,nan,0,0.0,0,0,0,nan,0,0,31,2019-11-28 04:31:16
River Forth - Stirling Bridge to Teith Confluence,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,0,(0),0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,(0),0,0.0,0,0,0,nan,0,0,31,2019-11-28 04:31:16
River Forth - West Carse Farm to River Teith Confluence,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,nan,0,nan,0,0,31,2019-11-28 04:31:16
River Lane Gravel Pit,nan,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,0.0,0,0.0,0,0,0,0.0,nan,nan,nan,nan,0,0,31,2019-11-28 04:31:16
River Lea - East Hyde,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,nan,0,0,31,2019-11-28 04:31:16
River Lune - Caton to Hornby and Wenning Foot (The Snab),nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,nan,nan,0,0,(0),0.0,0,0.0,0,0,0,0.0,0,0,0,nan,0,0,31,2019-11-28 04:31:16
River Lune - Hornby and Wenning Foot to Arkholme,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,nan,nan,nan,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,nan,0,0,31,2019-11-28 04:31:16
River Mersey,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,nan,0.0,nan,0,0,0.0,0,0,0,nan,0,0,31,2019-11-28 04:31:16
River Nith - Keltonbank to Nunholm,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,(0),0,(0),0.0,0.0,0.0,nan,0,nan,0.0,0,0.0,nan,0,0,0.0,nan,nan,nan,nan,0,0,31,2019-11-28 04:31:16
River Ouse - Southease to Lewes (Lewes Brooks),nan,nan,nan,nan,nan,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,nan,0.0,0.0,0,0,(0),0,(0),0,(0),0,0.0,0.0,0.0,0,nan,0,0.0,0,0.0,0,0,0,0.0,0,0,0,nan,0,0,31,2019-11-28 04:31:16
River Ribble - Bull Nose-Clifton Marsh,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,0,0.0,(0),nan,nan,0.0,nan,0,0,nan,0,0,31,2019-11-28 04:31:16
River Severn and River Vyrnwy Confluence,nan,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,(0),0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,nan,0,0,31,2019-11-28 04:31:16
River Tay - Haughs of Kercock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,nan,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,nan,0,0,31,2019-11-28 04:31:16
River Test - Broadlands Estate,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,nan,nan,nan,nan,0,0,31,2019-11-28 04:31:16
River Test - Leckford,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,(0),0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,(0),0,0,0,0,(0),nan,0,0,32,2019-11-28 04:31:44
River Thames - Barnes to Kew,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,0.0,0.0,0,nan,nan,0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,nan,0,0,32,2019-11-28 04:31:44
River Thames - Lechlade,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,32,2019-11-28 04:31:44
River Thames - Reading to Pangbourne,nan,nan,0.0,0.0,0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,nan,nan,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,32,2019-11-28 04:31:44
River Thames - Teddington to Kingston,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,nan,0,0,32,2019-11-28 04:31:44
River Thames - Walton Bridge to River Wey,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,nan,0,0,32,2019-11-28 04:31:44
River Trent - Stoke Lock to Radcliff viaduct,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,32,2019-11-28 04:31:44
"River Trent, Selford Manor Pastures and Burton Meadows Area",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,(0),0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,32,2019-11-28 04:31:44
River Tweed - Galafoot to Lowood Bridge,0.0,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,nan,0.0,0,0.0,0,0,(0),0.0,nan,0.0,0.0,0.0,0.0,nan,0,nan,0,0,0,0,nan,0,nan,nan,0,nan,0,0,32,2019-11-28 04:31:44
River Tweed - Kelso to Coldstream,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,(0),(0),0,0.0,(0),0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,32,2019-11-28 04:31:44
River Wey - Lammas Lands,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,(0),0,0,0,nan,nan,0,(0),0,nan,nan,nan,0,0,32,2019-11-28 04:31:44
River Wye - Castleton,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,nan,0,0,0,0,(0),0,0,nan,0,0,32,2019-11-28 04:31:44
River Wye - Glasbury,nan,nan,nan,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,nan,0,0.0,(0),nan,nan,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,32,2019-11-28 04:31:44
Rivington Reservoirs,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,nan,0.0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,32,2019-11-28 04:31:44
Roadford Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,nan,nan,0,0.0,0,0.0,0,0,nan,nan,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,32,2019-11-28 04:31:44
Roath Park Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,0.0,nan,nan,nan,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,(0),0,0,0,0,0,0,nan,0,0,32,2019-11-28 04:31:44
Rocester Pools,0.0,0.0,0.0,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,nan,nan,0,0,0,0,0,0,nan,nan,nan,nan,0,0,32,2019-11-28 04:31:44
Rodley Nature Reserve,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,(0),0,0,nan,0,0,32,2019-11-28 04:31:44
Roman Lakes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0,0,0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,0,32,2019-11-28 04:31:44
Rookery North (Stewartby),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,0,nan,nan,0,nan,0,0,32,2019-11-28 04:31:44
Rosebery Reservoir,0.0,0.0,0.0,0.0,0,0.0,nan,0.0,0.0,0.0,0.0,nan,0,0.0,0.0,0,nan,0,0.0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,nan,0,0,32,2019-11-28 04:31:44
Rossie Bog,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,(0),(0),(0),0,0,(0),(0),0,(0),nan,nan,0,0,32,2019-11-28 04:31:44
Rostherne Mere,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,32,2019-11-28 04:31:44
Rother Valley Country Park,nan,nan,nan,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,nan,0,0,32,2019-11-28 04:31:44
Rothley Lakes,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0,0.0,(0),nan,nan,nan,nan,nan,(0),0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,32,2019-11-28 04:31:44
Rough Firth,nan,0.0,0.0,0.0,(0),0.0,0.0,nan,nan,nan,nan,nan,(0),0.0,0.0,0,0.0,0,0.0,(0),0,0,0.0,0,0.0,0.0,0.0,nan,nan,0,0,0,(0),0,0,0,(0),(0),0,0,nan,0,0,32,2019-11-28 04:31:44
Rouken Glen Pond,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,1,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,32,2019-11-28 04:31:44
Rowley Lake,nan,nan,nan,0.0,0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,32,2019-11-28 04:31:44
Roxton Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,32,2019-11-28 04:31:44
Royd Moor Reservoir,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,nan,0,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,(0),0,(0),0,0,0,0,0,0,nan,0,0,32,2019-11-28 04:31:44
Rudyard Lake,nan,nan,nan,0.0,nan,nan,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0,0,0,0,nan,nan,(0),nan,nan,nan,0,nan,0,0,33,2019-11-28 04:32:11
Rufford Lake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,nan,nan,nan,nan,0,0.0,(0),0,0,0,0,0,0,0,0.0,0,0,nan,0,0,33,2019-11-28 04:32:11
Rumworth Lodge Reservoir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,nan,nan,0,0,nan,0,0,33,2019-11-28 04:32:11
Rushmere Pond,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0.0,0,0,nan,0,0,33,2019-11-28 04:32:11
Rutland Water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(0),0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,nan,0,0,33,2019-11-28 04:32:11
Rydal Water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,(0),0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,nan,0,0,33,2019-11-28 04:32:11
Ryde Canoe Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0.0,0,0,nan,0,0,33,2019-11-28 04:32:11
Salford Priors Gravel Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0.0,0,0,nan,0,0,33,2019-11-28 04:32:11
Salhouse Broad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,nan,nan,nan,nan,0,0,nan,0,0,33,2019-11-28 04:32:11
Saltwell Park Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,nan,0,0,33,2019-11-28 04:32:11
Sambrook Mill Ponds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,(0),0,nan,(0),(0),0,(0),0.0,0,0,nan,0,0,33,2019-11-28 04:32:11
Sanday (Orkney),nan,nan,0.0,0.0,0.0,nan,nan,0.0,nan,0,0.0,nan,6.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0,0,nan,4Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,0.0,nan,0,nan,0,0,33,2019-11-28 04:32:11
Sandbach Flashes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,(0),0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,nan,0,0,33,2019-11-28 04:32:11
Sandwell Valley Country Park,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,nan,nan,nan,0,nan,nan,nan,nan,0,0,33,2019-11-28 04:32:11
Sangobeg,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,(0),4,(0),0,0,0.0,0,0,nan,0,0,33,2019-11-28 04:32:11
Scaling Dam Reservoir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0,0,0.0,0,nan,(0),0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,nan,0,0,33,2019-11-28 04:32:11
Scampston Lake,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,(0),0.0,0,0.0,(0),0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,nan,0,0,33,2019-11-28 04:32:11
Scorton Quarry,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,nan,0,0,33,2019-11-28 04:32:11
Scoughall Pond and Claypit Pond,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,(0),0,0.0,(0),0.0,0,0.0,0,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0.0,0,0,nan,0,0,33,2019-11-28 04:32:11
Scout Dyke Reservoir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,nan,0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,0,0,0,0,0.0,0,0,nan,0,0,33,2019-11-28 04:32:11
Scrabster Loch,0.0,nan,nan,nan,nan,nan,0.0,2.0,0,0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0,0,(0),0,0,0,0,0.0,0,0,nan,0,0,33,2019-11-28 04:32:11
Sea Bank (Huttoft) Clay Pits,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,nan,nan,0,0,0,nan,nan,nan,nan,nan,0,0,0,0,0.0,0,0,nan,0,0,33,2019-11-28 04:32:11
Seahouses to Budle Point,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,(0),0.0,(0),(0),(0),0.0,0,0,(0),0,(0),(0),(0),0,0.0,(0),(0),nan,0,0,33,2019-11-28 04:32:11
Seamer Road Mere,nan,nan,nan,nan,0.0,0.0,0.0,nan,0,0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,nan,0,0.0,0,0,nan,0,0,33,2019-11-28 04:32:11
Seaton and Murton Ponds,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,(0),0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,nan,0,0,33,2019-11-28 04:32:11
Selset Reservoir,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,nan,0,0,33,2019-11-28 04:32:11
Serpentine and Long Water and Round Pond - Kensington,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0,0,nan,0,0,33,2019-11-28 04:32:11
Sevenoaks Wildfowl Reserve,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0,0,0,0,0,0,0,0.0,0,0,nan,0,0,33,2019-11-28 04:32:11
