Site▲▼,78/79▲▼,79/80▲▼,80/81▲▼,81/82▲▼,82/83▲▼,83/84▲▼,84/85▲▼,85/86▲▼,86/87▲▼,87/88▲▼,88/89▲▼,89/90▲▼,90/91▲▼,91/92▲▼,92/93▲▼,93/94▲▼,94/95▲▼,95/96▲▼,96/97▲▼,97/98▲▼,98/99▲▼,99/00▲▼,00/01▲▼,01/02▲▼,02/03▲▼,03/04▲▼,04/05▲▼,05/06▲▼,06/07▲▼,07/08▲▼,08/09▲▼,09/10▲▼,10/11▲▼,11/12▲▼,12/13▲▼,13/14▲▼,14/15▲▼,15/16▲▼,16/17▲▼,17/18▲▼,Mon,Moving5yr avg▲▼,13/14-17/185yr avg▲▼,WebPageNo,RoughTimeAccessed
Loch Lanlish,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,(0),0,0,0,16,Feb,4,4,2,2019-11-28 04:18:33
Loch of Isbister and The Loons Marshland,nan,nan,0.0,0.0,6.0,nan,4.0,0,0.0,0,0.0,0.0,3,47,10.0,7.0,0.0,2.0,2,19,0,0,0,2,(0),7,17,3,5,0,0,0,3,0,0,0,10,8,0,0,nan,4,4,2,2019-11-28 04:18:33
Loch An Alltain Duibh,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,(0),0,nan,nan,nan,2,0,0,46,0,0,0,30,0,0,0,0,17,0,nan,3,3,2,2019-11-28 04:18:33
Loch of Stenness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0,0.0,0.0,0,1,2.0,0.0,0.0,0.0,0,0,0,(0),0,9,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,nan,3,3,2,2019-11-28 04:18:33
Badcall Bay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,0,0,144,135,53,0,0,11,2,0,0,9,0,3,Feb,2,2,2,2019-11-28 04:18:33
Loch Fada (Benbecula),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,(0),0,(0),0,0,0,0,0,8,Jan,2,2,2,2019-11-28 04:18:33
Loch of Tankerness,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0.0,0.0,0,32,0.0,0.0,0.0,42.0,0,15,5,0,67,1,0,3,17,1,0,0,0,0,0,0,0,0,6,0,nan,nan,nan,2,2,2,2019-11-28 04:18:33
R Clyde: Carstairs to Thankerton,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(0),(0),0,(9),15,0,0,0,51,0,0,0,(0),(0),(2),9,0,(0),0,0,6,Dec,2,2,2,2019-11-28 04:18:33
Back Pools,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0,0,0,nan,1,1,1,2,1,2,1,(2),2,1,1,nan,0,nan,nan,nan,1,1,3,2019-11-28 04:18:59
Balchrick,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,(0),0,0,20,0,0,0,5,0,0,1,0,nan,1,1,3,2019-11-28 04:18:59
Balta Sound,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5,0,0,0,0,1,8,5,0,0,0,0,1,0,3,0,0,0,0,nan,1,1,3,2019-11-28 04:18:59
Bay of Skaill to Marwick,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,4,0,0,0,nan,1,1,3,2019-11-28 04:18:59
Finstown Ouse,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,nan,1,1,3,2019-11-28 04:18:59
Loch Bornish (South Uist),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,0,0,4,0,0,0,nan,nan,1,1,3,2019-11-28 04:18:59
Loch Doilet and Polloch Bay (Loch Shiel),nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0,0.0,nan,nan,nan,nan,nan,0,0,0,0,0,0,(0),0,0,2,2,0,5,0,0,0,nan,1,1,3,2019-11-28 04:18:59
Nor Wick and Skaw,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,nan,1,4,Jan,1,1,3,2019-11-28 04:18:59
Sound of Gigha,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0Argyll goose countsSNH,0SNH countsSNH Islay office,nan,0SNH countsSNH Islay office,0SNH countsSNH Islay office,0SNH countsSNH Islay office,0Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,0SNH countsSNH Islay office,(1),0SNH countsSNH Kirkwall office,0SNH countsSNH Kirkwall office,4,nan,nan,1,1,3,2019-11-28 04:18:59
Sound of Gigha and Rhunahaorine,0,0.0,nan,0.0,10.0,2.0,0.0,0.0,12.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,(0),0,0,0,(1),(0),nan,4,0,nan,2,2,3,2019-11-28 04:18:59
South Ford,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,0,2,(0),0,0,nan,1,1,3,2019-11-28 04:18:59
Tayinloan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3Supplementary visit under the WeBS Core Count SurveyWeBS,nan,2Supplementary visit under the WeBS Core Count SurveyWeBS,nan,nan,117Argyll goose countsSNH,3Greenland Goose counts e.g. Greenland Barnacle counts at South WallsSNH,2Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,0SNH countsSNH Islay office,1SNH countsSNH Islay office,0SNH countsSNH Islay office,0Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,0SNH countsSNH Islay office,nan,1SNH countsSNH Kirkwall office,0SNH countsSNH Kirkwall office,nan,nan,nan,1,1,3,2019-11-28 04:18:59
Abberton Reservoir,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,(0),0,0,0,0,0,0,0,0,0,0,0,nan,0,0,3,2019-11-28 04:18:59
Abbots Moss (Cumbria),nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,0,0,3,2019-11-28 04:18:59
Achlochan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(0),(0),(50),nan,nan,nan,10,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,3,2019-11-28 04:18:59
Acre Nook Sand Quarry,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,3,2019-11-28 04:18:59
Afan Estuary and Port Talbot Harbour,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,0,0,3,2019-11-28 04:18:59
Airy Holm Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,nan,0,0,3,2019-11-28 04:18:59
Alde Estuary,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,3,2019-11-28 04:18:59
Allan Water - Ashfield to Cambushinnie,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,0,0,0,0,0,0,(0),(0),0,0,0,0,0,0,0,0,0,0,0,nan,0,0,3,2019-11-28 04:18:59
Allan Water - Greenloaning to Cambushinnie,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(0),0.0,nan,0,0,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,0,0,0,0,0,0,0,nan,0,0,3,2019-11-28 04:18:59
Allestree Park Lakes,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,nan,nan,nan,0,0,0,0,0,nan,nan,nan,0,0,0,0,0,0,0,0,nan,0,0,3,2019-11-28 04:18:59
Alnmouth,nan,nan,nan,0.0,0.0,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,(0),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,3,2019-11-28 04:18:59
Alnmouth to Boulmer,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,(0),0,0,0,0,0,0,0,0,0,0,(0),0,(0),(0),nan,0,0,3,2019-11-28 04:18:59
Alresford Pond,(0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,3,2019-11-28 04:18:59
Alton Water,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,3,2019-11-28 04:18:59
Alvecote Pools,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,(0),0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,0,nan,0,0,3,2019-11-28 04:18:59
Amble to Chevington Burn,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,0.0,0,0,(0),0,0,0,0,(0),0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,3,2019-11-28 04:18:59
Angerton Lake,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,(0),0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,3,2019-11-28 04:18:59
Angle Park Loch (Birns Farm Gravel Pit),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,3,2019-11-28 04:18:59
Anglers Country Park Lake,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,4,2019-11-28 04:19:23
Anglezarke and Yarrow Reservoirs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,4,2019-11-28 04:19:23
Anstruther Bay,nan,nan,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,(0),0,(0),(0),0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,4,2019-11-28 04:19:23
Antermony Loch,nan,nan,nan,nan,nan,0.0,4.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,nan,nan,0.0,0.0,nan,0,0,4,2019-11-28 04:19:23
Aqualate Mere,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,4,2019-11-28 04:19:23
Arbroath Coast - East Haven to Elliot,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,0.0,0,0,0,0,0,0,nan,nan,nan,0,0,0,nan,nan,0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,4,2019-11-28 04:19:23
Arclid Sand Quarry,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0.0,0.0,nan,0,0,4,2019-11-28 04:19:23
Ardingly Reservoir,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,4,2019-11-28 04:19:23
Ardleigh Reservoir,nan,nan,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,0,(0),(0),nan,nan,nan,nan,0.0,nan,0,0,4,2019-11-28 04:19:23
Ardrossan-West Kilbride,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0,0,0,0,0,0,93,0.0,(0),0,nan,nan,0,nan,nan,nan,0,0.0,0.0,nan,0,0,4,2019-11-28 04:19:23
Arlington Reservoir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,4,2019-11-28 04:19:23
Arun Valley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,4,2019-11-28 04:19:23
Aston On Trent Gravel Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,nan,nan,nan,nan,0,0,nan,nan,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,0,0.0,nan,nan,0,0,4,2019-11-28 04:19:23
Attenborough Gravel Pits,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,(0),(0),(0),(0),0,0,nan,0,0,0,0.0,0,(0),(0),(0),(0),(0),0,0,0,0.0,nan,nan,0,0,4,2019-11-28 04:19:23
Auchendores and Leperstone Reservoirs,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan,nan,0,0.0,nan,nan,nan,nan,nan,0,0,0,0,0,0,1,0,0,0,0.0,(0),(0),0,nan,0,(0),nan,nan,0,0.0,0.0,nan,0,0,4,2019-11-28 04:19:23
Auchenlaich Farm Pond B,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,4,2019-11-28 04:19:23
Auchenreoch Loch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,nan,0.0,0,0,0,0,0,0,0,0,0,0,(0),(0),0.0,(0),0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,4,2019-11-28 04:19:23
Avenue Washlands Nature Reserve,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,4,2019-11-28 04:19:23
Avon Estuary (Devon),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(0),0.0,0.0,0.0,0.0,0,0,0,0,(0),0,0,(0),0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,4,2019-11-28 04:19:23
Avon Valley - Salisbury to Fordingbridge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,(0),0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,(0),0,(0),0.0,0.0,nan,0,0,4,2019-11-28 04:19:23
Ayr to North Troon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,(0),0,0,35,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,4,2019-11-28 04:19:23
Backwater Reservoir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,(0),nan,0.0,0.0,nan,0,0,4,2019-11-28 04:19:23
Baddiley Mere and Reservoir,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,nan,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,4,2019-11-28 04:19:23
Baffins Pond,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0.0,0.0,nan,0,0,4,2019-11-28 04:19:23
Bainton Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,4,2019-11-28 04:19:23
Balgavies Loch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,nan,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,4,2019-11-28 04:19:23
Balgone Ponds,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,nan,0,0.0,0.0,0.0,0.0,0,0,0,0,(0),(0),(0),(0),(0),(0),(0),0,0.0,(0),0,0,(0),0,0,0,0,0,0.0,0.0,nan,0,0,4,2019-11-28 04:19:23
Balgray Reservoir,nan,nan,nan,nan,nan,0.0,nan,nan,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,4,2019-11-28 04:19:23
Bann Estuary,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,4,2019-11-28 04:19:23
Bar Mere,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,4,2019-11-28 04:19:23
Barcombe Mills Reservoir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,nan,0,0,5,2019-11-28 04:19:49
Barcraigs Reservoir,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,1.0,0,0,1,1,0.0,7,0.0,0.0,0,1.0,0.0,0,0,0.0,0.0,nan,0,nan,nan,nan,0,0,5,2019-11-28 04:19:49
Bardolf Water Meadows,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,nan,0,0,5,2019-11-28 04:19:49
Barking Park,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0,0,0,0.0,0,0.0,nan,nan,nan,0.0,0,0,0.0,0.0,0.0,0,0,0,nan,0,0,5,2019-11-28 04:19:49
Barmston Ponds,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,nan,0,0,5,2019-11-28 04:19:49
Barnacre Reservoir and Grizedale Lea,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,nan,nan,nan,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0,nan,0,nan,0,0,5,2019-11-28 04:19:49
Barton Broad,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,nan,0,0,5,2019-11-28 04:19:49
Barton Mere,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,0,nan,nan,nan,nan,nan,0,0,nan,0,0,5,2019-11-28 04:19:49
Barton Pits and Catholme,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,(0),0,0.0,0.0,0.0,nan,nan,nan,nan,0,0,5,2019-11-28 04:19:49
Bassenthwaite Lake,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,(0),(0),0,0.0,(0),0,(0),0,0.0,(0),0.0,0.0,0,0.0,0.0,0,(0),0.0,0.0,0.0,0,(0),(0),nan,0,0,5,2019-11-28 04:19:49
Batemill Sand Quarry,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,nan,0,0,5,2019-11-28 04:19:49
Battlesden Lake,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0,0,0,nan,0,0,5,2019-11-28 04:19:49
Baulking Pit,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0,0,0,nan,0,0,5,2019-11-28 04:19:49
Beadnell to Seahouses,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,(0),0.0,0,(0),0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,nan,0,0,5,2019-11-28 04:19:49
Beale Park,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,0.0,0,0,0,nan,0,0,5,2019-11-28 04:19:49
Beaulieu Estuary,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,nan,0,0,5,2019-11-28 04:19:49
Beddington Sewage Farm,nan,nan,nan,nan,nan,0.0,nan,0.0,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,nan,0,0,5,2019-11-28 04:19:49
Beesands Ley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,(0),0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,nan,0,0,5,2019-11-28 04:19:49
Belchers Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0,0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,0,0,5,2019-11-28 04:19:49
Belhus Woods Country Park,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0.0,0,0.0,nan,nan,nan,0.0,0,0,0.0,0.0,0.0,0,0,0,nan,0,0,5,2019-11-28 04:19:49
Belvide Reservoir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,nan,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,nan,0,0,5,2019-11-28 04:19:49
