Site▲▼,98/99▲▼,99/00▲▼,00/01▲▼,01/02▲▼,02/03▲▼,03/04▲▼,04/05▲▼,05/06▲▼,06/07▲▼,07/08▲▼,08/09▲▼,09/10▲▼,10/11▲▼,11/12▲▼,12/13▲▼,13/14▲▼,14/15▲▼,15/16▲▼,16/17▲▼,17/18▲▼,Mon,Moving5yr avg▲▼,13/14-17/185yr avg▲▼,WebPageNo,RoughTimeAccessed
Rodley and Wilmer Common,0,0.0,0,0,0,0.0,0,0,nan,nan,nan,0,4,0,5.0,0,0,0,0,4,Nov,1,1,23,2019-11-22 02:14:57
Scar House Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,0,nan,1,1,23,2019-11-22 02:14:57
Seamer Road Mere,0,0.0,0,0,0,0.0,0,0,0,0,0,0,1,0,0.0,nan,0,2,0,0,nan,1,1,23,2019-11-22 02:14:57
Sence Valley Forest Park,0,0.0,nan,0,0,nan,nan,nan,0,0,0,0,0,0,0.0,0,0,0,5,0,nan,1,1,23,2019-11-22 02:14:57
Severn Hams,(0),2.0,2,3,10,0.0,0,7,3,3,4,3,0,2,1.0,3,0,0,0,0,nan,1,1,23,2019-11-22 02:14:57
Shield-on-the-Wall,nan,nan,nan,nan,nan,nan,0.0,0,0,23,0,0,0,0,0.0,2,3,2.0,0.0,0,nan,1,1,24,2019-11-22 02:15:04
South Ford,nan,0,0.0,0,0.0,0,0.0,0,0,0,0,nan,0,0,0.0,0,1,2.0,0.0,0,nan,1,1,24,2019-11-22 02:15:04
Stour Estuary,0,2,0.0,0,0.0,9,0.0,0,0,2,2,0,0,0,0.0,2Standard visit under the WeBS Low Tide Count SurveyWeBS,0,0.0,0.0,1,Feb,1,1,24,2019-11-22 02:15:04
Taw-Torridge Estuary,1,0,9.0,3,4.0,0,0.0,0,0,0,0,2,1,1,4.0,6,1,0.0,0.0,0,nan,1,1,24,2019-11-22 02:15:04
Tophill Low Reservoirs,0,0,0.0,0,14.0,1,4.0,(0),0,1,2,0,6,15,0.0,0,6,0.0,0.0,0,nan,1,1,24,2019-11-22 02:15:04
Ugie Estuary,nan,nan,nan,nan,nan,0,1.0,1,nan,nan,0,1,0,0,0.0,4,0,0.0,0.0,0,nan,1,1,24,2019-11-22 02:15:04
University of York Lake (Heslington East),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,7,0.0,0.0,0,nan,1,1,24,2019-11-22 02:15:04
Vale of Coustry Complex,0,0,0.0,0,0.0,0,0.0,0,0,2,0,0,0,0,2.0,0,0,5.0,2.0,0,nan,1,1,24,2019-11-22 02:15:04
Walton Dam (Renfrewshire),0,0,0.0,0,0.0,(7),0.0,0,0,0,0,0,0,0,0.0,0,0,2.0,2.0,0,nan,1,1,24,2019-11-22 02:15:04
Wardown Park,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5,4,4,3,3.0,3,2,1.0,1.0,0,nan,1,1,24,2019-11-22 02:15:04
Water of Ae and Blind Lochs Marsh,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,2,0,nan,nan,nan,nan,1,1,24,2019-11-22 02:15:04
Waughton,nan,nan,nan,nan,nan,nan,nan,nan,nan,28,nan,(1),5,nan,nan,nan,1,nan,nan,(0),nan,1,1,24,2019-11-22 02:15:04
West Loch,nan,3,4.0,0,0.0,5,2.0,7,6,(2),2,5,4,4,4.0,0,0,4.0,3.0,0,nan,1,1,24,2019-11-22 02:15:04
Wester Loch of Daldorn,(0),0,0.0,(0),0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,4.0,0,nan,1,1,24,2019-11-22 02:15:04
Wigan Flashes,17,0,4.0,12,0.0,(3),0.0,nan,0,1,0,0,0,(0),0.0,1,0,0.0,0.0,4,Dec,1,1,24,2019-11-22 02:15:04
Willington Gravel Pits,(0),(0),nan,0,0.0,0,0.0,0,0,0,0,1,(0),(0),0.0,0,0,0.0,0.0,5,Mar,1,1,24,2019-11-22 02:15:04
Withern Washland,0,0,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,5,0,0.0,0.0,0,nan,1,1,24,2019-11-22 02:15:04
Wyndhammere,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,7,0.0,0.0,0,nan,1,1,24,2019-11-22 02:15:04
A1 Flashes,nan,nan,nan,nan,nan,nan,0.0,0,0,0,0,0,0,0,0.0,2,0,0.0,0.0,0,nan,0,0,24,2019-11-22 02:15:04
Abberton Reservoir,0,0,0.0,(3),0.0,0,0.0,0,(0),0,0,1,0,0,1.0,0,0,0.0,0.0,0,nan,0,0,24,2019-11-22 02:15:04
Abbots Moss (Cumbria),0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,nan,nan,0,0,24,2019-11-22 02:15:04
Abercairny Loch,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,2,0,0.0,0.0,0,nan,0,0,24,2019-11-22 02:15:04
Abram Flashes,8,2,4.0,0,0.0,0,0.0,nan,nan,0,nan,nan,nan,(0),0.0,0,0,0.0,0.0,0,nan,0,0,24,2019-11-22 02:15:04
Acre Dell Pool,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,1.0,0,nan,0,0,24,2019-11-22 02:15:04
Acre Nook Sand Quarry,0,0,0.0,0,0.0,2,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,nan,0,0,24,2019-11-22 02:15:04
Alde Estuary,3,0,0.0,0,2.0,0,15.0,6,0,0,0,0,0,0,0.0,1,0,1.0,0.0,0,nan,0,0,24,2019-11-22 02:15:04
Allan Water - Middleton of Rottearns Marsh,15,0,0.0,0,nan,0,4.0,0,0,nan,0,nan,0,0,0.0,0,0,0.0,0.0,0,nan,0,0,24,2019-11-22 02:15:04
Altofts Ings,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,nan,nan,nan,0,0,24,2019-11-22 02:15:04
Alton Water,0,0,1.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,nan,0,0,24,2019-11-22 02:15:04
Alva Floods,nan,33,10.0,0,0.0,7,0.0,0,0,0,(0),(2),0,0,0.0,0,(0),0.0,0.0,0,nan,0,0,24,2019-11-22 02:15:04
Alvecote Pools,0,(0),0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0.0,0.0,nan,0,0,25,2019-11-22 02:15:12
Amberswood Common,nan,0,0.0,0,0,(0),(0),(0),0.0,nan,0,0,1,nan,nan,nan,nan,nan,nan,0.0,nan,0,0,25,2019-11-22 02:15:12
Anglezarke and Yarrow Reservoirs,nan,0,0.0,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,nan,0,0,25,2019-11-22 02:15:12
Antermony Loch,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,nan,nan,0.0,0.0,nan,0,0,25,2019-11-22 02:15:12
Applecross Bay,nan,0,6.0,nan,nan,nan,0,0,0.0,0,0,0,nan,0,0,0,nan,0,0.0,0.0,nan,0,0,25,2019-11-22 02:15:12
Aqualate Mere,0,0,0.0,0,0,0,0,0,0.0,0,7,0,0,0,0,0,0.0,0,0.0,0.0,nan,0,0,25,2019-11-22 02:15:12
Arbroath Coast - East Haven to Elliot,0,8,nan,nan,nan,0,0,0,nan,nan,0,0,0,0,0,0,0.0,0,0.0,0.0,nan,0,0,25,2019-11-22 02:15:12
Arcot Pond,nan,nan,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,1.0,Oct,0,0,25,2019-11-22 02:15:12
Ardrossan-West Kilbride,nan,4,0.0,0,0,0,13,0,0.0,(0),0,nan,nan,0,nan,nan,nan,0,0.0,0.0,nan,0,0,25,2019-11-22 02:15:12
Argal and College Reservoirs,0,0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,nan,0,0,25,2019-11-22 02:15:12
Arlington Reservoir,1,1,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,nan,0,0,25,2019-11-22 02:15:12
Arnot Reservoir,0,0,0.0,0,0,(0),0,0,0.0,18,0,1,(0),0,0,0,0.0,0,0.0,0.0,nan,0,0,25,2019-11-22 02:15:12
Artro Estuary,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,nan,0,0,25,2019-11-22 02:15:12
Arun Valley,0,2,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,nan,0,0,25,2019-11-22 02:15:12
Ashbyville Lake Scunthorpe,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,0,0,25,2019-11-22 02:15:12
Ashworth Moor Reservoir,2,0,0.0,0,0,7,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,nan,0,0,25,2019-11-22 02:15:12
Aston On Trent Gravel Pits,nan,0,0.0,nan,nan,0,0,0,nan,nan,nan,nan,0,0,4,nan,nan,0,0.0,nan,nan,0,0,25,2019-11-22 02:15:12
Attenborough Gravel Pits,(0),(0),0.0,0,nan,0,1,0,0.0,0,(0),(0),(0),(0),(0),0,0.0,0,0.0,nan,nan,0,0,25,2019-11-22 02:15:12
Avon Estuary (Devon),(0),0,0.0,(0),0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,nan,0,0,25,2019-11-22 02:15:12
Avon Valley - Salisbury to Fordingbridge,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,1,0,(0),0.0,(0),0.0,0.0,nan,0,0,25,2019-11-22 02:15:12
Axe Estuary (Devon),0,0,0.0,0,(1),0,0,0,0.0,0,0,2,0,0,0,0,0.0,0,0.0,0.0,nan,0,0,25,2019-11-22 02:15:12
Ayr to North Troon,3,1,3.0,0,(6),0,0,0,0.0,0,0,0,0,0,0,0,0.0,2,0.0,0.0,nan,0,0,25,2019-11-22 02:15:12
Backworth Pond,nan,nan,nan,nan,nan,0,4,0,0.0,0,0,nan,0,0,0,0,0.0,0,0.0,2.0,Nov,0,0,25,2019-11-22 02:15:12
Badentarbat Bay (Achiltibuie),0,nan,nan,nan,nan,nan,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,nan,0,0,25,2019-11-22 02:15:12
Balgavies Loch,0,0,nan,0,5,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,nan,0,0,25,2019-11-22 02:15:12
Balnakiel Bay and Loch Croispol,nan,(0),nan,nan,nan,nan,0,0,0.0,0,0,0,5,(0),0,0,0.0,0,0.0,0.0,nan,0,0,25,2019-11-22 02:15:12
Bangour Reservoir Broxburn,nan,nan,nan,nan,7,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0,0.0,0.0,nan,0,0,25,2019-11-22 02:15:12
Banton Mill Pond,nan,0,0.0,0,0,0,0,0,0.0,0,0,0,nan,nan,0,0,0.0,0,0.0,0.0,nan,0,0,25,2019-11-22 02:15:12
Bar Mere,0,0,0.0,0,0,0,0,0,0.0,0,4,0,0,0,0,0,0.0,0,0.0,0.0,nan,0,0,25,2019-11-22 02:15:12
Bara Loch,0,0,0.0,(0),nan,nan,nan,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,nan,0,0,25,2019-11-22 02:15:12
Barcraigs Reservoir,(0),0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,2,0.0,2,0,nan,0,nan,nan,nan,0,0,26,2019-11-22 02:15:19
Bardowie Loch,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,nan,0,nan,nan,nan,nan,nan,0,0,nan,0,0,26,2019-11-22 02:15:19
Barmston Ponds,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,nan,0,0,26,2019-11-22 02:15:19
Barton Pits and Catholme,0,4,0,0,0.0,3.0,0.0,0,0.0,0.0,0,0.0,5,0.0,0,0,0,nan,nan,nan,nan,0,0,26,2019-11-22 02:15:19
Bay of Culkein,0,(0),nan,nan,nan,nan,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,nan,0,0,26,2019-11-22 02:15:19
Bayfield Loch,0,0,6,0,0.0,2.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,(0),0,0,0,0,nan,0,0,26,2019-11-22 02:15:19
Beaulieu Estuary,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,nan,0,0,26,2019-11-22 02:15:19
Belchers Lake,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,0,0,26,2019-11-22 02:15:19
Belvide Reservoir,0,8,0,0,nan,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,2,Nov,0,0,26,2019-11-22 02:15:19
Bemersyde Moss,8,13,0,0,0.0,0.0,2.0,16,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,nan,0,0,26,2019-11-22 02:15:19
Bena Water,nan,nan,nan,nan,nan,0.0,0.0,0,2.0,0.0,0,0.0,0,2.0,0,0,0,0,0,0,nan,0,0,26,2019-11-22 02:15:19
Bennan Loch,0,0,5,0,0.0,0.0,0.0,0,0.0,0.0,0,nan,nan,nan,nan,nan,0,0,0,0,nan,0,0,26,2019-11-22 02:15:19
Bennerley Marsh,nan,0,(0),0,nan,nan,nan,nan,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,nan,0,0,26,2019-11-22 02:15:19
Bennybeg Pond,nan,nan,nan,nan,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,nan,0,0,26,2019-11-22 02:15:19
Besthorpe and Girton Gravel Pits and Fleet,0,3,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,3.0,2,0,0,(0),nan,0,nan,0,0,26,2019-11-22 02:15:19
Big Waters,nan,nan,0,0,0.0,1.0,0.0,0,0.0,0.0,17,0.0,0,16.0,0,0,0,0,0,0,nan,0,0,26,2019-11-22 02:15:19
Biggar Moss,nan,nan,nan,nan,nan,1.0,1.0,0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,26,2019-11-22 02:15:19
Birnie Loch,0,4,4,0,6.0,11.0,0.0,0,0.0,7.0,0,0.0,0,0.0,0,0,0,0,0,0,nan,0,0,26,2019-11-22 02:15:19
Bishop Loch,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,nan,0,0,26,2019-11-22 02:15:19
Bishop's Dub,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,nan,0,0,0,0,nan,0,0,26,2019-11-22 02:15:19
Black Devon Wetlands,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,(0),(0),nan,0,0,26,2019-11-22 02:15:19
Black Loch (Limerigg),0,0,0,0,0.0,2.0,0.0,0,0.0,0.0,1,1.0,0,0.0,0,0,0,0,0,0,nan,0,0,26,2019-11-22 02:15:19
Blackton Reservoir,0,0,0,0,0.0,0.0,0.0,0,0.0,6.0,0,12.0,0,0.0,0,2,0,0,0,0,nan,0,0,26,2019-11-22 02:15:19
Blackwater Estuary,2,3,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0,0.0,0,0,0,0,0,0,nan,0,0,26,2019-11-22 02:15:19
Blagdon Lake,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,(0),0.0,0,0.0,3,0,0,0,0,0,nan,0,0,26,2019-11-22 02:15:19
Bleak Hills Dam,nan,nan,nan,nan,nan,nan,nan,(0),0.0,0.0,(0),0.0,(0),0.0,0,0,nan,nan,nan,nan,nan,0,0,26,2019-11-22 02:15:19
Blind Lochs Lochmaben,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0.0,0,0,(0),0,0,nan,nan,0,0,26,2019-11-22 02:15:19
Block Fen Pits,(0),nan,nan,nan,nan,nan,nan,0,0.0,0.0,0,0.0,4,17.0,(0),0,0,nan,nan,nan,nan,0,0,26,2019-11-22 02:15:19
Blunham Gravel Pit,0,2,2,3,2.0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,0,0,26,2019-11-22 02:15:19
Blyth Estuary,nan,nan,0,(0),0.0,0.0,0.0,3,0.0,0.0,13,0.0,0,0.0,0,0,0,0,0,0,nan,0,0,26,2019-11-22 02:15:19
Bogburn Flood Lagoons,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,1,0,0,0,0,nan,0,0,27,2019-11-22 02:15:27
Borwick Fold,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,2.0,0,0,0,0,0,nan,0,0,27,2019-11-22 02:15:27
Bosherston Lakes,0,(0),0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,nan,0,0,27,2019-11-22 02:15:27
Bothwell Park Farm Pond,0,0,0.0,0,0.0,0.0,0.0,(0),0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,nan,0,nan,0,0,27,2019-11-22 02:15:27
Bough Beech Reservoir,nan,0,0.0,(0),0.0,0.0,0.0,0,0.0,0.0,0,3Supplementary visit under the WeBS Core Count SurveyWeBS,0.0,0.0,0.0,0,0,0,(0),0,nan,0,0,27,2019-11-22 02:15:27
Bourton-on-the-Water Gravel Pits,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,(0),(0),0,nan,0,0,27,2019-11-22 02:15:27
Bowden Reservoir (Bowden Moor Loch),nan,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,nan,0.0,0.0,0.0,0,0,0,0,0,nan,0,0,27,2019-11-22 02:15:27
Bowesfield Marsh,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,1,0,0,0,0,nan,0,0,27,2019-11-22 02:15:27
Brading Harbour,0,0,2.0,0,0.0,0.0,0.0,(0),0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,(0),nan,0,0,27,2019-11-22 02:15:27
Brampton Gravel Pits,0,3Supplementary visit under the WeBS Core Count SurveyWeBS,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0,0,nan,nan,nan,nan,0,0,27,2019-11-22 02:15:27
Brandesburton Ponds West,2,0,3.0,0,0.0,0.0,0.0,0,0.0,3.0,(0),nan,0.0,0.0,0.0,(0),(0),nan,nan,nan,nan,0,0,27,2019-11-22 02:15:27
Brayford Pool Lincoln,0,0,0.0,nan,nan,nan,nan,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,nan,0,0,27,2019-11-22 02:15:27
Bredon's Hardwick Gravel Pits,nan,nan,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,1.0,0.0,0.0,0,0,0,0,0,nan,0,0,27,2019-11-22 02:15:27
Bridgend Farm Pool,nan,nan,nan,nan,1.0,0.0,nan,nan,3.0,4.0,0,0,4.0,0.0,0.0,0,0,2,0,0,nan,0,0,27,2019-11-22 02:15:27
Broom Gravel Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,0.0,0.0,0.0,0,0,0,0,0,nan,0,0,27,2019-11-22 02:15:27
Broomhill Lochans,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,nan,0.0,0.0,0.0,0,0,0,0,nan,nan,0,0,27,2019-11-22 02:15:27
Buckden and Stirtloe Pits,0,0,0.0,0,0.0,nan,nan,nan,nan,nan,0,0,0.0,0.0,nan,(0),0,0,0,0,nan,0,0,27,2019-11-22 02:15:27
Buckieburn Reservoir,0,(0),0.0,0,0.0,nan,nan,1,nan,nan,nan,0,0.0,0.0,0.0,0,nan,nan,0,0,nan,0,0,27,2019-11-22 02:15:27
Buckpool and Fenspool Local Nature Reserve,0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,0,27,2019-11-22 02:15:27
Burleydam Pool,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,2,Oct,0,0,27,2019-11-22 02:15:27
Burra Firth (Head) Unst,nan,3,1.0,1,1.0,1.0,1.0,2,2.0,1.0,1,1,5.0,1.0,0.0,0,0,0,0,0,nan,0,0,27,2019-11-22 02:15:27
Burrator Reservoir,(0),0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,nan,0,0,27,2019-11-22 02:15:27
Burry Inlet,3,9,5.0,4,6.0,8.0,10.0,0,0.0,0.0,2,6,0.0,0.0,0.0,0,0,0,0,0,nan,0,0,27,2019-11-22 02:15:27
Burstwick Gravel Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(0),(0),(0),nan,(0),nan,0,0,27,2019-11-22 02:15:27
Buscot Lakes and Reservoir,0,0,nan,0,0.0,0.0,0.0,(0),0.0,nan,nan,nan,nan,nan,4.0,0,(0),0,0,0,nan,0,0,27,2019-11-22 02:15:27
Butterley Reservoir,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,nan,0,0,27,2019-11-22 02:15:27
Buttermere,0,0,0.0,0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0.0,0,0,0,0,0,nan,0,0,27,2019-11-22 02:15:27
Butterstone Loch,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,5,0,0.0,0.0,6.0,0,0,0,0,0,nan,0,0,27,2019-11-22 02:15:27
Cadoxton Pools,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,nan,0,0,27,2019-11-22 02:15:27
Caernarfon Bay,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,nan,nan,nan,nan,0,0,0,nan,0,0,27,2019-11-22 02:15:27
Caldarvan Loch,0.0,0.0,0,1.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,2,0,nan,0,0,28,2019-11-22 02:15:35
Cally Lake,0.0,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,0,0.0,0,0,nan,0,0,28,2019-11-22 02:15:35
Calvert Brick Works,0.0,1.0,nan,nan,nan,nan,nan,nan,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,nan,0,0,28,2019-11-22 02:15:35
Cambois to Newbiggin,0.0,0.0,(28),0.0,0.0,0.0,0,(0),0.0,0,0,0,(0),0,(0),0.0,0,0.0,0,0,nan,0,0,28,2019-11-22 02:15:35
Cambus Village Pool,nan,nan,nan,nan,nan,5.0,28,0,0.0,0,0,6,0,0,0,0.0,0,0.0,0,0,nan,0,0,28,2019-11-22 02:15:35
Cant Clough Reservoir,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,1,Nov,0,0,28,2019-11-22 02:15:35
Capheaton (Sir Edward's Lake),nan,nan,0,0.0,0.0,0.0,0,3,nan,nan,nan,nan,35,0,0,0.0,0,0.0,0,1,Feb,0,0,28,2019-11-22 02:15:35
Cardew Mires Quarry,nan,nan,nan,nan,nan,nan,(0),(0),0.0,(0),0,4,0,0,0,0.0,0,0.0,0,0,nan,0,0,28,2019-11-22 02:15:35
Carlingwark Loch,0.0,0.0,0,0.0,0.0,0.0,0,0,2.0,2,0,0,0,0,0,0.0,0,0.0,(0),0,nan,0,0,28,2019-11-22 02:15:35
Carman Reservoir,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,1,0,0.0,0,0.0,0,0,nan,0,0,28,2019-11-22 02:15:35
Carmarthen Bay,0.0,0.0,0,0.0,0.0,0.0,0,1,1.0,0,0,1,1,0,0,0.0,0,0.0,0,0,nan,0,0,28,2019-11-22 02:15:35
Cassington and Yarnton Gravel Pits,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,nan,nan,nan,0,0,28,2019-11-22 02:15:35
Castle Island (Ashington),nan,nan,nan,nan,nan,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,2.0,0,0,nan,0,0,28,2019-11-22 02:15:35
Castlemartin Corse,nan,nan,nan,nan,nan,0.0,0,2,2.0,0,3,(0),(0),(0),0,1.0,0,0.0,0,0,nan,0,0,28,2019-11-22 02:15:35
Castletown Bay West and Scarlett Quarry,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,0,nan,nan,0,0,28,2019-11-22 02:15:35
Catcliffe Flash,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,nan,0,0,28,2019-11-22 02:15:35
Catwick Gravel Pits,nan,nan,nan,nan,0.0,0.0,0,4,0.0,nan,0,0,0,0,0,0.0,0,0.0,0,0,nan,0,0,28,2019-11-22 02:15:35
Cheddar Reservoir,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,2,0,0,0.0,0,0.0,0,0,nan,0,0,28,2019-11-22 02:15:35
Cherwell Valley,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,nan,0,0,28,2019-11-22 02:15:35
Chew Valley Lake,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,nan,0,0,28,2019-11-22 02:15:35
Chichester Gravel Pits,0.0,0.0,0,0.0,0.0,2.0,2,0,0.0,5,0,0,0,0,0,0.0,0,0.0,0,0,nan,0,0,28,2019-11-22 02:15:35
Chichester Harbour,0.0,0.0,(0),0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,nan,0,0,28,2019-11-22 02:15:35
Chilham and Chartham Gravel Pits,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,nan,0,0.0,0,0.0,0,0,nan,0,0,28,2019-11-22 02:15:35
Christchurch Harbour,nan,0.0,0,0.0,0.0,0.0,0,0,0.0,0,(0),0,0,0,0,0.0,0,0.0,0,0,nan,0,0,28,2019-11-22 02:15:35
Clifford Hill Gravel Pits Consolidated,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,0,(0),1,0,0,0,0.0,0,0.0,0,0,nan,0,0,28,2019-11-22 02:15:35
Clifton House Pond Country Park (Marina),nan,nan,nan,nan,0.0,0.0,0,0,0.0,0,18,0,0,0,nan,0.0,0,0.0,0,nan,nan,0,0,28,2019-11-22 02:15:35
Clumber Park Lake,0.0,0.0,0,0.0,0.0,0.0,nan,0,1.0,0,0,0,3,1,0,0.0,0,0.0,0,0,nan,0,0,28,2019-11-22 02:15:35
Clwyd Estuary,0.0,0.0,0,0.0,1.0,0.0,0,2,2.0,1,(0),1,nan,0,0,0.0,(0),0.0,0,(0),nan,0,0,28,2019-11-22 02:15:35
Coate Water,0.0,0.0,nan,nan,0.0,nan,nan,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,nan,0,0,28,2019-11-22 02:15:35
