Site▲▼,78/79▲▼,79/80▲▼,80/81▲▼,81/82▲▼,82/83▲▼,83/84▲▼,84/85▲▼,85/86▲▼,86/87▲▼,87/88▲▼,88/89▲▼,89/90▲▼,90/91▲▼,91/92▲▼,92/93▲▼,93/94▲▼,94/95▲▼,95/96▲▼,96/97▲▼,97/98▲▼,98/99▲▼,99/00▲▼,00/01▲▼,01/02▲▼,02/03▲▼,03/04▲▼,04/05▲▼,05/06▲▼,06/07▲▼,07/08▲▼,08/09▲▼,09/10▲▼,10/11▲▼,11/12▲▼,12/13▲▼,13/14▲▼,14/15▲▼,15/16▲▼,16/17▲▼,17/18▲▼,Mon,Moving5yr avg▲▼,13/14-17/185yr avg▲▼,WebPageNo,RoughTimeAccessed
Holburn Moss,4.0,0.0,4.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,(0),0.0,0,0,0,0,0,0.0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0,nan,0,0,16,2019-11-28 11:07:03
Hollingworth Lake,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,0,0,nan,nan,0,0.0,nan,0,0,1,0.0,nan,0.0,0,0,0,0,0,0.0,0,0.0,0,0,nan,0,0,16,2019-11-28 11:07:03
Hollowell Reservoir,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,1.0,0.0,3.0,0.0,(0),0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,nan,0,0,16,2019-11-28 11:07:03
Holme Pierrepont Gravel Pits,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,1.0,1.0,26.0,0,0.0,(0),0,(0),0,0,0.0,nan,nan,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,nan,0,0,nan,0,0,16,2019-11-28 11:07:03
Holywell Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,0.0,1.0,0,0.0,0,0,(0),0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,nan,0,0,16,2019-11-28 11:07:03
Hoselaw Loch,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,(0),nan,nan,(0),(0),(0),0.0,(0),0.0,0,0,0,30Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,0,0.0,0,0.0,0,0,nan,0,0,16,2019-11-28 11:07:03
Hoveringham and Bleasby Gravel Pits,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2,0,0.0,11.0,0.0,nan,nan,nan,nan,nan,nan,0,2,0.0,0,nan,nan,0,3.0,0,0.0,1,0,11,30,0,0.0,0,0.0,0,0,nan,0,0,16,2019-11-28 11:07:03
Howick to Beadnell,nan,nan,nan,nan,0.0,nan,nan,nan,nan,0,nan,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,(0),0,(0),0,0.0,0,0.0,0,0,0,1,(0),0.0,(0),0.0,(0),0,nan,0,0,16,2019-11-28 11:07:03
Hule Moss,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,0,0,0,0.0,1Supplementary visit under the WeBS Core Count SurveyWeBS,0,0,0,0.0,0,3.0,0,0,0,nan,0,0.0,0,0.0,0,0,nan,0,0,16,2019-11-28 11:07:03
Huntsham Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,2.0,0,0,0,0,0,0.0,0,0.0,0,0,nan,0,0,16,2019-11-28 11:07:03
Hurkedale Cummertrees,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0.0,0,0.0,nan,nan,nan,0,0,16,2019-11-28 11:07:03
Hury Reservoir,0.0,0.0,nan,nan,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,7.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,nan,0,0,16,2019-11-28 11:07:03
Ingrebourne Valley,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0,0,0,0,0.0,nan,nan,nan,3,4,0,0,0.0,(0),nan,nan,nan,nan,0,0,16,2019-11-28 11:07:03
Inland Sea and Alaw Estuary,0.0,0.0,0.0,0.0,0.0,nan,nan,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,nan,nan,1Standard visit under the WeBS Low Tide Count SurveyWeBS,nan,0,0,0,0,0,0.0,0,0.0,0,0,nan,0,0,16,2019-11-28 11:07:03
Inner Moray and Beauly Firths,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,2,0,0.0,1,0.0,(0),0,0,0,0,0.0,1,0.0,1Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,0,nan,0,0,16,2019-11-28 11:07:03
Irt and Mite and Esk Estuary,nan,nan,nan,nan,1.0,0.0,(0),0.0,0.0,(0),(0),0.0,0.0,0.0,0.0,0,nan,(0),0,0,0,0,nan,0,0,0,0,0.0,(0),0.0,0,0,0,0,0,0.0,0,0.0,0,0,nan,0,0,16,2019-11-28 11:07:03
Island of Westray,nan,nan,nan,0.0,nan,nan,0,0.0,0.0,2,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,nan,nan,nan,nan,nan,0,0,16,2019-11-28 11:07:03
Kedleston Park Lake,0.0,0.0,1.0,1.0,0.0,0.0,0,0.0,0.0,1,1,0.0,0.0,0.0,3.0,0,nan,0,0,0,0,0,0.0,0,0,0,0,0.0,nan,nan,nan,nan,nan,0,0,0.0,0,0.0,0,0,nan,0,0,16,2019-11-28 11:07:03
Kenfig Pool,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,nan,0,0.0,0.0,0.0,1.0,0,nan,nan,0,0,0,0,0.0,6,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,2,Jan,0,0,16,2019-11-28 11:07:03
Kentra Bay,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0.0,0.0,0.0,0,43.0,nan,0,0,nan,nan,nan,nan,nan,nan,nan,0.0,0,0.0,8,0,5,0,24,0.0,0,0.0,0,(0),nan,0,0,16,2019-11-28 11:07:03
Kilbirnie Loch Beith,nan,nan,nan,nan,nan,0.0,nan,nan,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,nan,0.0,0,0,(0),0,0.0,(0),0.0,0,(0),0,0,0,nan,0,0.0,0,0,nan,0,0,16,2019-11-28 11:07:03
Kilconquhar Loch,0.0,0.0,0.0,0.0,nan,nan,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,3,0,0,1,0,0.0,1,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,nan,0,0,16,2019-11-28 11:07:03
Kilmardinny Loch,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0,nan,nan,nan,0.0,0.0,0,0.0,0,4,0,(0),0,0.0,0,0,(0),(0),0.0,0,0.0,0,0,(0),0,0,0.0,0,0.0,(0),0,nan,0,0,16,2019-11-28 11:07:03
Kilnaughton Bay Port Ellen,nan,nan,nan,0.0,70.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,0.0,0,nan,nan,0,0,0.0,0,0.0,0,0,nan,0,0,16,2019-11-28 11:07:03
King George VI Reservoir,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,(0),0,0,0,0,0.0,0,0.0,0,0,nan,0,0,16,2019-11-28 11:07:03
King's Bromley Gravel Pits,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,1,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,(0),nan,0,0,16,2019-11-28 11:07:03
King's Dyke Pits Whittlesey,nan,nan,nan,nan,0.0,0.0,0,0.0,0.0,0,nan,nan,nan,nan,0.0,0,nan,9,(0),0,0,0,nan,nan,nan,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,nan,nan,nan,0,0,16,2019-11-28 11:07:03
King's Meads,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,0,0.0,0,0,0,0,0,0.0,0,17,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,nan,nan,nan,0,0,16,2019-11-28 11:07:03
Kingsbridge Estuary,0.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,(0),0,0.0,9,(0),0,0,0,0,0,0,0,0,(0),0,0,0,0.0,1,0,0,(0),0,0.0,0.0,0,0,0,nan,0,0,17,2019-11-28 11:07:40
Kingsmyre,0.0,0.0,0.0,0.0,nan,0.0,0.0,nan,nan,0.0,0.0,0,0,0,0.0,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0.0,0,nan,nan,nan,0,0.0,nan,0,0,0,nan,0,0,17,2019-11-28 11:07:40
Kinmount Lakes,nan,nan,nan,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,0.0,0,nan,nan,nan,0,0,17,2019-11-28 11:07:40
Kinnordy Loch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.0,0,0,0,(0),0,(0),0,nan,0,0,0,0,0,0,0.0,0,0,0,14,0,0.0,0.0,0,0,0,nan,0,0,17,2019-11-28 11:07:40
Kirkby-on-Bain Gravel Pits,nan,nan,nan,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,nan,0,0.0,0,nan,nan,0,13,0,0,1,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,0.0,0,0,0,nan,0,0,17,2019-11-28 11:07:40
Kyle of Durness,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(0),0,nan,nan,nan,0,0,0,2.0,0,(0),(0),(0),(0),0.0,0.0,0,0,0,nan,0,0,17,2019-11-28 11:07:40
Kyle of Tongue,nan,nan,nan,nan,nan,0.0,nan,0.0,nan,58.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(0),nan,(0),nan,nan,nan,0,0,0,0.0,(0),0,(0),0,0,0.0,0.0,0,0,0,nan,0,0,17,2019-11-28 11:07:40
Lacock GP,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0,0,0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.0,0.0,(0),0,0,nan,0,0,17,2019-11-28 11:07:40
Lake of Menteith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,nan,(0),0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.0,0.0,0,0,0,nan,0,0,17,2019-11-28 11:07:40
Langham Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,17,2019-11-28 11:07:40
Langstone Harbour,0.0,15.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(0),0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,14,0,0,1.0,0.0,0,0,0,nan,0,0,17,2019-11-28 11:07:40
Leac Nan Geadh to Port Na Luinge (Oronsay),nan,nan,nan,nan,nan,nan,nan,nan,100.0,0.0,0.0,35,0,0,0.0,nan,nan,nan,nan,37,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(0),nan,0,0,17,2019-11-28 11:07:40
Leen Valley and Mill Lake Country Park (Bestwood Lake),nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,nan,0,0,17,2019-11-28 11:07:40
Letham Flood,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,0,1Supplementary visit under the WeBS Core Count SurveyWeBS,1Supplementary visit under the WeBS Core Count SurveyWeBS,Mar,0,0,17,2019-11-28 11:07:40
Leventhorpe Ash Ponds and Flood Meadows,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,0,0,0,0.0,0,nan,nan,nan,0,0.0,0.0,0,2,0,nan,0,0,17,2019-11-28 11:07:40
Linford Gravel Pits,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0.0,0,0,37,1,0,0,0,0,0,0,0,0,0,0,0.0,17,0,0,0,0,0.0,0.0,0,0,0,nan,0,0,17,2019-11-28 11:07:40
Linton Pond Ellington,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,nan,0,0,7,nan,nan,nan,nan,0,0,0,0,0,1,0,0.0,5,0,0,0,0,0.0,1.0,0,0,0,nan,0,0,17,2019-11-28 11:07:40
Llandegfedd Reservoir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,0,0.0,0.0,0,0,0,nan,0,0,17,2019-11-28 11:07:40
Llyn Alaw,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,45.0,1.0,3,6,8,0.0,0,5,33,1,3,0,2Supplementary visit under the WeBS Core Count SurveyWeBS,0,1Supplementary visit under the WeBS Core Count SurveyWeBS,2,0,0,0,1,0.0,0,0,nan,nan,0,0.0,nan,nan,nan,(0),nan,0,0,17,2019-11-28 11:07:40
Llyn Bodgylched,37.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,14.0,0.0,6,0,0,0.0,0,(0),(0),(0),(0),(0),(0),0,(0),(0),(0),(0),(0),0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,nan,0,0,17,2019-11-28 11:07:40
Llyn Maelog,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0,0,0,0.0,1,0,nan,nan,0,0,(0),0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,nan,0,0,17,2019-11-28 11:07:40
Llyn Traffwll,1.0,nan,0.0,0.0,0.0,0.0,4.0,0.0,12.0,28.0,4.0,0,0,2,0.0,1,0,18,0,0,0,0,0,0,0,0,0,0,2,1.0,0,0,0,0,0,2.0,0.0,0,0,0,nan,0,0,17,2019-11-28 11:07:40
Llynnau Y Fali,0.0,nan,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0,0,(0),0.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,nan,0,0,17,2019-11-28 11:07:40
Loch A Mhachair (Loch Grogarry) (South Uist),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,0,0,0,nan,0,0,17,2019-11-28 11:07:40
Loch Ascog (Bute),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0,0,0,0.0,0,0,0,1,1,0,(1),0,0,(0),0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,nan,0,0,17,2019-11-28 11:07:40
Loch Ballygrant,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,0,0,17,2019-11-28 11:07:40
Loch Bornish (South Uist),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4,0,0,0.0,0.0,0,0,nan,nan,0,0,17,2019-11-28 11:07:40
Loch Clunie,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,(0),0.0,0,0,nan,nan,0,0.0,nan,nan,nan,nan,nan,0,0,17,2019-11-28 11:07:40
Loch Crinan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0.0,0,0,0,0,2,0.0,0.0,0,0,0,nan,0,0,17,2019-11-28 11:07:40
Loch Eaval and Loch Hosta (North Uist),nan,nan,nan,nan,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,0,0,0,87,0,0,0.0,0,0,0,0,2,0.0,0.0,0,0,0,nan,0,0,17,2019-11-28 11:07:40
Loch Ellrig,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,0,0.0,2.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,nan,nan,(0),0,0,0,0,0.0,0,0.0,nan,0,0,18,2019-11-28 11:08:19
Loch Ewe,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,0.0,0,0,nan,nan,nan,0.0,0,0,0,0,0,(0),0,0,0,0,1.0,0,0.0,nan,0,0,18,2019-11-28 11:08:19
Loch Eye,51.0,70.0,30.0,63.0,42.0,5.0,nan,0.0,0.0,0.0,nan,nan,0.0,0,0.0,0,0,0.0,2.0,0.0,0.0,0,(0),13,3.0,0.0,0.0,0,0,0,0,0,0,6,0,(0),0,0.0,0,0.0,nan,0,0,18,2019-11-28 11:08:19
Loch Fleet Complex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,6Standard visit under the WeBS Low Tide Count SurveyWeBS,0,0,1,0.0,0,0.0,nan,0,0,18,2019-11-28 11:08:19
Loch Flemington,0.0,0.0,nan,0.0,0.0,0.0,nan,nan,nan,nan,0.0,nan,1.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,(0),0,0,0,0,0,0,0.0,0,0.0,nan,0,0,18,2019-11-28 11:08:19
Loch Garten,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,8,"4Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.",0,"2Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.",0,2,0,0,0,0.0,0,0.0,nan,0,0,18,2019-11-28 11:08:19
Loch Gearach,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,240,152,10,0,nan,0.0,nan,nan,nan,0,0,18,2019-11-28 11:08:19
Loch Gilp,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,(0),0.0,0,0,0.0,0.0,0.0,0.0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,(0),0,0,0.0,0,0.0,nan,0,0,18,2019-11-28 11:08:19
Loch Gorm,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,350,nan,nan,0,14,145,0,nan,nan,nan,nan,0,nan,nan,0,0,18,2019-11-28 11:08:19
Loch Heilen,280.0,45.0,180.0,60.0,80.0,nan,nan,nan,200.0,120.0,30.0,305.0,37.0,148,88.0,(84),176,0.0,80.0,203.0,175.0,0,nan,nan,nan,0.0,80.0,(26),(140),3Supplementary visit under the WeBS Core Count SurveyWeBS,(0),0,0,(0),7Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,(0),0,0.0,(0),0.0,nan,0,0,18,2019-11-28 11:08:19
Loch Leven - Invercoe,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,(0),0,0,0,0,0.0,0,0.0,nan,0,0,18,2019-11-28 11:08:19
Loch Long at Ardentinny to Strone Point,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0.0,0,0.0,nan,0,0,18,2019-11-28 11:08:19
Loch Lossit,nan,nan,nan,0.0,nan,0.0,55.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,0,nan,nan,0,0,18,2019-11-28 11:08:19
Loch Mealt,nan,nan,nan,27.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,0,0,18,2019-11-28 11:08:19
Loch Na Claise,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,nan,nan,nan,nan,nan,0,6,0,0,(0),0,(0),(0),0,0,0.0,0,0.0,nan,0,0,18,2019-11-28 11:08:19
Loch Olginey,0.0,0.0,0.0,0.0,nan,nan,nan,nan,0.0,nan,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,nan,0,0,nan,nan,nan,nan,0,0,nan,0,nan,nan,0,0,0,0,0.0,0,0.0,nan,0,0,18,2019-11-28 11:08:19
Loch Quien (Bute),nan,nan,nan,nan,nan,nan,nan,50.0,nan,nan,nan,0.0,100.0,150,0.0,0,0,0.0,0.0,0.0,0.0,(0),0,0,0.0,0.0,0.0,0,0,0,0,0,0,13,0,0,0,0.0,0,0.0,nan,0,0,18,2019-11-28 11:08:19
Loch Sandary (North Uist),nan,nan,nan,nan,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,0,0,0,0.0,0.0,0.0,0,4,0,0,2,0,0,nan,0,0,0.0,nan,nan,nan,0,0,18,2019-11-28 11:08:19
Loch Scarmclate,130.0,64.0,14.0,100.0,73.0,53.0,76.0,0.0,0.0,4.0,0.0,0.0,1.0,0,8.0,14,56,0.0,2.0,0.0,0.0,0,0,0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,(0),0.0,0,0.0,nan,0,0,18,2019-11-28 11:08:19
Loch Sunart - Camas Na H-Airbhe to Head,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0,2.0,0,nan,nan,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan,0,0.0,nan,0,0,18,2019-11-28 11:08:19
Loch Tullybelton,nan,nan,nan,nan,nan,nan,nan,0.0,3.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0,nan,0.0,nan,nan,nan,0,0,18,2019-11-28 11:08:19
Loch Watten,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,0,0,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,4,0,0,0,0,0,0,0.0,0,0.0,nan,0,0,18,2019-11-28 11:08:19
Loch of Balloch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,(0),0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,0.0,0,0.0,nan,0,0,18,2019-11-28 11:08:19
Loch of Boardhouse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0,0,0.0,0.0,1.0,0.0,24,0,0,0.0,0.0,0.0,15,0,0,0,0,0,0,0,0,0,0.0,0,0.0,nan,0,0,18,2019-11-28 11:08:19
Loch of Bosquoy,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,nan,nan,nan,nan,nan,0,0.0,0,0,0.0,0.0,18.0,0.0,(0),0,(0),0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,(0),0.0,nan,0,0,18,2019-11-28 11:08:19
Loch of Brow,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0,0.0,0,0,0.0,nan,nan,nan,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0.0,1,0.0,nan,0,0,18,2019-11-28 11:08:19
Loch of Craiglush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,nan,0,0,18,2019-11-28 11:08:19
Loch of Fyvie,nan,0.0,0.0,0.0,0.0,10.0,nan,nan,nan,nan,0.0,nan,0.0,0,0.0,0,nan,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,nan,0,0,18,2019-11-28 11:08:19
Loch of Harray,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,(0),0,0,0.0,0.0,0.0,0,0,0,(0),0,0,4,0,0,0,1.0,(0),0.0,nan,0,0,18,2019-11-28 11:08:19
